"CSF-PR / CSF GEL BOUND FRACTION / Proteins / "
"","PI","Accession","Other Protein(s)","Description","CHROMOSOME","Gene Name","Coverage(%)","Non Enzymatic Peptides","#Peptides","#Spectra","NSAF","RANK (NSAF)","MW","Confidence","Spectrum Lower Range","Spectrum Upper Range","Peptide Lower Range","Peptide Upper Range","Validated"
13709.00,"RELATED PROTEINS","Q5JUK3","Q6UVM3"," Potassium channel subfamily T member 1 (KCNT1_HUMAN)","9","KCNT1",0.00,"false",0.00,0.00,0.00,1263.00,138.25,0.00,,,,,"false"
13710.00,"SINGLE PROTEIN","Q96HW7",""," Integrator complex subunit 4 (INT4_HUMAN)","11","INTS4",0.00,"false",0.00,0.00,0.00,1263.00,108.10,0.00,,,,,"false"
13711.00,"SINGLE PROTEIN","Q9UBV4",""," Protein Wnt-16 (WNT16_HUMAN)","7","WNT16",0.00,"false",0.00,0.00,0.00,1263.00,40.66,0.00,,,,,"false"
13712.00,"SINGLE PROTEIN","Q04725",""," Transducin-like enhancer protein 2 (TLE2_HUMAN)","19","TLE2",0.00,"false",0.00,0.00,0.00,1263.00,79.79,0.00,,,,,"false"
13713.00,"SINGLE PROTEIN","Q04724",""," Transducin-like enhancer protein 1 (TLE1_HUMAN)","9","TLE1",0.00,"false",0.00,0.00,0.00,1263.00,83.15,0.00,,,,,"false"
13714.00,"SINGLE PROTEIN","Q8N3A8",""," Poly [ADP-ribose] polymerase 8 (PARP8_HUMAN)","5","PARP8",0.00,"false",0.00,0.00,0.00,1263.00,95.81,0.00,,,,,"false"
13715.00,"SINGLE PROTEIN","Q9UBV2",""," Protein sel-1 homolog 1 (SE1L1_HUMAN)","14","SEL1L",0.00,"false",0.00,0.00,0.00,1263.00,88.70,0.00,,,,,"false"
13716.00,"SINGLE PROTEIN","Q04727",""," Transducin-like enhancer protein 4 (TLE4_HUMAN)","9","TLE4",0.00,"false",0.00,0.00,0.00,1263.00,83.70,0.00,,,,,"false"
13717.00,"SINGLE PROTEIN","Q04726",""," Transducin-like enhancer protein 3 (TLE3_HUMAN)","15","TLE3",0.00,"false",0.00,0.00,0.00,1263.00,83.36,0.00,,,,,"false"
13718.00,"SINGLE PROTEIN","Q9UBV8",""," Peflin (PEF1_HUMAN)","1","PEF1",0.00,"false",0.00,1.00,0.01,337.00,30.36,0.00,,,,,"false"
13719.00,"SINGLE PROTEIN","P31391",""," Somatostatin receptor type 4 (SSR4_HUMAN)","20","SSTR4",0.00,"false",0.00,0.00,0.00,1263.00,41.98,0.00,,,,,"false"
13720.00,"SINGLE PROTEIN","Q9UBV7",""," Beta-1,4-galactosyltransferase 7 (B4GT7_HUMAN)","5","B4GALT7",0.00,"false",0.00,0.00,0.00,1263.00,37.38,0.00,,,,,"false"
13721.00,"SINGLE PROTEIN","P43363",""," Melanoma-associated antigen 10 (MAGAA_HUMAN)","X","MAGEA10",0.00,"false",0.00,0.00,0.00,1263.00,40.75,0.00,,,,,"false"
13722.00,"SINGLE PROTEIN","P43364",""," Melanoma-associated antigen 11 (MAGAB_HUMAN)","X","MAGEA11",0.00,"false",0.00,0.00,0.00,1263.00,48.10,0.00,,,,,"false"
13723.00,"SINGLE PROTEIN","P43365",""," Melanoma-associated antigen 12 (MAGAC_HUMAN)","X","MAGEA12",0.00,"false",0.00,0.00,0.00,1263.00,34.81,0.00,,,,,"false"
13724.00,"SINGLE PROTEIN","P43366",""," Melanoma-associated antigen B1 (MAGB1_HUMAN)","X","MAGEB1",0.00,"false",0.00,0.00,0.00,1263.00,39.01,0.00,,,,,"false"
13725.00,"SINGLE PROTEIN","Q14123",""," Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C (PDE1C_HUMAN)","7","PDE1C",0.00,"false",0.00,0.00,0.00,1263.00,80.71,0.00,,,,,"false"
13726.00,"SINGLE PROTEIN","Q15459",""," Splicing factor 3A subunit 1 (SF3A1_HUMAN)","22","SF3A1",0.00,"false",0.00,0.00,0.00,1263.00,88.83,0.00,,,,,"false"
13727.00,"SINGLE PROTEIN","P80303",""," Nucleobindin-2 (NUCB2_HUMAN)","11","NUCB2",0.00,"false",0.00,0.00,0.00,1263.00,50.16,0.00,,,,,"false"
13728.00,"SINGLE PROTEIN","P55347",""," Homeobox protein PKNOX1 (PKNX1_HUMAN)","21","PKNOX1",0.00,"false",0.00,0.00,0.00,1263.00,47.58,0.00,,,,,"false"
13729.00,"SINGLE PROTEIN","Q14126",""," Desmoglein-2 (DSG2_HUMAN)","18","DSG2",0.00,"false",0.00,0.00,0.00,1263.00,122.22,0.00,,,,,"false"
13730.00,"SINGLE PROTEIN","P55345",""," Protein arginine N-methyltransferase 2 (ANM2_HUMAN)","21","PRMT2",0.00,"false",0.00,0.00,0.00,1263.00,49.01,0.00,,,,,"false"
13731.00,"SINGLE PROTEIN","Q16787",""," Laminin subunit alpha-3 (LAMA3_HUMAN)","18","LAMA3",0.00,"false",0.00,0.00,0.00,1263.00,366.41,0.00,,,,,"false"
13732.00,"SINGLE PROTEIN","Q14129",""," Protein DGCR6 (DGCR6_HUMAN)","22","DGCR6",0.00,"false",0.00,0.00,0.00,1263.00,24.97,0.00,,,,,"false"
13733.00,"SINGLE PROTEIN","Q5SV17",""," Transmembrane protein 240 (TM240_HUMAN)","1","TMEM240",0.00,"false",0.00,0.00,0.00,1263.00,19.89,0.00,,,,,"false"
13734.00,"SINGLE PROTEIN","Q8N3I7",""," Bardet-Biedl syndrome 5 protein (BBS5_HUMAN)","2","BBS5",0.00,"false",0.00,0.00,0.00,1263.00,38.73,0.00,,,,,"false"
13735.00,"SINGLE PROTEIN","Q16795",""," NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial (NDUA9_HUMAN)","12","NDUFA9",0.00,"false",0.00,0.00,0.00,1263.00,42.48,0.00,,,,,"false"
13736.00,"SINGLE PROTEIN","Q16790",""," Carbonic anhydrase 9 (CAH9_HUMAN)","9","CA9",0.00,"false",0.00,0.00,0.00,1263.00,49.67,0.00,,,,,"false"
13737.00,"SINGLE PROTEIN","Q14135",""," Transcription cofactor vestigial-like protein 4 (VGLL4_HUMAN)","3","VGLL4",0.00,"false",0.00,0.00,0.00,1263.00,30.93,0.00,,,,,"false"
13738.00,"SINGLE PROTEIN","Q14134",""," Tripartite motif-containing protein 29 (TRI29_HUMAN)","11","TRIM29",0.00,"false",0.00,0.00,0.00,1263.00,65.79,0.00,,,,,"false"
13739.00,"SINGLE PROTEIN","Q9UC07",""," Zinc finger protein 69 (ZNF69_HUMAN)","19","ZNF69",0.00,"false",0.00,0.00,0.00,1263.00,65.72,0.00,,,,,"false"
13740.00,"SINGLE PROTEIN","Q15464",""," SH2 domain-containing adapter protein B (SHB_HUMAN)","9","SHB",0.00,"false",0.00,0.00,0.00,1263.00,55.01,0.00,,,,,"false"
13741.00,"SINGLE PROTEIN","Q9UC06",""," Zinc finger protein 70 (ZNF70_HUMAN)","22","ZNF70",0.00,"false",0.00,0.00,0.00,1263.00,50.77,0.00,,,,,"false"
13742.00,"SINGLE PROTEIN","Q14139",""," Ubiquitin conjugation factor E4 A (UBE4A_HUMAN)","11","UBE4A",0.00,"false",0.00,0.00,0.00,1263.00,122.48,0.00,,,,,"false"
13743.00,"SINGLE PROTEIN","Q14137",""," Ribosome biogenesis protein BOP1 (BOP1_HUMAN)","8","BOP1",0.00,"false",0.00,0.00,0.00,1263.00,83.58,0.00,,,,,"false"
13744.00,"SINGLE PROTEIN","Q15468",""," SCL-interrupting locus protein (STIL_HUMAN)","1","STIL",0.00,"false",0.00,0.00,0.00,1263.00,142.86,0.00,,,,,"false"
13745.00,"SINGLE PROTEIN","Q16798",""," NADP-dependent malic enzyme, mitochondrial (MAON_HUMAN)","11","ME3",0.00,"false",0.00,0.00,0.00,1263.00,67.03,0.00,,,,,"false"
13746.00,"SINGLE PROTEIN","Q16799",""," Reticulon-1 (RTN1_HUMAN)","14","RTN1",0.00,"false",0.00,0.00,0.00,1263.00,83.57,0.00,,,,,"false"
13747.00,"SINGLE PROTEIN","Q8N3H0",""," Protein FAM19A2 (F19A2_HUMAN)","12","FAM19A2",0.00,"false",0.00,0.00,0.00,1263.00,14.61,0.00,,,,,"false"
13748.00,"SINGLE PROTEIN","Q6V702",""," Uncharacterized protein C4orf22 (CD022_HUMAN)","4","C4ORF22",0.00,"false",0.00,0.00,0.00,1263.00,26.85,0.00,,,,,"false"
13749.00,"SINGLE PROTEIN","Q2M3R5",""," Solute carrier family 35 member G1 (S35G1_HUMAN)","10","SLC35G1",0.00,"false",0.00,0.00,0.00,1263.00,39.81,0.00,,,,,"false"
13750.00,"SINGLE PROTEIN","Q9UBP0",""," Spastin (SPAST_HUMAN)","2","SPAST",0.00,"false",0.00,0.00,0.00,1263.00,67.16,0.00,,,,,"false"
13751.00,"SINGLE PROTEIN","Q14142",""," Tripartite motif-containing protein 14 (TRI14_HUMAN)","9","TRIM14",0.00,"false",0.00,0.00,0.00,1263.00,49.74,0.00,,,,,"false"
13752.00,"SINGLE PROTEIN","Q14141",""," Septin-6 (SEPT6_HUMAN)","X","SEPT6",0.00,"false",0.00,0.00,0.00,1263.00,49.69,0.00,,,,,"false"
13753.00,"SINGLE PROTEIN","Q14140",""," SERTA domain-containing protein 2 (SRTD2_HUMAN)","2","SERTAD2",0.00,"false",0.00,0.00,0.00,1263.00,33.88,0.00,,,,,"false"
13754.00,"SINGLE PROTEIN","Q14146",""," Unhealthy ribosome biogenesis protein 2 homolog (URB2_HUMAN)","1","URB2",0.00,"false",0.00,0.00,0.00,1263.00,170.43,0.00,,,,,"false"
13755.00,"SINGLE PROTEIN","Q15477",""," Helicase SKI2W (SKIV2_HUMAN)","6","SKIV2L",0.00,"false",0.00,0.00,0.00,1263.00,137.67,0.00,,,,,"false"
13756.00,"SINGLE PROTEIN","Q14145",""," Kelch-like ECH-associated protein 1 (KEAP1_HUMAN)","19","KEAP1",0.00,"false",0.00,0.00,0.00,1263.00,69.62,0.00,,,,,"false"
13757.00,"SINGLE PROTEIN","Q9UBP8",""," Kidney-associated antigen 1 (KAAG1_HUMAN)","6","KAAG1",0.00,"false",0.00,0.00,0.00,1263.00,8.96,0.00,,,,,"false"
13758.00,"SINGLE PROTEIN","Q15475",""," Homeobox protein SIX1 (SIX1_HUMAN)","14","SIX1",0.00,"false",0.00,0.00,0.00,1263.00,32.19,0.00,,,,,"false"
13759.00,"SINGLE PROTEIN","Q14149",""," MORC family CW-type zinc finger protein 3 (MORC3_HUMAN)","21","MORC3",0.00,"false",0.00,0.00,0.00,1263.00,107.05,0.00,,,,,"false"
13760.00,"SINGLE PROTEIN","Q8TEY7",""," Ubiquitin carboxyl-terminal hydrolase 33 (UBP33_HUMAN)","1","USP33",0.00,"false",0.00,0.00,0.00,1263.00,106.66,0.00,,,,,"false"
13761.00,"SINGLE PROTEIN","Q14147",""," Probable ATP-dependent RNA helicase DHX34 (DHX34_HUMAN)","19","DHX34",0.00,"false",0.00,0.00,0.00,1263.00,128.04,0.00,,,,,"false"
13762.00,"SINGLE PROTEIN","P56696",""," Potassium voltage-gated channel subfamily KQT member 4 (KCNQ4_HUMAN)","1","KCNQ4",0.00,"false",0.00,0.00,0.00,1263.00,77.05,0.00,,,,,"false"
13763.00,"SINGLE PROTEIN","Q8N3G9",""," Transmembrane protein 130 (TM130_HUMAN)","7","TMEM130",0.00,"false",0.00,0.00,0.00,1263.00,48.30,0.00,,,,,"false"
13764.00,"SINGLE PROTEIN","Q6VY07",""," Phosphofurin acidic cluster sorting protein 1 (PACS1_HUMAN)","11","PACS1",0.00,"false",0.00,0.00,0.00,1263.00,104.83,0.00,,,,,"false"
13765.00,"SINGLE PROTEIN","Q14153",""," Protein FAM53B (FA53B_HUMAN)","10","FAM53B",0.00,"false",0.00,0.00,0.00,1263.00,45.74,0.00,,,,,"false"
13766.00,"SINGLE PROTEIN","Q9UBQ7",""," Glyoxylate reductase/hydroxypyruvate reductase (GRHPR_HUMAN)","9","GRHPR",0.00,"false",0.00,0.00,0.00,1263.00,35.65,0.00,,,,,"false"
13767.00,"SINGLE PROTEIN","Q14152",""," Eukaryotic translation initiation factor 3 subunit A (EIF3A_HUMAN)","10","EIF3A",0.00,"false",0.00,0.00,0.00,1263.00,166.47,0.00,,,,,"false"
13768.00,"SINGLE PROTEIN","Q14151",""," Scaffold attachment factor B2 (SAFB2_HUMAN)","19","SAFB2",0.00,"false",0.00,0.00,0.00,1263.00,107.41,0.00,,,,,"false"
13769.00,"SINGLE PROTEIN","Q9UBQ5",""," Eukaryotic translation initiation factor 3 subunit K (EIF3K_HUMAN)","19","EIF3K",0.00,"false",0.00,0.00,0.00,1263.00,25.04,0.00,,,,,"false"
13770.00,"SINGLE PROTEIN","Q14157",""," Ubiquitin-associated protein 2-like (UBP2L_HUMAN)","1","UBAP2L",0.00,"false",0.00,0.00,0.00,1263.00,114.47,0.00,,,,,"false"
13771.00,"SINGLE PROTEIN","Q14156",""," Protein EFR3 homolog A (EFR3A_HUMAN)","8","EFR3A",0.00,"false",0.00,0.00,0.00,1263.00,92.86,0.00,,,,,"false"
13772.00,"SINGLE PROTEIN","P82987",""," ADAMTS-like protein 3 (ATL3_HUMAN)","15","ADAMTSL3",0.00,"false",0.00,0.00,0.00,1263.00,188.57,0.00,,,,,"false"
13773.00,"SINGLE PROTEIN","Q14155",""," Rho guanine nucleotide exchange factor 7 (ARHG7_HUMAN)","13","ARHGEF7",0.00,"false",0.00,0.00,0.00,1263.00,89.96,0.00,,,,,"false"
13774.00,"SINGLE PROTEIN","Q14154",""," Death ligand signal enhancer (DELE_HUMAN)","5","KIAA0141",0.00,"false",0.00,0.00,0.00,1263.00,55.89,0.00,,,,,"false"
13775.00,"SINGLE PROTEIN","Q14159",""," DNA repair-scaffolding protein (SPIDR_HUMAN)","8","KIAA0146",0.00,"false",0.00,0.00,0.00,1263.00,100.25,0.00,,,,,"false"
13776.00,"SINGLE PROTEIN","Q8N3F0",""," Maturin (MTURN_HUMAN)","7","C7ORF41",0.00,"false",0.00,0.00,0.00,1263.00,14.92,0.00,,,,,"false"
13777.00,"SINGLE PROTEIN","A6NMK7",""," Putative cleavage and polyadenylation specificity factor subunit 4-like protein (CPS4L_HUMAN)","17","CPSF4L",0.00,"false",0.00,0.00,0.00,1263.00,20.71,0.00,,,,,"false"
13778.00,"SINGLE PROTEIN","A6NMK8",""," Protein FAM196B (F196B_HUMAN)","5","FAM196B",0.00,"false",0.00,0.00,0.00,1263.00,59.17,0.00,,,,,"false"
13779.00,"SINGLE PROTEIN","Q5T700",""," Low-density lipoprotein receptor class A domain-containing protein 1 (LRAD1_HUMAN)","1","LDLRAD1",0.00,"false",0.00,0.00,0.00,1263.00,21.82,0.00,,,,,"false"
13780.00,"SINGLE PROTEIN","Q8TEX9",""," Importin-4 (IPO4_HUMAN)","14","IPO4",0.00,"false",0.00,0.00,0.00,1263.00,118.64,0.00,,,,,"false"
13781.00,"SINGLE PROTEIN","Q8N3F9",""," Integral membrane protein GPR137C (G137C_HUMAN)","14","GPR137C",0.00,"false",0.00,0.00,0.00,1263.00,47.04,0.00,,,,,"false"
13782.00,"SINGLE PROTEIN","Q8N3F8",""," MICAL-like protein 1 (MILK1_HUMAN)","22","MICALL1",0.00,"false",0.00,0.00,0.00,1263.00,93.38,0.00,,,,,"false"
13783.00,"SINGLE PROTEIN","Q2M3T9",""," Hyaluronidase-4 (HYAL4_HUMAN)","7","HYAL4",0.00,"false",0.00,0.00,0.00,1263.00,54.21,0.00,,,,,"false"
13784.00,"SINGLE PROTEIN","Q8N3E9",""," 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3 (PLCD3_HUMAN)","17","PLCD3",0.00,"false",0.00,0.00,0.00,1263.00,89.20,0.00,,,,,"false"
13785.00,"SINGLE PROTEIN","Q14160",""," Protein scribble homolog (SCRIB_HUMAN)","8","SCRIB",0.00,"false",0.00,0.00,0.00,1263.00,174.78,0.00,,,,,"false"
13786.00,"SINGLE PROTEIN","Q9UBR4",""," LIM/homeobox protein Lhx3 (LHX3_HUMAN)","9","LHX3",0.00,"false",0.00,0.00,0.00,1263.00,43.33,0.00,,,,,"false"
13787.00,"SINGLE PROTEIN","A6NML5",""," Transmembrane protein 212 (TM212_HUMAN)","3","TMEM212",0.00,"false",0.00,0.00,0.00,1263.00,21.41,0.00,,,,,"false"
13788.00,"SINGLE PROTEIN","Q5DID0",""," Uromodulin-like 1 (UROL1_HUMAN)","21","UMODL1",0.00,"false",0.00,0.00,0.00,1263.00,144.20,0.00,,,,,"false"
13789.00,"SINGLE PROTEIN","Q9UBR1",""," Beta-ureidopropionase (BUP1_HUMAN)","22","UPB1",0.00,"false",0.00,0.00,0.00,1263.00,43.14,0.00,,,,,"false"
13790.00,"SINGLE PROTEIN","P82970",""," High mobility group nucleosome-binding domain-containing protein 5 (HMGN5_HUMAN)","X","HMGN5",0.00,"false",0.00,0.00,0.00,1263.00,31.51,0.00,,,,,"false"
13791.00,"SINGLE PROTEIN","Q14164",""," Inhibitor of nuclear factor kappa-B kinase subunit epsilon (IKKE_HUMAN)","1","IKBKE",0.00,"false",0.00,0.00,0.00,1263.00,80.41,0.00,,,,,"false"
13792.00,"SINGLE PROTEIN","Q14162",""," Scavenger receptor class F member 1 (SREC_HUMAN)","17","SCARF1",0.00,"false",0.00,0.00,0.00,1263.00,87.33,0.00,,,,,"false"
13793.00,"SINGLE PROTEIN","Q15493",""," Regucalcin (RGN_HUMAN)","X","RGN",0.00,"false",0.00,0.00,0.00,1263.00,33.23,0.00,,,,,"false"
13794.00,"RELATED PROTEINS","P0C7A2","Q494X1,Q9UHL3"," Protein FAM153B (F153B_HUMAN)","5","FAM153B",0.00,"false",0.00,0.00,0.00,1263.00,43.56,0.00,,,,,"false"
13795.00,"SINGLE PROTEIN","Q14161",""," ARF GTPase-activating protein GIT2 (GIT2_HUMAN)","12","GIT2",0.00,"false",0.00,0.00,0.00,1263.00,84.49,0.00,,,,,"false"
13796.00,"SINGLE PROTEIN","Q9UBR5",""," Chemokine-like factor (CKLF_HUMAN)","16","CKLF",0.00,"false",0.00,0.00,0.00,1263.00,17.16,0.00,,,,,"false"
13797.00,"SINGLE PROTEIN","Q14168",""," MAGUK p55 subfamily member 2 (MPP2_HUMAN)","17","MPP2",0.00,"false",0.00,0.00,0.00,1263.00,64.54,0.00,,,,,"false"
13798.00,"SINGLE PROTEIN","Q14166",""," Tubulin--tyrosine ligase-like protein 12 (TTL12_HUMAN)","22","TTLL12",0.00,"false",0.00,0.00,0.00,1263.00,74.36,0.00,,,,,"false"
13799.00,"SINGLE PROTEIN","Q14165",""," Malectin (MLEC_HUMAN)","12","MLEC",0.00,"false",0.00,0.00,0.00,1263.00,32.21,0.00,,,,,"false"
13800.00,"SINGLE PROTEIN","Q9P2Z0",""," THAP domain-containing protein 10 (THA10_HUMAN)","15","THAP10",0.00,"false",0.00,1.00,0.00,445.00,28.33,0.00,,,,,"false"
13801.00,"SINGLE PROTEIN","P29016",""," T-cell surface glycoprotein CD1b (CD1B_HUMAN)","1","CD1B",0.00,"false",0.00,0.00,0.00,1263.00,36.92,0.00,,,,,"false"
13802.00,"SINGLE PROTEIN","P29017",""," T-cell surface glycoprotein CD1c (CD1C_HUMAN)","1","CD1C",0.00,"false",0.00,0.00,0.00,1263.00,37.63,0.00,,,,,"false"
13803.00,"SINGLE PROTEIN","Q9NNW5",""," WD repeat-containing protein 6 (WDR6_HUMAN)","3","WDR6",0.00,"false",0.00,0.00,0.00,1263.00,121.65,0.00,,,,,"false"
13804.00,"SINGLE PROTEIN","P33992",""," DNA replication licensing factor MCM5 (MCM5_HUMAN)","22","MCM5",0.00,"false",0.00,0.00,0.00,1263.00,82.23,0.00,,,,,"false"
13805.00,"SINGLE PROTEIN","Q9NNW7",""," Thioredoxin reductase 2, mitochondrial (TRXR2_HUMAN)","22","TXNRD2",0.00,"false",0.00,0.00,0.00,1263.00,56.47,0.00,,,,,"false"
13806.00,"SINGLE PROTEIN","P33993",""," DNA replication licensing factor MCM7 (MCM7_HUMAN)","7","MCM7",0.00,"false",0.00,0.00,0.00,1263.00,81.26,0.00,,,,,"false"
13807.00,"SINGLE PROTEIN","Q96I34",""," Protein phosphatase 1 regulatory subunit 16A (PP16A_HUMAN)","8","PPP1R16A",0.00,"false",0.00,0.00,0.00,1263.00,57.78,0.00,,,,,"false"
13808.00,"SINGLE PROTEIN","Q8TF05",""," Serine/threonine-protein phosphatase 4 regulatory subunit 1 (PP4R1_HUMAN)","18","PPP4R1",0.00,"false",0.00,0.00,0.00,1263.00,106.94,0.00,,,,,"false"
13809.00,"SINGLE PROTEIN","Q00LT1",""," Progressive rod-cone degeneration protein (PRCD_HUMAN)","17","PRCD",0.00,"false",0.00,0.00,0.00,1263.00,6.00,0.00,,,,,"false"
13810.00,"SINGLE PROTEIN","P33991",""," DNA replication licensing factor MCM4 (MCM4_HUMAN)","8","MCM4",0.00,"false",0.00,1.00,0.00,752.00,96.50,0.00,,,,,"false"
13811.00,"SINGLE PROTEIN","Q96I36",""," Cytochrome c oxidase assembly protein COX14 (COX14_HUMAN)","12","COX14",0.00,"false",0.00,0.00,0.00,1263.00,6.60,0.00,,,,,"false"
13812.00,"SINGLE PROTEIN","P17029",""," Zinc finger protein with KRAB and SCAN domains 1 (ZKSC1_HUMAN)","7","ZKSCAN1",0.00,"false",0.00,0.00,0.00,1263.00,63.59,0.00,,,,,"false"
13813.00,"SINGLE PROTEIN","Q96HR3",""," Mediator of RNA polymerase II transcription subunit 30 (MED30_HUMAN)","8","MED30",0.00,"false",0.00,0.00,0.00,1263.00,20.26,0.00,,,,,"false"
13814.00,"SINGLE PROTEIN","Q8TF01",""," Arginine/serine-rich protein PNISR (PNISR_HUMAN)","6","PNISR",0.00,"false",0.00,0.00,0.00,1263.00,92.52,0.00,,,,,"false"
13815.00,"SINGLE PROTEIN","P17038",""," Zinc finger protein 43 (ZNF43_HUMAN)","19","ZNF43",0.00,"false",0.00,0.00,0.00,1263.00,94.06,0.00,,,,,"false"
13816.00,"SINGLE PROTEIN","P17036",""," Zinc finger protein 3 (ZNF3_HUMAN)","7","ZNF3",0.00,"false",0.00,0.00,0.00,1263.00,50.88,0.00,,,,,"false"
13817.00,"SINGLE PROTEIN","P17035",""," Zinc finger protein 28 (ZNF28_HUMAN)","19","ZNF28",0.00,"false",0.00,0.00,0.00,1263.00,83.60,0.00,,,,,"false"
13818.00,"SINGLE PROTEIN","Q96I27",""," Zinc finger protein 625 (ZN625_HUMAN)","19","ZNF625",0.00,"false",0.00,0.00,0.00,1263.00,34.72,0.00,,,,,"false"
13819.00,"SINGLE PROTEIN","P17031",""," Zinc finger protein 26 (ZNF26_HUMAN)","12","ZNF26",0.00,"false",0.00,0.00,0.00,1263.00,61.24,0.00,,,,,"false"
13820.00,"SINGLE PROTEIN","P17030",""," Zinc finger protein 25 (ZNF25_HUMAN)","10","ZNF25",0.00,"false",0.00,0.00,0.00,1263.00,53.51,0.00,,,,,"false"
13821.00,"SINGLE PROTEIN","P45974",""," Ubiquitin carboxyl-terminal hydrolase 5 (UBP5_HUMAN)","12","USP5",0.00,"false",0.00,0.00,0.00,1263.00,95.73,0.00,,,,,"false"
13822.00,"SINGLE PROTEIN","P45973",""," Chromobox protein homolog 5 (CBX5_HUMAN)","12","CBX5",0.00,"false",0.00,0.00,0.00,1263.00,22.21,0.00,,,,,"false"
13823.00,"SINGLE PROTEIN","P20674",""," Cytochrome c oxidase subunit 5A, mitochondrial (COX5A_HUMAN)","15","COX5A",0.00,"false",0.00,0.00,0.00,1263.00,16.75,0.00,,,,,"false"
13824.00,"SINGLE PROTEIN","Q9UBK2",""," Peroxisome proliferator-activated receptor gamma coactivator 1-alpha (PRGC1_HUMAN)","4","PPARGC1A",0.00,"false",0.00,0.00,0.00,1263.00,90.97,0.00,,,,,"false"
13825.00,"SINGLE PROTEIN","P82912",""," 28S ribosomal protein S11, mitochondrial (RT11_HUMAN)","15","MRPS11",0.00,"false",0.00,0.00,0.00,1263.00,20.60,0.00,,,,,"false"
13826.00,"SINGLE PROTEIN","Q9UBK9",""," Protein UXT (UXT_HUMAN)","X","UXT",0.00,"false",0.00,0.00,0.00,1263.00,18.23,0.00,,,,,"false"
13827.00,"SINGLE PROTEIN","P56645",""," Period circadian protein homolog 3 (PER3_HUMAN)","1","PER3",0.00,"false",0.00,0.00,0.00,1263.00,131.81,0.00,,,,,"false"
13828.00,"SINGLE PROTEIN","Q9NNX1",""," Tuftelin (TUFT1_HUMAN)","1","TUFT1",0.00,"false",0.00,0.00,0.00,1263.00,44.24,0.00,,,,,"false"
13829.00,"SINGLE PROTEIN","Q9UBK8",""," Methionine synthase reductase (MTRR_HUMAN)","5","MTRR",0.00,"false",0.00,0.00,0.00,1263.00,80.36,0.00,,,,,"false"
13830.00,"SINGLE PROTEIN","P31327",""," Carbamoyl-phosphate synthase [ammonia], mitochondrial (CPSM_HUMAN)","2","CPS1",0.00,"false",0.00,0.00,0.00,1263.00,164.83,0.00,,,,,"false"
13831.00,"RELATED AND UNRELATED PROTEINS","Q4VX67","Q5RGS2,Q5TZJ5,Q5VU36,Q5VVP1,Q5VYP0,Q8IWB4","Protein FAM75A4 (F75A4_HUMAN)","9","FAM75A4",0.00,"false",0.00,0.00,0.00,1263.00,148.66,0.00,,,,,"false"
13832.00,"SINGLE PROTEIN","Q9NNX6",""," CD209 antigen (CD209_HUMAN)","19","CD209",0.00,"false",0.00,0.00,0.00,1263.00,45.75,0.00,,,,,"false"
13833.00,"SINGLE PROTEIN","P33981",""," Dual specificity protein kinase TTK (TTK_HUMAN)","6","TTK",0.00,"false",0.00,0.00,0.00,1263.00,97.01,0.00,,,,,"false"
13834.00,"SINGLE PROTEIN","Q96I24",""," Far upstream element-binding protein 3 (FUBP3_HUMAN)","9","FUBP3",0.00,"false",0.00,0.00,0.00,1263.00,61.60,0.00,,,,,"false"
13835.00,"SINGLE PROTEIN","Q96I23",""," Protein preY, mitochondrial (PREY_HUMAN)","4","PYURF",0.00,"false",0.00,0.00,0.00,1263.00,12.65,0.00,,,,,"false"
13836.00,"RELATED PROTEINS","O95835","Q9NRM7"," Serine/threonine-protein kinase LATS1 (LATS1_HUMAN)","6","LATS1",0.00,"false",0.00,0.00,0.00,1263.00,126.79,0.00,,,,,"false"
13837.00,"SINGLE PROTEIN","Q96I25",""," Splicing factor 45 (SPF45_HUMAN)","10","RBM17",0.00,"false",0.00,0.00,0.00,1263.00,44.93,0.00,,,,,"false"
13838.00,"SINGLE PROTEIN","Q96HQ0",""," Zinc finger protein 419 (ZN419_HUMAN)","19","ZNF419",0.00,"false",0.00,0.00,0.00,1263.00,58.53,0.00,,,,,"false"
13839.00,"SINGLE PROTEIN","Q4VC12",""," Putative protein MSS51 homolog, mitochondrial (MSS51_HUMAN)","10","MSS51",0.00,"false",0.00,0.00,0.00,1263.00,51.26,0.00,,,,,"false"
13840.00,"SINGLE PROTEIN","P31321",""," cAMP-dependent protein kinase type I-beta regulatory subunit (KAP1_HUMAN)","7","PRKAR1B",0.00,"false",0.00,0.00,0.00,1263.00,43.05,0.00,,,,,"false"
13841.00,"SINGLE PROTEIN","P55317",""," Hepatocyte nuclear factor 3-alpha (FOXA1_HUMAN)","14","FOXA1",0.00,"false",0.00,0.00,0.00,1263.00,49.12,0.00,,,,,"false"
13842.00,"SINGLE PROTEIN","Q99081",""," Transcription factor 12 (HTF4_HUMAN)","15","TCF12",0.00,"false",0.00,0.00,0.00,1263.00,72.92,0.00,,,,,"false"
