CSF-PR / CSF GEL DEPLETED FRACTION / Proteins / 
index,PI,Accession,Other Protein(s),Description,CHROMOSOME,Gene Name,Coverage(%),Non Enzymatic Peptides,#Peptides,#Spectra,NSAF,RANK (NSAF),MW,Confidence,Spectrum Lower Range,Spectrum Upper Range,Peptide Lower Range,Peptide Upper Range,Validated
1316.00,SINGLE PROTEIN,P22223,, Cadherin-3 (CADH3_HUMAN),16,CDH3,5.31,false,2.00,5.00,0.00,1330.00,91.36,100.00,,,,,true
1317.00,SINGLE PROTEIN,P01781,, Ig heavy chain V-III region GAL (HV320_HUMAN),,,17.24,false,2.00,3.00,0.02,711.00,12.72,100.00,,,,,true
1318.00,SINGLE PROTEIN,Q658N2,, WSC domain-containing protein 1 (WSCD1_HUMAN),17,WSCD1,3.83,false,2.00,3.00,0.00,1456.00,65.65,100.00,,,,,true
1319.00,SINGLE PROTEIN,Q16531,, DNA damage-binding protein 1 (DDB1_HUMAN),11,DDB1,1.58,false,2.00,8.00,0.00,1288.00,126.89,100.00,,,,,true
1320.00,SINGLE PROTEIN,P52907,, F-actin-capping protein subunit alpha-1 (CAZA1_HUMAN),1,CAPZA1,13.99,false,2.00,4.00,0.01,918.00,32.90,100.00,,,,,true
1321.00,RELATED PROTEINS,P01593,P01594,P01599,P01600,P01607,P01608,P01609,P01610,P80362, Ig kappa chain V-I region AG (KV101_HUMAN),,,16.67,false,2.00,5.00,0.03,515.00,11.98,100.00,,,,,true
1322.00,SINGLE PROTEIN,Q86YZ3,, Hornerin (HORN_HUMAN),1,HRNR,4.49,false,2.00,14.00,0.00,1526.00,282.23,100.00,,,,,true
1323.00,RELATED PROTEINS,O14818,Q8TAA3, Proteasome subunit alpha type-7 (PSA7_HUMAN),20,PSMA7,10.08,false,2.00,2.00,0.00,1382.00,27.87,100.00,,,,,true
1324.00,SINGLE PROTEIN,O94973,, AP-2 complex subunit alpha-2 (AP2A2_HUMAN),11,AP2A2,1.49,false,2.00,2.00,0.00,1523.00,103.89,100.00,,,,,true
1325.00,SINGLE PROTEIN,P03973,, Antileukoproteinase (SLPI_HUMAN),20,SLPI,20.45,false,2.00,5.00,0.01,851.00,14.32,100.00,,,,,true
1326.00,SINGLE PROTEIN,P23582,, C-type natriuretic peptide (ANFC_HUMAN),2,NPPC,27.78,false,2.00,3.00,0.01,1056.00,13.24,100.00,,,,,true
1327.00,RELATED PROTEINS,P01620,P01622,P01623,P04206, Ig kappa chain V-III region SIE (KV302_HUMAN),,,31.19,false,2.00,5.00,0.02,670.00,11.77,100.00,,,,,true
1328.00,SINGLE PROTEIN,O95841,, Angiopoietin-related protein 1 (ANGL1_HUMAN),1,ANGPTL1,5.50,false,2.00,3.00,0.00,1399.00,56.68,100.00,,,,,true
1329.00,SINGLE PROTEIN,P19438,, Tumor necrosis factor receptor superfamily member 1A (TNR1A_HUMAN),12,TNFRSF1A,6.37,false,2.00,4.00,0.01,1125.00,50.46,100.00,,,,,true
1330.00,SINGLE PROTEIN,P42262,, Glutamate receptor 2 (GRIA2_HUMAN),4,GRIA2,3.74,false,2.00,5.00,0.00,1333.00,98.76,100.00,,,,,true
1331.00,SINGLE PROTEIN,Q9H5Y7,, SLIT and NTRK-like protein 6 (SLIK6_HUMAN),13,SLITRK6,2.38,false,2.00,3.00,0.00,1474.00,95.05,100.00,,,,,true
1332.00,SINGLE PROTEIN,Q9HBR0,, Putative sodium-coupled neutral amino acid transporter 10 (S38AA_HUMAN),17,SLC38A10,3.31,false,2.00,3.00,0.00,1582.00,119.69,100.00,,,,,true
1333.00,SINGLE PROTEIN,Q14314,, Fibroleukin (FGL2_HUMAN),7,FGL2,8.20,false,2.00,4.00,0.00,1267.00,50.20,100.00,,,,,true
1334.00,SINGLE PROTEIN,Q9H0E2,, Toll-interacting protein (TOLIP_HUMAN),11,TOLLIP,4.74,false,1.00,1.00,0.00,1426.00,30.26,100.00,,,,,true
1335.00,SINGLE PROTEIN,Q8WXB1,, Protein N-lysine methyltransferase METTL21A (MT21A_HUMAN),2,METTL21A,6.88,true,1.00,2.00,0.01,820.00,24.58,100.00,,,,,true
1336.00,SINGLE PROTEIN,P15260,, Interferon gamma receptor 1 (INGR1_HUMAN),6,IFNGR1,1.64,false,1.00,1.00,0.00,1271.00,54.37,100.00,,,,,true
1337.00,SINGLE PROTEIN,Q9UGN4,, CMRF35-like molecule 8 (CLM8_HUMAN),17,CD300A,6.02,false,1.00,6.00,0.01,763.00,33.18,100.00,,,,,true
1338.00,SINGLE PROTEIN,P61160,, Actin-related protein 2 (ARP2_HUMAN),2,ACTR2,3.30,false,1.00,1.00,0.00,1418.00,44.73,100.00,,,,,true
1339.00,SINGLE PROTEIN,Q99584,, Protein S100-A13 (S10AD_HUMAN),1,S100A13,12.24,false,1.00,1.00,0.01,1153.00,11.46,100.00,,,,,true
1340.00,RELATED PROTEINS,Q96C19,Q9BUP0, EF-hand domain-containing protein D2 (EFHD2_HUMAN),1,EFHD2,4.17,false,1.00,3.00,0.00,1202.00,26.68,100.00,,,,,true
1341.00,SINGLE PROTEIN,Q8IX05,, CD302 antigen (CD302_HUMAN),2,CD302,6.03,false,1.00,3.00,0.01,1125.00,26.17,100.00,,,,,true
1342.00,SINGLE PROTEIN,Q9NT68,, Teneurin-2 (TEN2_HUMAN),,TENM2,0.50,false,1.00,4.00,0.00,1597.00,307.59,100.00,,,,,true
1343.00,SINGLE PROTEIN,A6NDG6,, Phosphoglycolate phosphatase (PGP_HUMAN),16,PGP,4.67,false,1.00,2.00,0.00,1420.00,33.98,100.00,,,,,true
1344.00,SINGLE PROTEIN,Q9Y5Z4,, Heme-binding protein 2 (HEBP2_HUMAN),6,HEBP2,5.85,false,1.00,2.00,0.00,1319.00,22.86,100.00,,,,,true
1345.00,SINGLE PROTEIN,Q13724,, Mannosyl-oligosaccharide glucosidase (MOGS_HUMAN),2,MOGS,1.43,false,1.00,3.00,0.00,1444.00,91.86,100.00,,,,,true
1346.00,SINGLE PROTEIN,P54826,, Growth arrest-specific protein 1 (GAS1_HUMAN),9,GAS1,6.09,false,1.00,5.00,0.02,716.00,35.67,100.00,,,,,true
1347.00,SINGLE PROTEIN,Q5JXA9,, Signal-regulatory protein beta-2 (SIRB2_HUMAN),20,SIRPB2,3.80,false,1.00,1.00,0.00,1562.00,36.94,100.00,,,,,true
1348.00,SINGLE PROTEIN,Q7Z4R8,, UPF0669 protein C6orf120 (CF120_HUMAN),6,C6ORF120,14.14,false,1.00,1.00,0.01,811.00,20.76,100.00,,,,,true
1349.00,RELATED PROTEINS,P04222,P18462,P30450,P30453,P30456,P30457,P30464,P30466,P30475,P30479,P30481,P30484,Q29836,Q95365, HLA class I histocompatibility antigen, Cw-3 alpha chain (1C03_HUMAN),6,HLA-C,3.01,false,1.00,1.00,0.00,1545.00,40.84,100.00,,,,,true
1350.00,SINGLE PROTEIN,Q96EE4,, Coiled-coil domain-containing protein 126 (CC126_HUMAN),7,CCDC126,8.57,false,1.00,1.00,0.01,1025.00,15.66,100.00,,,,,true
1351.00,SINGLE PROTEIN,P20618,, Proteasome subunit beta type-1 (PSB1_HUMAN),6,PSMB1,5.81,false,1.00,2.00,0.00,1435.00,26.47,100.00,,,,,true
1352.00,RELATED AND UNRELATED PROTEINS,P02795,P04732,P13640,P80297,Q8N339, Metallothionein-2 (MT2_HUMAN),16,MT2A,19.67,false,1.00,2.00,0.01,1131.00,6.04,100.00,,,,,true
1353.00,SINGLE PROTEIN,Q8IWK6,, Adhesion G protein-coupled receptor A3 (AGRA3_HUMAN),4,GPR125,0.76,false,1.00,2.00,0.00,1574.00,146.06,100.00,,,,,true
1354.00,SINGLE PROTEIN,Q9NT22,, EMILIN-3 (EMIL3_HUMAN),20,EMILIN3,2.87,false,1.00,1.00,0.00,1590.00,82.60,100.00,,,,,true
1355.00,SINGLE PROTEIN,Q96DZ1,, Endoplasmic reticulum lectin 1 (ERLEC_HUMAN),2,ERLEC1,3.11,false,1.00,1.00,0.00,1564.00,54.82,100.00,,,,,true
1356.00,SINGLE PROTEIN,P14324,, Farnesyl pyrophosphate synthase (FPPS_HUMAN),1,FDPS,4.30,false,1.00,2.00,0.00,1352.00,48.24,100.00,,,,,true
1357.00,RELATED PROTEINS,P04222,P10319,P18464,P30490,P30491,P30498,P30499,P30501,P30504,P30505,P30508,P30510,P30685,Q07000,Q29865,Q29963,Q95604,Q9TNN7, HLA class I histocompatibility antigen, Cw-3 alpha chain (1C03_HUMAN),6,HLA-C,4.37,false,1.00,1.00,0.00,1554.00,40.84,100.00,,,,,true
1358.00,SINGLE PROTEIN,O95196,, Chondroitin sulfate proteoglycan 5 (CSPG5_HUMAN),3,CSPG5,2.30,false,1.00,15.00,0.05,303.00,59.98,100.00,,,,,true
1359.00,SINGLE PROTEIN,O14908,, PDZ domain-containing protein GIPC1 (GIPC1_HUMAN),19,GIPC1,4.50,false,1.00,7.00,0.01,1047.00,36.03,100.00,,,,,true
1360.00,SINGLE PROTEIN,O14907,, Tax1-binding protein 3 (TX1B3_HUMAN),17,TAX1BP3,13.71,false,1.00,1.00,0.00,1337.00,13.73,100.00,,,,,true
1361.00,SINGLE PROTEIN,P01037,, Cystatin-SN (CYTN_HUMAN),20,CST1,12.77,false,1.00,3.00,0.01,963.00,16.38,100.00,,,,,true
1362.00,SINGLE PROTEIN,Q9NWV4,, UPF0587 protein C1orf123 (CA123_HUMAN),1,C1ORF123,10.62,false,1.00,1.00,0.00,1343.00,18.04,100.00,,,,,true
1363.00,SINGLE PROTEIN,P60660,, Myosin light polypeptide 6 (MYL6_HUMAN),12,MYL6,7.95,true,1.00,3.00,0.01,1085.00,16.92,100.00,,,,,true
1364.00,SINGLE PROTEIN,Q9H4G4,, Golgi-associated plant pathogenesis-related protein 1 (GAPR1_HUMAN),9,GLIPR2,8.44,false,1.00,1.00,0.00,1273.00,17.21,100.00,,,,,true
1365.00,SINGLE PROTEIN,Q9UP38,, Frizzled-1 (FZD1_HUMAN),7,FZD1,1.55,false,1.00,4.00,0.01,943.00,71.11,100.00,,,,,true
1366.00,SINGLE PROTEIN,P62857,, 40S ribosomal protein S28 (RS28_HUMAN),19,RPS28,17.39,false,1.00,1.00,0.01,748.00,7.84,100.00,,,,,true
1367.00,RELATED AND UNRELATED PROTEINS,O95716,A6NDJ8,P20336,P20337,P20338,P61006,P61018,P61026,P61106,P62820,Q15286,Q15771,Q6IQ22,Q86YS6,Q92928,Q92930,Q96AX2,Q96DA2,Q96E17,Q9H0U4, Ras-related protein Rab-3D (RAB3D_HUMAN),19,RAB3D,5.02,false,1.00,4.00,0.00,1507.00,24.25,100.00,,,,,true
1368.00,SINGLE PROTEIN,P12532,, Creatine kinase U-type, mitochondrial (KCRU_HUMAN),15,CKMT1A,2.40,false,1.00,1.00,0.00,1451.00,47.01,100.00,,,,,true
1369.00,SINGLE PROTEIN,Q9NTK5,, Obg-like ATPase 1 (OLA1_HUMAN),2,OLA1,3.79,false,1.00,2.00,0.00,1243.00,44.72,100.00,,,,,true
1370.00,RELATED PROTEINS,O75019,Q8N6C8,Q8NHL6, Leukocyte immunoglobulin-like receptor subfamily A member 1 (LIRA1_HUMAN),19,LILRA1,2.45,false,1.00,3.00,0.00,1364.00,53.24,100.00,,,,,true
1371.00,SINGLE PROTEIN,Q14213,, Interleukin-27 subunit beta (IL27B_HUMAN),19,EBI3,5.24,false,1.00,3.00,0.02,582.00,25.38,100.00,,,,,true
1372.00,SINGLE PROTEIN,Q5UCC4,, ER membrane protein complex subunit 10 (EMC10_HUMAN),19,EMC10,6.49,false,1.00,1.00,0.00,1345.00,27.33,100.00,,,,,true
1373.00,SINGLE PROTEIN,Q9H159,, Cadherin-19 (CAD19_HUMAN),18,CDH19,1.17,false,1.00,2.00,0.00,1258.00,86.95,100.00,,,,,true
1374.00,SINGLE PROTEIN,Q8IWY4,, Signal peptide, CUB and EGF-like domain-containing protein 1 (SCUB1_HUMAN),22,SCUBE1,1.82,false,1.00,4.00,0.00,1483.00,107.84,100.00,,,,,true
1375.00,SINGLE PROTEIN,Q9Y6Q6,, Tumor necrosis factor receptor superfamily member 11A (TNR11_HUMAN),18,TNFRSF11A,3.41,false,1.00,3.00,0.00,1425.00,65.99,100.00,,,,,true
1376.00,SINGLE PROTEIN,P22314,, Ubiquitin-like modifier-activating enzyme 1 (UBA1_HUMAN),X,UBA1,1.70,false,1.00,1.00,0.00,1577.00,117.77,100.00,,,,,true
1377.00,SINGLE PROTEIN,P35625,, Metalloproteinase inhibitor 3 (TIMP3_HUMAN),22,TIMP3,5.69,false,1.00,2.00,0.00,1258.00,24.13,100.00,,,,,true
1378.00,SINGLE PROTEIN,Q8TBM8,, DnaJ homolog subfamily B member 14 (DJB14_HUMAN),4,DNAJB14,3.69,false,1.00,2.00,0.00,1233.00,42.49,100.00,,,,,true
1379.00,SINGLE PROTEIN,Q9NPF0,, CD320 antigen (CD320_HUMAN),19,CD320,3.19,false,1.00,1.00,0.01,1003.00,28.97,100.00,,,,,true
1380.00,SINGLE PROTEIN,Q96NI6,, Leucine-rich repeat and fibronectin type-III domain-containing protein 5 (LRFN5_HUMAN),14,LRFN5,3.62,false,1.00,1.00,0.00,1530.00,79.39,100.00,,,,,true
1381.00,SINGLE PROTEIN,Q96F85,, CB1 cannabinoid receptor-interacting protein 1 (CNRP1_HUMAN),2,CNRIP1,9.76,false,1.00,2.00,0.00,1189.00,18.64,100.00,,,,,true
1382.00,SINGLE PROTEIN,Q5T848,, Probable G-protein coupled receptor 158 (GP158_HUMAN),10,GPR158,0.99,false,1.00,1.00,0.00,1605.00,135.40,100.00,,,,,true
1383.00,SINGLE PROTEIN,P12107,, Collagen alpha-1(XI) chain (COBA1_HUMAN),1,COL11A1,1.16,false,1.00,2.00,0.00,1606.00,180.95,100.00,,,,,true
1384.00,SINGLE PROTEIN,P12110,, Collagen alpha-2(VI) chain (CO6A2_HUMAN),21,COL6A2,1.08,false,1.00,2.00,0.00,1598.00,108.51,100.00,,,,,true
1385.00,RELATED PROTEINS,P01763,P01766,P01767, Ig heavy chain V-III region WEA (HV302_HUMAN),,,9.65,false,1.00,4.00,0.01,839.00,12.25,100.00,,,,,true
1386.00,RELATED AND UNRELATED PROTEINS,P01911,P01912,P04229,P13760,Q29974,Q30154,Q30167,Q5Y7A7, HLA class II histocompatibility antigen, DRB1-15 beta chain (2B1F_HUMAN),6,HLA-DRB1,6.39,false,1.00,3.00,0.01,1120.00,29.95,100.00,,,,,true
1387.00,RELATED AND UNRELATED PROTEINS,P04229,P13760,P13761,P20039,P79483,Q29974,Q30134,Q30154,Q30167,Q9TQE0, HLA class II histocompatibility antigen, DRB1-1 beta chain (2B11_HUMAN),6,HLA-DRB1,4.89,false,1.00,1.00,0.00,1512.00,29.90,100.00,,,,,true
1388.00,RELATED AND UNRELATED PROTEINS,P01889,P01893,P10321,P13747,P18463,P30460,P30462,P30475,P30480,P30486,P30499,Q29718,Q29836,Q29865,Q29963,Q31610,Q95365, HLA class I histocompatibility antigen, B-7 alpha chain (1B07_HUMAN),6,HLA-B,3.87,false,1.00,1.00,0.00,1553.00,40.43,100.00,,,,,true
1389.00,SINGLE PROTEIN,P28908,, Tumor necrosis factor receptor superfamily member 8 (TNR8_HUMAN),1,TNFRSF8,3.36,false,1.00,1.00,0.00,1529.00,63.71,100.00,,,,,true
1390.00,SINGLE PROTEIN,P02778,, C-X-C motif chemokine 10 (CXL10_HUMAN),4,CXCL10,12.24,false,1.00,2.00,0.02,726.00,10.87,100.00,,,,,true
1391.00,SINGLE PROTEIN,O95989,, Diphosphoinositol polyphosphate phosphohydrolase 1 (NUDT3_HUMAN),6,NUDT3,5.81,false,1.00,4.00,0.01,869.00,19.46,100.00,,,,,true
1392.00,SINGLE PROTEIN,Q9Y2B0,, Protein canopy homolog 2 (CNPY2_HUMAN),12,CNPY2,8.79,false,1.00,7.00,0.01,762.00,20.64,100.00,,,,,true
1393.00,SINGLE PROTEIN,Q13790,, Apolipoprotein F (APOF_HUMAN),12,APOF,4.29,false,1.00,2.00,0.00,1305.00,35.38,100.00,,,,,true
1394.00,SINGLE PROTEIN,Q16832,, Discoidin domain-containing receptor 2 (DDR2_HUMAN),1,DDR2,1.75,false,1.00,1.00,0.00,1581.00,96.67,100.00,,,,,true
1395.00,SINGLE PROTEIN,O43924,, Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta (PDE6D_HUMAN),2,PDE6D,8.00,false,1.00,1.00,0.00,1163.00,17.41,100.00,,,,,true
1396.00,SINGLE PROTEIN,P21453,, Sphingosine 1-phosphate receptor 1 (S1PR1_HUMAN),1,S1PR1,3.66,false,1.00,1.00,0.00,1551.00,42.78,100.00,,,,,true
1397.00,SINGLE PROTEIN,P56975,, Pro-neuregulin-3, membrane-bound isoform (NRG3_HUMAN),10,NRG3,3.33,false,1.00,8.00,0.01,1127.00,77.85,100.00,,,,,true
1398.00,SINGLE PROTEIN,P06280,, Alpha-galactosidase A (AGAL_HUMAN),X,GLA,3.96,false,1.00,1.00,0.00,1525.00,48.73,100.00,,,,,true
1399.00,SINGLE PROTEIN,P16083,, Ribosyldihydronicotinamide dehydrogenase [quinone] (NQO2_HUMAN),6,NQO2,4.76,false,1.00,3.00,0.00,1263.00,25.90,100.00,,,,,true
1400.00,SINGLE PROTEIN,Q92597,, Protein NDRG1 (NDRG1_HUMAN),8,NDRG1,3.55,false,1.00,1.00,0.00,1548.00,42.81,100.00,,,,,true
1401.00,SINGLE PROTEIN,P28072,, Proteasome subunit beta type-6 (PSB6_HUMAN),17,PSMB6,4.60,false,1.00,2.00,0.00,1166.00,25.34,100.00,,,,,true
1402.00,SINGLE PROTEIN,P08476,, Inhibin beta A chain (INHBA_HUMAN),7,INHBA,3.99,false,1.00,3.00,0.00,1320.00,47.41,100.00,,,,,true
1403.00,SINGLE PROTEIN,Q9Y6F9,, Protein Wnt-6 (WNT6_HUMAN),2,WNT6,4.93,false,1.00,1.00,0.00,1228.00,39.69,100.00,,,,,true
1404.00,SINGLE PROTEIN,Q9H3K6,, BolA-like protein 2 (BOLA2_HUMAN),16,BOLA2,18.60,false,1.00,2.00,0.01,901.00,10.11,100.00,,,,,true
1405.00,SINGLE PROTEIN,O15511,, Actin-related protein 2/3 complex subunit 5 (ARPC5_HUMAN),1,ARPC5,7.95,false,1.00,1.00,0.00,1268.00,16.31,100.00,,,,,true
1406.00,SINGLE PROTEIN,Q5JS37,, NHL repeat-containing protein 3 (NHLC3_HUMAN),13,NHLRC3,4.03,false,1.00,2.00,0.00,1326.00,38.26,100.00,,,,,true
1407.00,SINGLE PROTEIN,P29508,, Serpin B3 (SPB3_HUMAN),18,SERPINB3,3.59,false,1.00,2.00,0.00,1238.00,44.54,100.00,,,,,true
1408.00,SINGLE PROTEIN,P07738,, Bisphosphoglycerate mutase (PMGE_HUMAN),7,BPGM,4.25,false,1.00,1.00,0.00,1235.00,29.99,100.00,,,,,true
1409.00,SINGLE PROTEIN,P49184,, Deoxyribonuclease-1-like 1 (DNSL1_HUMAN),X,DNASE1L1,8.94,false,1.00,3.00,0.00,1221.00,33.87,100.00,,,,,true
1410.00,SINGLE PROTEIN,P05129,, Protein kinase C gamma type (KPCG_HUMAN),19,PRKCG,2.30,false,1.00,1.00,0.00,1594.00,78.40,100.00,,,,,true
1411.00,SINGLE PROTEIN,Q92890,, Ubiquitin fusion degradation protein 1 homolog (UFD1_HUMAN),22,UFD1L,4.89,false,1.00,4.00,0.00,1328.00,34.48,100.00,,,,,true
1412.00,RELATED PROTEINS,Q6UWV6,Q9Y6X5, Ectonucleotide pyrophosphatase/phosphodiesterase family member 7 (ENPP7_HUMAN),17,ENPP7,2.18,false,1.00,1.00,0.00,1499.00,51.46,100.00,,,,,true
1413.00,SINGLE PROTEIN,Q12765,, Secernin-1 (SCRN1_HUMAN),7,SCRN1,3.14,false,1.00,4.00,0.01,1095.00,46.35,100.00,,,,,true
1414.00,SINGLE PROTEIN,Q92874,, Deoxyribonuclease-1-like 2 (DNSL2_HUMAN),16,DNASE1L2,4.35,false,1.00,2.00,0.01,1139.00,32.83,100.00,,,,,true
1415.00,SINGLE PROTEIN,O00499,, Myc box-dependent-interacting protein 1 (BIN1_HUMAN),2,BIN1,3.04,false,1.00,2.00,0.00,1481.00,64.66,100.00,,,,,true
1416.00,SINGLE PROTEIN,P37173,, TGF-beta receptor type-2 (TGFR2_HUMAN),3,TGFBR2,2.65,false,1.00,5.00,0.01,870.00,64.53,100.00,,,,,true
1417.00,SINGLE PROTEIN,P04271,, Protein S100-B (S100B_HUMAN),21,S100B,16.30,false,1.00,1.00,0.02,656.00,10.71,100.00,,,,,true
1418.00,SINGLE PROTEIN,Q96CW9,, Netrin-G2 (NTNG2_HUMAN),9,NTNG2,1.89,false,1.00,1.00,0.00,1557.00,59.76,100.00,,,,,true
1419.00,SINGLE PROTEIN,Q9GZP0,, Platelet-derived growth factor D (PDGFD_HUMAN),11,PDGFD,3.24,false,1.00,1.00,0.00,1533.00,42.82,100.00,,,,,true
1420.00,RELATED PROTEINS,P55854,P61956,Q6EEV6, Small ubiquitin-related modifier 3 (SUMO3_HUMAN),21,SUMO3,11.65,false,1.00,3.00,0.01,805.00,11.63,100.00,,,,,true
1421.00,RELATED PROTEINS,P09488,P28161,Q03013, Glutathione S-transferase Mu 1 (GSTM1_HUMAN),1,GSTM1,5.96,false,1.00,1.00,0.00,1432.00,25.70,100.00,,,,,true
1422.00,RELATED AND UNRELATED PROTEINS,P01625,P06312,P06313,P06314, Ig kappa chain V-IV region Len (KV402_HUMAN),,,15.79,false,1.00,3.00,0.04,376.00,12.63,100.00,,,,,true
1423.00,SINGLE PROTEIN,P29966,, Myristoylated alanine-rich C-kinase substrate (MARCS_HUMAN),6,MARCKS,5.72,false,1.00,1.00,0.00,1439.00,31.54,100.00,,,,,true
1424.00,SINGLE PROTEIN,Q9GZV7,, Hyaluronan and proteoglycan link protein 2 (HPLN2_HUMAN),1,HAPLN2,5.29,false,1.00,1.00,0.00,1309.00,37.75,100.00,,,,,true
1425.00,SINGLE PROTEIN,P04207,, Ig kappa chain V-III region CLL (KV308_HUMAN),,,13.95,true,1.00,3.00,0.03,511.00,14.27,100.00,,,,,true
1426.00,SINGLE PROTEIN,Q96HC4,, PDZ and LIM domain protein 5 (PDLI5_HUMAN),4,PDLIM5,2.01,false,1.00,2.00,0.00,1413.00,63.90,100.00,,,,,true
1427.00,SINGLE PROTEIN,P05997,, Collagen alpha-2(V) chain (CO5A2_HUMAN),2,COL5A2,1.53,false,1.00,3.00,0.00,1579.00,144.82,100.00,,,,,true
1428.00,SINGLE PROTEIN,Q9UBS5,, Gamma-aminobutyric acid type B receptor subunit 1 (GABR1_HUMAN),6,GABBR1,1.56,false,1.00,1.00,0.00,1584.00,108.25,100.00,,,,,true
1429.00,SINGLE PROTEIN,Q9UBS4,, DnaJ homolog subfamily B member 11 (DJB11_HUMAN),3,DNAJB11,4.47,false,1.00,1.00,0.00,1329.00,40.49,100.00,,,,,true
1430.00,SINGLE PROTEIN,Q9UBS3,, DnaJ homolog subfamily B member 9 (DNJB9_HUMAN),7,DNAJB9,4.48,false,1.00,3.00,0.01,774.00,25.50,100.00,,,,,true
1431.00,SINGLE PROTEIN,Q86SJ2,, Amphoterin-induced protein 2 (AMGO2_HUMAN),12,AMIGO2,2.87,false,1.00,2.00,0.00,1428.00,57.90,100.00,,,,,true
1432.00,SINGLE PROTEIN,Q16769,, Glutaminyl-peptide cyclotransferase (QPCT_HUMAN),2,QPCT,3.88,false,1.00,3.00,0.01,1100.00,40.85,100.00,,,,,true
1433.00,SINGLE PROTEIN,Q9NWS6,, Protein FAM118A (F118A_HUMAN),22,FAM118A,3.64,false,1.00,1.00,0.00,1441.00,40.24,100.00,,,,,true
1434.00,SINGLE PROTEIN,Q16773,, Kynurenine--oxoglutarate transaminase 1 (KAT1_HUMAN),9,CCBL1,3.08,false,1.00,2.00,0.00,1344.00,47.84,100.00,,,,,true
1435.00,SINGLE PROTEIN,Q14596,, Next to BRCA1 gene 1 protein (NBR1_HUMAN),17,NBR1,1.14,false,1.00,2.00,0.00,1431.00,107.35,100.00,,,,,true
1436.00,SINGLE PROTEIN,P25940,, Collagen alpha-3(V) chain (CO5A3_HUMAN),19,COL5A3,1.15,false,1.00,4.00,0.00,1595.00,172.02,100.00,,,,,true
1437.00,SINGLE PROTEIN,Q9BXS4,, Transmembrane protein 59 (TMM59_HUMAN),1,TMEM59,4.02,false,1.00,3.00,0.00,1317.00,36.20,100.00,,,,,true
1438.00,SINGLE PROTEIN,Q6P587,, Acylpyruvase FAHD1, mitochondrial (FAHD1_HUMAN),16,FAHD1,7.14,false,1.00,3.00,0.00,1311.00,24.83,100.00,,,,,true
1439.00,SINGLE PROTEIN,Q8NI32,, Ly6/PLAUR domain-containing protein 6B (LPD6B_HUMAN),2,LYPD6B,8.20,false,1.00,2.00,0.01,1015.00,20.64,100.00,,,,,true
1440.00,SINGLE PROTEIN,Q8NI22,, Multiple coagulation factor deficiency protein 2 (MCFD2_HUMAN),2,MCFD2,16.44,false,1.00,2.00,0.00,1177.00,16.38,100.00,,,,,true
1441.00,SINGLE PROTEIN,Q99941,, Cyclic AMP-dependent transcription factor ATF-6 beta (ATF6B_HUMAN),6,ATF6B,1.42,false,1.00,1.00,0.00,1473.00,76.66,100.00,,,,,true
1442.00,SINGLE PROTEIN,Q99946,, Proline-rich transmembrane protein 1 (PRRT1_HUMAN),6,PRRT1,4.90,false,1.00,2.00,0.02,650.00,31.41,100.00,,,,,true
1443.00,SINGLE PROTEIN,Q8N3F0,, Maturin (MTURN_HUMAN),7,C7ORF41,9.16,false,1.00,3.00,0.03,469.00,14.92,100.00,,,,,true
1444.00,SINGLE PROTEIN,Q9Y5E9,, Protocadherin beta-14 (PCDBE_HUMAN),5,PCDHB14,1.50,false,1.00,1.00,0.00,1555.00,87.49,100.00,,,,,true
1445.00,SINGLE PROTEIN,O15118,, Niemann-Pick C1 protein (NPC1_HUMAN),18,NPC1,0.94,false,1.00,2.00,0.00,1457.00,142.07,100.00,,,,,true
1446.00,SINGLE PROTEIN,Q9NNX6,, CD209 antigen (CD209_HUMAN),19,CD209,2.72,false,1.00,2.00,0.00,1471.00,45.75,100.00,,,,,true
1447.00,SINGLE PROTEIN,Q9Y5F7,, Protocadherin gamma-C4 (PCDGL_HUMAN),5,PCDHGC4,1.17,false,1.00,1.00,0.00,1565.00,101.15,100.00,,,,,true
1448.00,SINGLE PROTEIN,P08575,, Receptor-type tyrosine-protein phosphatase C (PTPRC_HUMAN),1,PTPRC,1.15,false,1.00,3.00,0.00,1477.00,147.16,100.00,,,,,true
1449.00,SINGLE PROTEIN,Q9NSB4,, Keratin, type II cuticular Hb2 (KRT82_HUMAN),12,KRT82,1.95,false,1.00,2.00,0.00,1501.00,56.62,100.00,,,,,true
1450.00,SINGLE PROTEIN,Q8IW00,, V-set and transmembrane domain-containing protein 4 (VSTM4_HUMAN),10,VSTM4,5.31,false,1.00,4.00,0.02,694.00,36.12,100.00,,,,,true
1451.00,SINGLE PROTEIN,P21980,, Protein-glutamine gamma-glutamyltransferase 2 (TGM2_HUMAN),20,TGM2,2.18,false,1.00,2.00,0.00,1547.00,77.28,100.00,,,,,true
1452.00,SINGLE PROTEIN,Q8IVN8,, Somatomedin-B and thrombospondin type-1 domain-containing protein (SBSPO_HUMAN),8,SBSPON,4.17,false,1.00,3.00,0.00,1295.00,29.59,100.00,,,,,true
