CSF-PR / CSF MIXED-MODE DEPLETED FRACTION / Proteins / 
index,PI,Accession,Other Protein(s),Description,CHROMOSOME,Gene Name,Coverage(%),Non Enzymatic Peptides,#Peptides,#Spectra,NSAF,RANK (NSAF),MW,Confidence,Validated
2171.00,SINGLE PROTEIN,Q9HCE9,, Anoctamin-8 (ANO8_HUMAN),19,ANO8,0.57,true,1.00,2.00,0.00,2256.00,135.95,97.75,true
2172.00,SINGLE PROTEIN,Q96GM8,, Target of EGR1 protein 1 (TOE1_HUMAN),1,TOE1,1.76,false,1.00,2.00,0.00,1949.00,56.51,97.75,true
2173.00,SINGLE PROTEIN,P84157,, Matrix-remodeling-associated protein 7 (MXRA7_HUMAN),17,MXRA7,5.88,false,1.00,3.00,0.00,1557.00,21.45,97.75,true
2174.00,SINGLE PROTEIN,O00233,, 26S proteasome non-ATPase regulatory subunit 9 (PSMD9_HUMAN),12,PSMD9,5.38,false,1.00,2.00,0.00,1691.00,24.67,97.75,true
2175.00,SINGLE PROTEIN,O00622,, Protein CYR61 (CYR61_HUMAN),1,CYR61,3.67,false,1.00,2.00,0.00,1588.00,42.00,97.75,true
2176.00,SINGLE PROTEIN,P16403,, Histone H1.2 (H12_HUMAN),6,HIST1H1C,7.51,true,1.00,2.00,0.00,1784.00,21.35,97.75,true
2177.00,SINGLE PROTEIN,O43865,, Adenosylhomocysteinase 2 (SAHH2_HUMAN),1,AHCYL1,3.02,true,1.00,1.00,0.00,2212.00,58.91,97.75,true
2178.00,SINGLE PROTEIN,Q86UP3,, Zinc finger homeobox protein 4 (ZFHX4_HUMAN),8,ZFHX4,0.56,false,1.00,0.00,0.00,2280.00,393.48,97.75,true
2179.00,SINGLE PROTEIN,Q8WZ74,, Cortactin-binding protein 2 (CTTB2_HUMAN),7,CTTNBP2,0.90,false,1.00,7.00,0.00,1678.00,180.94,97.75,true
2180.00,SINGLE PROTEIN,Q96G03,, Phosphoglucomutase-2 (PGM2_HUMAN),4,PGM2,2.12,true,1.00,3.00,0.00,2030.00,68.24,97.75,true
2181.00,SINGLE PROTEIN,Q92966,, snRNA-activating protein complex subunit 3 (SNPC3_HUMAN),9,SNAPC3,0.00,false,0.00,0.00,0.00,2280.00,46.72,97.75,true
2182.00,SINGLE PROTEIN,Q92959,, Solute carrier organic anion transporter family member 2A1 (SO2A1_HUMAN),3,SLCO2A1,0.00,false,0.00,0.00,0.00,2280.00,70.00,97.75,true
2183.00,SINGLE PROTEIN,Q8NDX6,, Zinc finger protein 740 (ZN740_HUMAN),12,ZNF740,0.00,false,0.00,0.00,0.00,2280.00,21.84,97.75,true
2184.00,SINGLE PROTEIN,Q6UUV7,, CREB-regulated transcription coactivator 3 (CRTC3_HUMAN),15,CRTC3,0.00,false,0.00,0.00,0.00,2280.00,66.92,97.75,true
2185.00,SINGLE PROTEIN,Q9NX76,, CKLF-like MARVEL transmembrane domain-containing protein 6 (CKLF6_HUMAN),3,CMTM6,0.00,false,0.00,2.00,0.02,720.00,20.41,97.75,true
2186.00,SINGLE PROTEIN,A6NCQ9,, RING finger protein 222 (RN222_HUMAN),17,RNF222,0.00,false,0.00,0.00,0.00,2280.00,23.75,97.75,true
2187.00,SINGLE PROTEIN,Q8IWZ5,, Tripartite motif-containing protein 42 (TRI42_HUMAN),3,TRIM42,0.00,false,0.00,0.00,0.00,2280.00,82.69,97.75,true
2188.00,SINGLE PROTEIN,Q14244,, Ensconsin (MAP7_HUMAN),6,MAP7,0.00,false,0.00,0.00,0.00,2280.00,84.00,97.75,true
2189.00,SINGLE PROTEIN,P10398,, Serine/threonine-protein kinase A-Raf (ARAF_HUMAN),X,ARAF,0.00,false,0.00,0.00,0.00,2280.00,67.54,97.75,true
2190.00,SINGLE PROTEIN,Q5T7P2,, Late cornified envelope protein 1A (LCE1A_HUMAN),1,LCE1A,0.00,false,0.00,0.00,0.00,2280.00,10.97,97.75,true
2191.00,SINGLE PROTEIN,Q9ULE3,, DENN domain-containing protein 2A (DEN2A_HUMAN),7,DENND2A,0.00,false,0.00,1.00,0.00,1951.00,113.78,97.75,true
2192.00,SINGLE PROTEIN,Q70CQ4,, Ubiquitin carboxyl-terminal hydrolase 31 (UBP31_HUMAN),16,USP31,0.00,false,0.00,0.00,0.00,2280.00,146.56,97.75,true
2193.00,SINGLE PROTEIN,Q9UGU0,, Transcription factor 20 (TCF20_HUMAN),22,TCF20,0.00,false,0.00,3.00,0.00,2195.00,211.64,97.75,true
2194.00,SINGLE PROTEIN,O75530,, Polycomb protein EED (EED_HUMAN),11,EED,0.00,false,0.00,0.00,0.00,2280.00,50.17,97.75,true
2195.00,SINGLE PROTEIN,Q6P1K2,, Polyamine-modulated factor 1 (PMF1_HUMAN),1,PMF1,0.00,false,0.00,0.00,0.00,2280.00,23.32,97.75,true
2196.00,SINGLE PROTEIN,Q9UH92,, Max-like protein X (MLX_HUMAN),17,MLX,0.00,false,0.00,0.00,0.00,2280.00,33.28,97.75,true
2197.00,SINGLE PROTEIN,Q96J87,, CUGBP Elav-like family member 6 (CELF6_HUMAN),15,CELF6,0.00,false,0.00,1.00,0.00,1981.00,50.44,97.75,true
2198.00,SINGLE PROTEIN,P19113,, Histidine decarboxylase (DCHS_HUMAN),15,HDC,0.00,false,0.00,0.00,0.00,2280.00,74.09,97.75,true
2199.00,SINGLE PROTEIN,P10301,, Ras-related protein R-Ras (RRAS_HUMAN),19,RRAS,0.00,false,0.00,0.00,0.00,2280.00,23.47,97.75,true
2200.00,SINGLE PROTEIN,Q6NXT1,, Ankyrin repeat domain-containing protein 54 (ANR54_HUMAN),22,ANKRD54,0.00,false,0.00,1.00,0.00,2011.00,32.49,97.75,true
2201.00,SINGLE PROTEIN,Q10589,, Bone marrow stromal antigen 2 (BST2_HUMAN),19,BST2,0.00,false,0.00,2.00,0.00,1634.00,19.76,97.75,true
2202.00,SINGLE PROTEIN,Q7Z3E2,, Coiled-coil domain-containing protein 186 (CC186_HUMAN),10,C10ORF118,0.00,false,0.00,0.00,0.00,2280.00,103.62,97.75,true
2203.00,SINGLE PROTEIN,Q9Y530,, O-acetyl-ADP-ribose deacetylase 1 (OARD1_HUMAN),6,C6ORF130,0.00,false,0.00,0.00,0.00,2280.00,17.01,97.75,true
2204.00,SINGLE PROTEIN,P09497,, Clathrin light chain B (CLCB_HUMAN),5,CLTB,0.00,false,0.00,0.00,0.00,2280.00,25.18,97.75,true
2205.00,SINGLE PROTEIN,O43683,, Mitotic checkpoint serine/threonine-protein kinase BUB1 (BUB1_HUMAN),2,BUB1,0.00,false,0.00,0.00,0.00,2280.00,122.30,97.75,true
2206.00,SINGLE PROTEIN,Q8NHM5,, Lysine-specific demethylase 2B (KDM2B_HUMAN),12,KDM2B,0.00,false,0.00,0.00,0.00,2280.00,152.52,97.75,true
2207.00,SINGLE PROTEIN,P59773,, UPF0258 protein KIAA1024-like (K102L_HUMAN),5,KIAA1024L,0.00,false,0.00,0.00,0.00,2280.00,12.47,97.75,true
2208.00,SINGLE PROTEIN,P51817,, cAMP-dependent protein kinase catalytic subunit PRKX (PRKX_HUMAN),X,PRKX,0.00,false,0.00,0.00,0.00,2280.00,40.87,97.75,true
2209.00,SINGLE PROTEIN,Q8TB45,, DEP domain-containing mTOR-interacting protein (DPTOR_HUMAN),8,DEPTOR,0.00,false,0.00,0.00,0.00,2280.00,46.26,97.75,true
2210.00,SINGLE PROTEIN,O15172,, Putative phosphoserine phosphatase-like protein (PSPHL_HUMAN),7,PSPHP1,0.00,false,0.00,0.00,0.00,2280.00,7.80,97.75,true
2211.00,SINGLE PROTEIN,Q96DT6,, Cysteine protease ATG4C (ATG4C_HUMAN),1,ATG4C,0.00,false,0.00,0.00,0.00,2280.00,52.46,97.75,true
2212.00,SINGLE PROTEIN,Q6VY07,, Phosphofurin acidic cluster sorting protein 1 (PACS1_HUMAN),11,PACS1,0.00,false,0.00,1.00,0.00,2025.00,104.83,97.75,true
2213.00,SINGLE PROTEIN,Q9Y5L4,, Mitochondrial import inner membrane translocase subunit Tim13 (TIM13_HUMAN),19,TIMM13,0.00,false,0.00,0.00,0.00,2280.00,10.49,97.75,true
2214.00,SINGLE PROTEIN,Q99932,, Sperm-associated antigen 8 (SPAG8_HUMAN),9,SPAG8,0.00,false,0.00,0.00,0.00,2280.00,44.79,97.75,true
2215.00,SINGLE PROTEIN,Q9NWH9,, SAFB-like transcription modulator (SLTM_HUMAN),15,SLTM,0.00,false,0.00,0.00,0.00,2280.00,117.08,97.75,true
2216.00,SINGLE PROTEIN,A1L3X4,, Putative metallothionein MT1DP (MT1DP_HUMAN),16,MT1DP,0.00,false,0.00,0.00,0.00,2280.00,4.98,97.75,true
2217.00,SINGLE PROTEIN,Q7Z2K8,, G protein-regulated inducer of neurite outgrowth 1 (GRIN1_HUMAN),5,GPRIN1,0.00,false,0.00,1.00,0.00,2244.00,102.34,97.75,true
2218.00,SINGLE PROTEIN,Q9NZG7,, Ninjurin-2 (NINJ2_HUMAN),12,NINJ2,0.00,false,0.00,1.00,0.01,1024.00,15.67,97.75,true
2219.00,SINGLE PROTEIN,Q9NQR1,, N-lysine methyltransferase SETD8 (SETD8_HUMAN),12,SETD8,0.00,false,0.00,0.00,0.00,2280.00,42.86,97.75,true
2220.00,SINGLE PROTEIN,Q8TDG4,, Helicase POLQ-like (HELQ_HUMAN),4,HELQ,0.00,false,0.00,0.00,0.00,2280.00,124.05,97.75,true
2221.00,SINGLE PROTEIN,Q9Y3R5,, Protein dopey-2 (DOP2_HUMAN),21,DOPEY2,0.00,false,0.00,2.00,0.00,2158.00,258.07,97.75,true
2222.00,SINGLE PROTEIN,Q8IYE0,, Coiled-coil domain-containing protein 146 (CC146_HUMAN),7,CCDC146,0.00,false,0.00,0.00,0.00,2280.00,112.74,97.75,true
2223.00,SINGLE PROTEIN,Q8N5S9,, Calcium/calmodulin-dependent protein kinase kinase 1 (KKCC1_HUMAN),17,CAMKK1,0.00,false,0.00,0.00,0.00,2280.00,55.70,97.75,true
2224.00,SINGLE PROTEIN,Q13118,, Krueppel-like factor 10 (KLF10_HUMAN),8,KLF10,0.00,false,0.00,1.00,0.00,1866.00,52.52,97.75,true
2225.00,SINGLE PROTEIN,Q5TBA9,, Protein furry homolog (FRY_HUMAN),13,FRY,0.00,false,0.00,0.00,0.00,2280.00,338.66,97.75,true
2226.00,SINGLE PROTEIN,Q04609,, Glutamate carboxypeptidase 2 (FOLH1_HUMAN),11,FOLH1,0.00,false,0.00,1.00,0.00,1860.00,84.28,97.75,true
2227.00,SINGLE PROTEIN,Q14008,, Cytoskeleton-associated protein 5 (CKAP5_HUMAN),11,CKAP5,0.00,false,0.00,1.00,0.00,2275.00,225.35,97.75,true
2228.00,SINGLE PROTEIN,Q9P1Y5,, Calmodulin-regulated spectrin-associated protein 3 (CAMP3_HUMAN),19,CAMSAP3,0.00,false,0.00,1.00,0.00,2203.00,134.67,97.75,true
2229.00,SINGLE PROTEIN,Q2M2E3,, Outer dense fiber protein 4 (ODFP4_HUMAN),17,ODF4,0.00,false,0.00,0.00,0.00,2280.00,29.21,97.75,true
2230.00,SINGLE PROTEIN,O75822,, Eukaryotic translation initiation factor 3 subunit J (EIF3J_HUMAN),15,EIF3J,0.00,false,0.00,0.00,0.00,2280.00,29.04,97.75,true
2231.00,SINGLE PROTEIN,O00267,, Transcription elongation factor SPT5 (SPT5H_HUMAN),19,SUPT5H,0.00,false,0.00,0.00,0.00,2280.00,120.92,97.75,true
2232.00,SINGLE PROTEIN,Q9P0P0,, E3 ubiquitin-protein ligase RNF181 (RN181_HUMAN),2,RNF181,0.00,false,0.00,0.00,0.00,2280.00,17.90,97.75,true
2233.00,SINGLE PROTEIN,Q8IY22,, C-Maf-inducing protein (CMIP_HUMAN),16,CMIP,0.00,false,0.00,1.00,0.00,2172.00,86.28,97.75,true
2234.00,SINGLE PROTEIN,Q5VT52,, Regulation of nuclear pre-mRNA domain-containing protein 2 (RPRD2_HUMAN),1,RPRD2,0.00,false,0.00,0.00,0.00,2280.00,155.92,97.75,true
2235.00,SINGLE PROTEIN,Q8N140,, EP300-interacting inhibitor of differentiation 3 (EID3_HUMAN),12,EID3,0.00,false,0.00,0.00,0.00,2280.00,38.14,97.75,true
2236.00,SINGLE PROTEIN,Q96JN8,, Neuralized-like protein 4 (NEUL4_HUMAN),17,NEURL4,0.00,false,0.00,2.00,0.00,2222.00,166.80,97.75,true
2237.00,SINGLE PROTEIN,Q5T7W0,, Zinc finger protein 618 (ZN618_HUMAN),9,ZNF618,0.00,false,0.00,0.00,0.00,2280.00,104.89,97.75,true
2238.00,SINGLE PROTEIN,Q8NEM2,, SHC SH2 domain-binding protein 1 (SHCBP_HUMAN),16,SHCBP1,0.00,false,0.00,1.00,0.00,2070.00,75.64,97.75,true
2239.00,SINGLE PROTEIN,Q9UPR0,, Inactive phospholipase C-like protein 2 (PLCL2_HUMAN),3,PLCL2,0.00,false,0.00,0.00,0.00,2280.00,125.79,97.75,true
2240.00,SINGLE PROTEIN,Q5JPI9,, Protein-lysine N-methyltransferase METTL10 (MET10_HUMAN),10,METTL10,0.00,false,0.00,1.00,0.00,2149.00,31.81,97.75,true
2241.00,SINGLE PROTEIN,P49790,, Nuclear pore complex protein Nup153 (NU153_HUMAN),6,NUP153,0.00,false,0.00,0.00,0.00,2280.00,153.84,97.75,true
2242.00,SINGLE PROTEIN,P84996,, Protein ALEX (ALEX_HUMAN),20,GNAS,0.00,false,0.00,0.00,0.00,2280.00,67.91,97.75,true
2243.00,RELATED PROTEINS,P86478,P86479,P86480,P86481,P86496, Proline-rich protein 20E (PR20E_HUMAN),13,PRR20E,0.00,false,0.00,0.00,0.00,2280.00,23.25,97.75,true
2244.00,SINGLE PROTEIN,Q5GH77,, XK-related protein 3 (XKR3_HUMAN),22,XKR3,0.00,false,0.00,0.00,0.00,2280.00,53.41,97.75,true
2245.00,SINGLE PROTEIN,Q5GH72,, XK-related protein 7 (XKR7_HUMAN),20,XKR7,0.00,false,0.00,0.00,0.00,2280.00,63.78,97.75,true
2246.00,SINGLE PROTEIN,Q02388,, Collagen alpha-1(VII) chain (CO7A1_HUMAN),3,COL7A1,0.00,false,0.00,2.00,0.00,2273.00,295.04,97.75,true
2247.00,SINGLE PROTEIN,Q8N0Z2,, Actin-binding Rho-activating protein (ABRA_HUMAN),8,ABRA,0.00,false,0.00,0.00,0.00,2280.00,43.09,97.75,true
2248.00,SINGLE PROTEIN,Q969W3,, Protein FAM104A (F104A_HUMAN),17,FAM104A,0.00,false,0.00,0.00,0.00,2280.00,19.47,97.75,true
2249.00,SINGLE PROTEIN,Q8NFD5,, AT-rich interactive domain-containing protein 1B (ARI1B_HUMAN),6,ARID1B,0.00,false,0.00,0.00,0.00,2280.00,235.97,97.75,true
2250.00,SINGLE PROTEIN,Q13459,, Unconventional myosin-IXb (MYO9B_HUMAN),19,MYO9B,0.00,false,0.00,1.00,0.00,2268.00,243.25,97.75,true
2251.00,SINGLE PROTEIN,P53355,, Death-associated protein kinase 1 (DAPK1_HUMAN),9,DAPK1,0.00,false,0.00,3.00,0.00,1819.00,159.94,97.75,true
2252.00,SINGLE PROTEIN,Q9Y2X9,, Zinc finger protein 281 (ZN281_HUMAN),1,ZNF281,0.00,false,0.00,3.00,0.00,2080.00,96.85,96.67,true
2253.00,SINGLE PROTEIN,P35241,, Radixin (RADI_HUMAN),11,RDX,14.24,false,9.00,28.00,0.00,1598.00,68.52,96.63,true
2254.00,SINGLE PROTEIN,Q7Z5L3,, Complement C1q-like protein 2 (C1QL2_HUMAN),2,C1QL2,13.59,false,4.00,13.00,0.01,750.00,29.45,96.63,true
2255.00,SINGLE PROTEIN,P47756,, F-actin-capping protein subunit beta (CAPZB_HUMAN),1,CAPZB,13.36,true,3.00,3.00,0.00,1867.00,31.33,96.63,true
2256.00,SINGLE PROTEIN,Q4G0I0,, Protein CCSMST1 (CSMT1_HUMAN),,CCSMST1,25.76,true,3.00,8.00,0.03,425.00,14.99,96.63,true
2257.00,SINGLE PROTEIN,Q9NU53,, Glycoprotein integral membrane protein 1 (GINM1_HUMAN),6,GINM1,8.79,false,3.00,4.00,0.01,984.00,36.82,96.63,true
2258.00,SINGLE PROTEIN,Q13433,, Zinc transporter ZIP6 (S39A6_HUMAN),18,SLC39A6,2.52,false,3.00,6.00,0.00,1617.00,84.99,96.63,true
2259.00,SINGLE PROTEIN,P50851,, Lipopolysaccharide-responsive and beige-like anchor protein (LRBA_HUMAN),4,LRBA,1.22,false,2.00,2.00,0.00,1986.00,318.91,96.63,true
2260.00,SINGLE PROTEIN,O43491,, Band 4.1-like protein 2 (E41L2_HUMAN),6,EPB41L2,2.39,true,2.00,4.00,0.00,2068.00,112.52,96.63,true
2261.00,SINGLE PROTEIN,P35606,, Coatomer subunit beta' (COPB2_HUMAN),3,COPB2,3.86,false,2.00,5.00,0.00,1950.00,102.42,96.63,true
2262.00,SINGLE PROTEIN,Q9P244,, Leucine-rich repeat and fibronectin type III domain-containing protein 1 (LRFN1_HUMAN),19,LRFN1,3.76,false,2.00,2.00,0.00,2183.00,82.27,96.63,true
2263.00,SINGLE PROTEIN,Q9Y4G6,, Talin-2 (TLN2_HUMAN),15,TLN2,0.83,false,2.00,3.00,0.00,2253.00,271.44,96.63,true
2264.00,SINGLE PROTEIN,O43852,, Calumenin (CALU_HUMAN),7,CALU,6.03,false,2.00,6.00,0.00,1428.00,37.08,96.63,true
2265.00,SINGLE PROTEIN,Q68E01,, Integrator complex subunit 3 (INT3_HUMAN),1,INTS3,1.73,true,1.00,4.00,0.00,2139.00,117.99,96.63,true
2266.00,SINGLE PROTEIN,Q92945,, Far upstream element-binding protein 2 (FUBP2_HUMAN),19,KHSRP,2.81,true,1.00,2.00,0.00,2063.00,73.07,96.63,true
2267.00,SINGLE PROTEIN,O43525,, Potassium voltage-gated channel subfamily KQT member 3 (KCNQ3_HUMAN),8,KCNQ3,3.10,true,1.00,3.00,0.00,1900.00,96.68,96.63,true
2268.00,SINGLE PROTEIN,Q5SYB0,, FERM and PDZ domain-containing protein 1 (FRPD1_HUMAN),9,FRMPD1,0.44,false,1.00,7.00,0.01,1327.00,173.33,96.63,true
2269.00,SINGLE PROTEIN,P26012,, Integrin beta-8 (ITB8_HUMAN),7,ITGB8,1.30,false,1.00,3.00,0.00,1916.00,85.58,96.63,true
2270.00,SINGLE PROTEIN,P26006,, Integrin alpha-3 (ITA3_HUMAN),17,ITGA3,1.62,false,1.00,3.00,0.00,1677.00,116.54,96.63,true
2271.00,SINGLE PROTEIN,Q13613,, Myotubularin-related protein 1 (MTMR1_HUMAN),X,MTMR1,3.61,true,1.00,0.00,0.00,2280.00,74.63,96.63,true
2272.00,SINGLE PROTEIN,Q9NS67,, Probable G-protein coupled receptor 27 (GPR27_HUMAN),3,GPR27,5.33,true,1.00,1.00,0.00,1901.00,39.79,96.63,true
2273.00,SINGLE PROTEIN,P08631,, Tyrosine-protein kinase HCK (HCK_HUMAN),20,HCK,2.66,false,1.00,2.00,0.00,1733.00,59.56,96.63,true
2274.00,SINGLE PROTEIN,Q96DN6,, Methyl-CpG-binding domain protein 6 (MBD6_HUMAN),12,MBD6,1.30,false,1.00,5.00,0.00,1834.00,101.14,96.63,true
2275.00,SINGLE PROTEIN,Q4G0X9,, Coiled-coil domain-containing protein 40 (CCD40_HUMAN),17,CCDC40,0.70,false,1.00,2.00,0.00,1756.00,130.03,96.63,true
2276.00,SINGLE PROTEIN,Q08AG5,, Zinc finger protein 844 (ZN844_HUMAN),19,ZNF844,1.50,false,1.00,1.00,0.00,1849.00,76.88,96.63,true
2277.00,SINGLE PROTEIN,Q86VP1,, Tax1-binding protein 1 (TAXB1_HUMAN),7,TAX1BP1,1.14,false,1.00,3.00,0.00,2059.00,90.82,96.63,true
2278.00,SINGLE PROTEIN,P11488,, Guanine nucleotide-binding protein G(t) subunit alpha-1 (GNAT1_HUMAN),3,GNAT1,3.14,false,1.00,2.00,0.00,2188.00,40.02,96.63,true
2279.00,SINGLE PROTEIN,P41273,, Tumor necrosis factor ligand superfamily member 9 (TNFL9_HUMAN),19,TNFSF9,7.87,true,1.00,2.00,0.00,1635.00,26.61,96.63,true
2280.00,SINGLE PROTEIN,P28482,, Mitogen-activated protein kinase 1 (MK01_HUMAN),22,MAPK1,3.89,true,1.00,1.00,0.00,2125.00,41.36,96.63,true
2281.00,SINGLE PROTEIN,Q00975,, Voltage-dependent N-type calcium channel subunit alpha-1B (CAC1B_HUMAN),9,CACNA1B,0.77,false,1.00,2.00,0.00,2214.00,262.33,96.63,true
2282.00,SINGLE PROTEIN,P16401,, Histone H1.5 (H15_HUMAN),6,HIST1H1B,7.08,true,1.00,1.00,0.00,1940.00,22.57,96.63,true
2283.00,SINGLE PROTEIN,Q86YR5,, G-protein-signaling modulator 1 (GPSM1_HUMAN),9,GPSM1,2.67,false,1.00,5.00,0.01,1175.00,74.46,96.63,true
2284.00,SINGLE PROTEIN,O60346,, PH domain leucine-rich repeat-containing protein phosphatase 1 (PHLP1_HUMAN),18,PHLPP1,0.41,false,1.00,0.00,0.00,2280.00,184.56,96.63,true
2285.00,SINGLE PROTEIN,P54687,, Branched-chain-amino-acid aminotransferase, cytosolic (BCAT1_HUMAN),12,BCAT1,5.18,false,1.00,3.00,0.00,1631.00,42.94,96.63,true
2286.00,SINGLE PROTEIN,Q8N461,, F-box/LRR-repeat protein 16 (FXL16_HUMAN),16,FBXL16,0.00,false,0.00,0.00,0.00,2280.00,51.62,96.63,true
2287.00,SINGLE PROTEIN,Q9UH03,, Neuronal-specific septin-3 (SEPT3_HUMAN),22,SEPT3,0.00,false,0.00,0.00,0.00,2280.00,40.68,96.63,true
2288.00,SINGLE PROTEIN,Q9UKX2,, Myosin-2 (MYH2_HUMAN),17,MYH2,0.00,false,0.00,1.00,0.00,2277.00,222.91,96.63,true
2289.00,SINGLE PROTEIN,Q96MX0,, CKLF-like MARVEL transmembrane domain-containing protein 3 (CKLF3_HUMAN),16,CMTM3,0.00,false,0.00,0.00,0.00,2280.00,19.70,96.63,true
2290.00,SINGLE PROTEIN,Q9UGI6,, Small conductance calcium-activated potassium channel protein 3 (KCNN3_HUMAN),1,KCNN3,0.00,false,0.00,0.00,0.00,2280.00,81.97,96.63,true
2291.00,SINGLE PROTEIN,Q86XF7,, Zinc finger protein 575 (ZN575_HUMAN),19,ZNF575,0.00,false,0.00,1.00,0.00,2066.00,26.75,96.63,true
2292.00,SINGLE PROTEIN,O60825,, 6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2 (F262_HUMAN),1,PFKFB2,0.00,false,0.00,0.00,0.00,2280.00,58.44,96.63,true
2293.00,SINGLE PROTEIN,Q4JDL3,, Tyrosine-protein phosphatase non-receptor type 20 (PTN20_HUMAN),10,PTPN20A,0.00,false,0.00,0.00,0.00,2280.00,48.39,96.63,true
2294.00,SINGLE PROTEIN,Q9NX78,, Transmembrane protein 260 (TM260_HUMAN),14,C14ORF101,0.00,false,0.00,0.00,0.00,2280.00,79.48,96.63,true
2295.00,SINGLE PROTEIN,Q8IWC1,, MAP7 domain-containing protein 3 (MA7D3_HUMAN),X,MAP7D3,0.00,false,0.00,1.00,0.00,2051.00,98.37,96.63,true
2296.00,SINGLE PROTEIN,Q9BYX2,, TBC1 domain family member 2A (TBD2A_HUMAN),9,TBC1D2,0.00,false,0.00,0.00,0.00,2280.00,105.35,96.63,true
2297.00,SINGLE PROTEIN,Q9BZ67,, FERM domain-containing protein 8 (FRMD8_HUMAN),11,FRMD8,0.00,false,0.00,0.00,0.00,2280.00,51.19,96.63,true
2298.00,SINGLE PROTEIN,Q76EJ3,, UDP-N-acetylglucosamine/UDP-glucose/GDP-mannose transporter (S35D2_HUMAN),9,SLC35D2,0.00,false,0.00,1.00,0.00,1626.00,36.65,96.63,true
2299.00,SINGLE PROTEIN,Q15596,, Nuclear receptor coactivator 2 (NCOA2_HUMAN),8,NCOA2,0.00,false,0.00,0.00,0.00,2280.00,159.06,96.63,true
2300.00,SINGLE PROTEIN,Q15111,, Inactive phospholipase C-like protein 1 (PLCL1_HUMAN),2,PLCL1,0.00,false,0.00,0.00,0.00,2280.00,122.65,96.63,true
2301.00,SINGLE PROTEIN,Q5SW24,, Dapper homolog 2 (DACT2_HUMAN),6,DACT2,0.00,false,0.00,0.00,0.00,2280.00,82.65,96.63,true
2302.00,SINGLE PROTEIN,Q8NAA4,, Autophagy-related protein 16-2 (A16L2_HUMAN),11,ATG16L2,0.00,false,0.00,0.00,0.00,2280.00,68.96,96.63,true
2303.00,SINGLE PROTEIN,Q96EK4,, THAP domain-containing protein 11 (THA11_HUMAN),16,THAP11,0.00,false,0.00,0.00,0.00,2280.00,34.43,96.63,true
2304.00,SINGLE PROTEIN,P24928,, DNA-directed RNA polymerase II subunit RPB1 (RPB1_HUMAN),17,POLR2A,0.00,false,0.00,1.00,0.00,2269.00,217.04,96.63,true
2305.00,SINGLE PROTEIN,Q9NXH3,, Protein phosphatase 1 regulatory subunit 14D (PP14D_HUMAN),15,PPP1R14D,0.00,false,0.00,0.00,0.00,2280.00,16.50,96.63,true
2306.00,SINGLE PROTEIN,P28062,, Proteasome subunit beta type-8 (PSB8_HUMAN),6,PSMB8,0.00,false,0.00,1.00,0.00,1992.00,30.33,96.63,true
2307.00,SINGLE PROTEIN,Q8NCT1,, Arrestin domain-containing protein 4 (ARRD4_HUMAN),15,ARRDC4,0.00,false,0.00,0.00,0.00,2280.00,45.45,96.63,true
2308.00,SINGLE PROTEIN,Q9BXB5,, Oxysterol-binding protein-related protein 10 (OSB10_HUMAN),3,OSBPL10,0.00,false,0.00,0.00,0.00,2280.00,83.92,96.63,true
2309.00,SINGLE PROTEIN,P17535,, Transcription factor jun-D (JUND_HUMAN),19,JUND,0.00,false,0.00,0.00,0.00,2280.00,35.15,96.63,true
2310.00,SINGLE PROTEIN,P16260,, Graves disease carrier protein (GDC_HUMAN),10,SLC25A16,0.00,false,0.00,0.00,0.00,2280.00,36.20,96.63,true
2311.00,SINGLE PROTEIN,O60518,, Ran-binding protein 6 (RNBP6_HUMAN),9,RANBP6,0.00,false,0.00,0.00,0.00,2280.00,124.63,96.63,true
2312.00,SINGLE PROTEIN,Q9NVW2,, E3 ubiquitin-protein ligase RLIM (RNF12_HUMAN),X,RLIM,0.00,false,0.00,1.00,0.00,1959.00,68.51,96.63,true
2313.00,SINGLE PROTEIN,P62995,, Transformer-2 protein homolog beta (TRA2B_HUMAN),3,TRA2B,0.00,false,0.00,0.00,0.00,2280.00,33.65,96.63,true
2314.00,SINGLE PROTEIN,Q96D70,, R3H domain-containing protein 4 (R3HD4_HUMAN),19,R3HDM4,0.00,false,0.00,0.00,0.00,2280.00,30.33,96.63,true
2315.00,SINGLE PROTEIN,Q9Y508,, E3 ubiquitin-protein ligase RNF114 (RN114_HUMAN),20,RNF114,0.00,false,0.00,0.00,0.00,2280.00,25.68,96.63,true
2316.00,SINGLE PROTEIN,Q9H7N4,, Splicing factor, arginine/serine-rich 19 (SFR19_HUMAN),19,SCAF1,0.00,false,0.00,0.00,0.00,2280.00,139.19,96.63,true
2317.00,SINGLE PROTEIN,Q02577,, Helix-loop-helix protein 2 (HEN2_HUMAN),1,NHLH2,0.00,false,0.00,0.00,0.00,2280.00,15.01,96.63,true
2318.00,SINGLE PROTEIN,P62910,, 60S ribosomal protein L32 (RL32_HUMAN),3,RPL32,0.00,false,0.00,0.00,0.00,2280.00,15.85,96.63,true
2319.00,SINGLE PROTEIN,Q9Y613,, FH1/FH2 domain-containing protein 1 (FHOD1_HUMAN),16,FHOD1,0.00,false,0.00,0.00,0.00,2280.00,126.47,96.63,true
