Entry	Topological domain	Transmembrane
Q5T0D9		
Q6VEQ5		
O75063	TOPO_DOM 1..6;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 26..409;  /note="Lumenal";  /evidence="ECO:0000255"	TRANSMEM 7..25;  /note="Helical; Signal-anchor for type II membrane protein";  /evidence="ECO:0000255"
Q14586		
Q6FIF0		
Q96K83		
Q96NG5		
Q8TD17		
A6NJL1		
Q8NBB4		
O14787		
A6NMA1		
Q99592		
O75152		
Q6NX45		
Q96SQ5		
Q96K75		
Q92610		
Q6ZN55		
Q6NSZ9		
Q86VK4		
A8MWX3		
Q92670		
P0DPD5		
Q9NPG8	TOPO_DOM 1..2;  /note="Lumenal";  /evidence="ECO:0000305|PubMed:21926431"; TOPO_DOM 24..67;  /note="Cytoplasmic";  /evidence="ECO:0000305|PubMed:21926431"; TOPO_DOM 89..99;  /note="Lumenal";  /evidence="ECO:0000305|PubMed:21926431"; TOPO_DOM 121..192;  /note="Cytoplasmic";  /evidence="ECO:0000305|PubMed:21926431"; TOPO_DOM 214..255;  /note="Lumenal";  /evidence="ECO:0000305|PubMed:21926431"; TOPO_DOM 277..344;  /note="Cytoplasmic";  /evidence="ECO:0000305|PubMed:21926431"	TRANSMEM 3..23;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 68..88;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 100..120;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 193..213;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 256..276;  /note="Helical";  /evidence="ECO:0000255"
Q96AJ9	TOPO_DOM 1..192;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 214..217;  /note="Extracellular";  /evidence="ECO:0000255"	TRANSMEM 193..213;  /note="Helical";  /evidence="ECO:0000255"
Q9P253		
Q9Y2P7		
Q9UM01		TRANSMEM 37..57;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 69..89;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 107..127;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 133..153;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 160..180;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 186..206;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 222..242;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 259..279;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 304..324;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 383..403;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 416..436;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 441..461;  /note="Helical";  /evidence="ECO:0000255"
Q5SVQ8		
Q6ZSR6		
Q499Z4		
Q8IYX0		
Q9BV97		
Q8TF20		
Q9BSK1		
Q96GC6		
Q3SY52		
Q9H9D4		
Q86XF7		
P62847		
O00442		
Q01959	TOPO_DOM 1..68;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 161..237;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 579..620;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 69..89;  /note="Helical; Name=1";  /evidence="ECO:0000255"; TRANSMEM 96..116;  /note="Helical; Name=2";  /evidence="ECO:0000255"; TRANSMEM 140..160;  /note="Helical; Name=3";  /evidence="ECO:0000255"; TRANSMEM 238..256;  /note="Helical; Name=4";  /evidence="ECO:0000255"; TRANSMEM 265..282;  /note="Helical; Name=5";  /evidence="ECO:0000255"; TRANSMEM 318..335;  /note="Helical; Name=6";  /evidence="ECO:0000255"; TRANSMEM 347..368;  /note="Helical; Name=7";  /evidence="ECO:0000255"; TRANSMEM 401..420;  /note="Helical; Name=8";  /evidence="ECO:0000255"; TRANSMEM 447..465;  /note="Helical; Name=9";  /evidence="ECO:0000255"; TRANSMEM 481..501;  /note="Helical; Name=10";  /evidence="ECO:0000255"; TRANSMEM 522..541;  /note="Helical; Name=11";  /evidence="ECO:0000255"; TRANSMEM 560..578;  /note="Helical; Name=12";  /evidence="ECO:0000255"
Q96FQ6		
P31151		
P55011	TOPO_DOM 1..286;  /note="Cytoplasmic";  /evidence="ECO:0000305"; TOPO_DOM 314..321;  /note="Extracellular";  /evidence="ECO:0000305"; TOPO_DOM 344..361;  /note="Cytoplasmic";  /evidence="ECO:0000305"; TOPO_DOM 398..406;  /note="Extracellular";  /evidence="ECO:0000305"; TOPO_DOM 425..429;  /note="Cytoplasmic";  /evidence="ECO:0000305"; TOPO_DOM 455..486;  /note="Extracellular";  /evidence="ECO:0000305"; TOPO_DOM 508..514;  /note="Cytoplasmic";  /evidence="ECO:0000305"; TOPO_DOM 543..599;  /note="Extracellular";  /evidence="ECO:0000305"; TOPO_DOM 633..653;  /note="Cytoplasmic";  /evidence="ECO:0000305"; TOPO_DOM 669..670;  /note="Extracellular";  /evidence="ECO:0000305"; TOPO_DOM 698..711;  /note="Cytoplasmic";  /evidence="ECO:0000305"; TOPO_DOM 731;  /note="Extracellular";  /evidence="ECO:0000305"; TOPO_DOM 752..1212;  /note="Cytoplasmic";  /evidence="ECO:0000305"	TRANSMEM 287..313;  /note="Discontinuously helical";  /evidence="ECO:0000255"; TRANSMEM 322..343;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 362..397;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 407..424;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 430..454;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 487..507;  /note="Discontinuously helical";  /evidence="ECO:0000255"; TRANSMEM 515..542;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 600..632;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 654..668;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 671..697;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 712..730;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 732..751;  /note="Helical";  /evidence="ECO:0000255"
Q5TEJ8		
Q86SX3		
Q9BXP2	TOPO_DOM 1..36;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 58..72;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 94..119;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 141..167;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 189..193;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 215..262;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 284..297;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 319..338;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 360..390;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 412..416;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 438..466;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 488..740;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 762..914;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 37..57;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 73..93;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 120..140;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 168..188;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 194..214;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 263..283;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 298..318;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 339..359;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 391..411;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 417..437;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 467..487;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 741..761;  /note="Helical";  /evidence="ECO:0000255"
P47872	TOPO_DOM 23..143;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 168..174;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 195..216;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 241..254;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 277..294;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 318..343;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 363..369;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 393..440;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 144..167;  /note="Helical; Name=1";  /evidence="ECO:0000255"; TRANSMEM 175..194;  /note="Helical; Name=2";  /evidence="ECO:0000255"; TRANSMEM 217..240;  /note="Helical; Name=3";  /evidence="ECO:0000255"; TRANSMEM 255..276;  /note="Helical; Name=4";  /evidence="ECO:0000255"; TRANSMEM 295..317;  /note="Helical; Name=5";  /evidence="ECO:0000255"; TRANSMEM 344..362;  /note="Helical; Name=6";  /evidence="ECO:0000255"; TRANSMEM 370..392;  /note="Helical; Name=7";  /evidence="ECO:0000255"
P41440	TOPO_DOM 1..23;  /note="Cytoplasmic";  /evidence="ECO:0000305|PubMed:10347183"; TOPO_DOM 45..70;  /note="Extracellular";  /evidence="ECO:0000305|PubMed:10347183"; TOPO_DOM 90..95;  /note="Cytoplasmic";  /evidence="ECO:0000305|PubMed:10347183"; TOPO_DOM 117..123;  /note="Extracellular";  /evidence="ECO:0000305|PubMed:10347183"; TOPO_DOM 145..159;  /note="Cytoplasmic";  /evidence="ECO:0000305|PubMed:10347183"; TOPO_DOM 178..186;  /note="Extracellular";  /evidence="ECO:0000305|PubMed:10347183"; TOPO_DOM 204..259;  /note="Cytoplasmic";  /evidence="ECO:0000305|PubMed:10347183"; TOPO_DOM 288..309;  /note="Extracellular";  /evidence="ECO:0000305|PubMed:10347183"; TOPO_DOM 328..333;  /note="Cytoplasmic";  /evidence="ECO:0000305|PubMed:10347183"; TOPO_DOM 355..360;  /note="Extracellular";  /evidence="ECO:0000305|PubMed:10347183"; TOPO_DOM 379..394;  /note="Cytoplasmic";  /evidence="ECO:0000305|PubMed:10347183"; TOPO_DOM 420..433;  /note="Extracellular";  /evidence="ECO:0000305|PubMed:10347183"; TOPO_DOM 455..591;  /note="Cytoplasmic";  /evidence="ECO:0000305|PubMed:10347183"	TRANSMEM 24..44;  /note="Helical; Name=1";  /evidence="ECO:0000305"; TRANSMEM 71..89;  /note="Helical; Name=2";  /evidence="ECO:0000305"; TRANSMEM 96..116;  /note="Helical; Name=3";  /evidence="ECO:0000305"; TRANSMEM 124..144;  /note="Helical; Name=4";  /evidence="ECO:0000305"; TRANSMEM 160..177;  /note="Helical; Name=5";  /evidence="ECO:0000305"; TRANSMEM 187..203;  /note="Helical; Name=6";  /evidence="ECO:0000305"; TRANSMEM 260..287;  /note="Helical; Name=7";  /evidence="ECO:0000305"; TRANSMEM 310..327;  /note="Helical; Name=8";  /evidence="ECO:0000305"; TRANSMEM 334..354;  /note="Helical; Name=9";  /evidence="ECO:0000305"; TRANSMEM 361..378;  /note="Helical; Name=10";  /evidence="ECO:0000305"; TRANSMEM 395..419;  /note="Helical; Name=11";  /evidence="ECO:0000305"; TRANSMEM 434..454;  /note="Helical; Name=12";  /evidence="ECO:0000305"
Q9UHA2		
A8MWD9		
Q6U841	TOPO_DOM 1..509;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 531..538;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 560..562;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 584..596;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 618..626;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 648..720;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 742..762;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 784..809;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 831..855;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 877..912;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 934..935;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 957..998;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 1020..1118;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 510..530;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 539..559;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 563..583;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 597..617;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 627..647;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 721..741;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 763..783;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 810..830;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 856..876;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 913..933;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 936..956;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 999..1019;  /note="Helical";  /evidence="ECO:0000255"
Q07699	TOPO_DOM 19..160;  /note="Extracellular";  /evidence="ECO:0000269|PubMed:30190309"; TOPO_DOM 183..218;  /note="Cytoplasmic";  /evidence="ECO:0000269|PubMed:30190309"	TRANSMEM 161..182;  /note="Helical";  /evidence="ECO:0000269|PubMed:30190309"
Q9NSD5	TOPO_DOM 1..40;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 142..206;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 549..602;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 41..61;  /note="Helical; Name=1";  /evidence="ECO:0000255"; TRANSMEM 68..88;  /note="Helical; Name=2";  /evidence="ECO:0000255"; TRANSMEM 121..141;  /note="Helical; Name=3";  /evidence="ECO:0000255"; TRANSMEM 207..227;  /note="Helical; Name=4";  /evidence="ECO:0000255"; TRANSMEM 233..253;  /note="Helical; Name=5";  /evidence="ECO:0000255"; TRANSMEM 282..302;  /note="Helical; Name=6";  /evidence="ECO:0000255"; TRANSMEM 319..339;  /note="Helical; Name=7";  /evidence="ECO:0000255"; TRANSMEM 366..386;  /note="Helical; Name=8";  /evidence="ECO:0000255"; TRANSMEM 418..438;  /note="Helical; Name=9";  /evidence="ECO:0000255"; TRANSMEM 453..473;  /note="Helical; Name=10";  /evidence="ECO:0000255"; TRANSMEM 490..510;  /note="Helical; Name=11";  /evidence="ECO:0000255"; TRANSMEM 528..548;  /note="Helical; Name=12";  /evidence="ECO:0000255"
A6NCN8		
Q9BQ15		
Q86VE9	TOPO_DOM 1..36;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 58..89;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 111..124;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 146..156;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 178..198;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 220..230;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 252..258;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 280..311;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 333..385;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 407..423;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 37..57;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 90..110;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 125..145;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 157..177;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 199..219;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 231..251;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 259..279;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 312..332;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 386..406;  /note="Helical";  /evidence="ECO:0000255"
Q9BZL3		TRANSMEM 20..40;  /note="Helical";  /evidence="ECO:0000255"
Q969T3		
A6NH21		TRANSMEM 59..79;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 122..142;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 153..173;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 184..204;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 222..242;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 259..279;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 286..306;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 338..357;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 427..447;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 470..490;  /note="Helical";  /evidence="ECO:0000255"
O94964		
Q9NYB5	TOPO_DOM 1..43;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 64..82;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 104..109;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 135..184;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 214..232;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 254..271;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 297..348;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 371..390;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 415..418;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 443..554;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 578..586;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 613..646;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 665..712;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 44..63;  /note="Helical; Name=1";  /evidence="ECO:0000255"; TRANSMEM 83..103;  /note="Helical; Name=2";  /evidence="ECO:0000255"; TRANSMEM 110..134;  /note="Helical; Name=3";  /evidence="ECO:0000255"; TRANSMEM 185..213;  /note="Helical; Name=4";  /evidence="ECO:0000255"; TRANSMEM 233..253;  /note="Helical; Name=5";  /evidence="ECO:0000255"; TRANSMEM 272..296;  /note="Helical; Name=6";  /evidence="ECO:0000255"; TRANSMEM 349..370;  /note="Helical; Name=7";  /evidence="ECO:0000255"; TRANSMEM 391..414;  /note="Helical; Name=8";  /evidence="ECO:0000255"; TRANSMEM 419..442;  /note="Helical; Name=9";  /evidence="ECO:0000255"; TRANSMEM 555..577;  /note="Helical; Name=10";  /evidence="ECO:0000255"; TRANSMEM 587..612;  /note="Helical; Name=11";  /evidence="ECO:0000255"; TRANSMEM 647..664;  /note="Helical; Name=12";  /evidence="ECO:0000255"
Q9NPD5	TOPO_DOM 1..28;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 49..67;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 89..94;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 120..168;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 198..216;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 238..255;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 281..331;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 354..373;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 398..401;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 426..537;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 561..569;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 596..629;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 648..695;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 29..48;  /note="Helical; Name=1";  /evidence="ECO:0000255"; TRANSMEM 68..88;  /note="Helical; Name=2";  /evidence="ECO:0000255"; TRANSMEM 95..119;  /note="Helical; Name=3";  /evidence="ECO:0000255"; TRANSMEM 169..197;  /note="Helical; Name=4";  /evidence="ECO:0000255"; TRANSMEM 217..237;  /note="Helical; Name=5";  /evidence="ECO:0000255"; TRANSMEM 256..280;  /note="Helical; Name=6";  /evidence="ECO:0000255"; TRANSMEM 332..353;  /note="Helical; Name=7";  /evidence="ECO:0000255"; TRANSMEM 374..397;  /note="Helical; Name=8";  /evidence="ECO:0000255"; TRANSMEM 402..425;  /note="Helical; Name=9";  /evidence="ECO:0000255"; TRANSMEM 538..560;  /note="Helical; Name=10";  /evidence="ECO:0000255"; TRANSMEM 570..595;  /note="Helical; Name=11";  /evidence="ECO:0000255"; TRANSMEM 630..647;  /note="Helical; Name=12";  /evidence="ECO:0000255"
Q99954		
Q9NZV5		
Q8IZQ5		
Q07617		
Q15833		
Q99619		
O94804		
Q8TAV4	TOPO_DOM 50..291;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 29..49;  /note="Helical; Signal-anchor for type III membrane protein";  /evidence="ECO:0000255"
Q8TCT8	TOPO_DOM 26..172;  /note="Lumenal";  /evidence="ECO:0000269|PubMed:15385547"; TOPO_DOM 194..220;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 242..247;  /note="Lumenal";  /evidence="ECO:0000255"; TOPO_DOM 269..285;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 307..311;  /note="Lumenal";  /evidence="ECO:0000255"; TOPO_DOM 333..340;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 362..399;  /note="Lumenal";  /evidence="ECO:0000269|PubMed:15385547"; TOPO_DOM 421..437;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 459..460;  /note="Lumenal";  /evidence="ECO:0000255"; TOPO_DOM 482..520;  /note="Cytoplasmic";  /evidence="ECO:0000269|PubMed:15385547"	TRANSMEM 173..193;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 221..241;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 248..268;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 286..306;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 312..332;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 341..361;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 400..420;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 438..458;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 461..481;  /note="Helical";  /evidence="ECO:0000255"
Q9Y5Y6	TOPO_DOM 1..55;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 77..855;  /note="Extracellular";  /evidence="ECO:0000255"	TRANSMEM 56..76;  /note="Helical; Signal-anchor for type II membrane protein";  /evidence="ECO:0000255"
X6R8R1		
Q8TCT7	TOPO_DOM 26..174;  /note="Lumenal";  /evidence="ECO:0000269|PubMed:15385547"; TOPO_DOM 196..221;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 245..248;  /note="Lumenal";  /evidence="ECO:0000255"; TOPO_DOM 272..293;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 315..319;  /note="Lumenal";  /evidence="ECO:0000255"; TOPO_DOM 341..348;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 370..412;  /note="Lumenal";  /evidence="ECO:0000269|PubMed:15385547"; TOPO_DOM 434..445;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 467..470;  /note="Lumenal";  /evidence="ECO:0000255"; TOPO_DOM 492..592;  /note="Cytoplasmic";  /evidence="ECO:0000269|PubMed:15385547"	TRANSMEM 175..195;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 222..244;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 249..271;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 294..314;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 320..340;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 349..369;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 413..433;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 446..466;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 471..491;  /note="Helical";  /evidence="ECO:0000255"
Q8NFV5		
O75897		
Q86W54		
Q9HD15		
O75044		
Q8TBR4		
Q8N0X2		
Q9BX66		
P23497		
Q99469		
P78362		
Q12772	TOPO_DOM 1..479;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 501..533;  /note="Lumenal";  /evidence="ECO:0000255"; TOPO_DOM 555..1139;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 480..500;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 534..554;  /note="Helical";  /evidence="ECO:0000255"
Q9H0E3		
A7MD48		
Q5MJ10		
Q8NEM7		
Q16629		
Q9ULZ2		
Q9NSY2		
Q5VX71	TOPO_DOM 42..319;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 341..490;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 320..340;  /note="Helical";  /evidence="ECO:0000255"
Q9Y5K8		
Q6IPX3		
Q8TBP0		
Q9C0C2		
Q9NUY8		
P10828		
Q9Y3Q3	TOPO_DOM 24..180;  /note="Lumenal";  /evidence="ECO:0000255"; TOPO_DOM 202..217;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 181..201;  /note="Helical";  /evidence="ECO:0000255"
Q12893	TOPO_DOM 1..19;  /note="Cytoplasmic";  /evidence="ECO:0000305"; TOPO_DOM 41..97;  /note="Lumenal";  /evidence="ECO:0000305"; TOPO_DOM 119..126;  /note="Cytoplasmic";  /evidence="ECO:0000305"; TOPO_DOM 148..165;  /note="Lumenal";  /evidence="ECO:0000305"; TOPO_DOM 187..351;  /note="Cytoplasmic";  /evidence="ECO:0000269|PubMed:24806965"	TRANSMEM 20..40;  /note="Helical; Name=1";  /evidence="ECO:0000255"; TRANSMEM 98..118;  /note="Helical; Name=2";  /evidence="ECO:0000255"; TRANSMEM 127..147;  /note="Helical; Name=3";  /evidence="ECO:0000255"; TRANSMEM 166..186;  /note="Helical; Name=4";  /evidence="ECO:0000255"
Q92545		TRANSMEM 1091..1111;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 1118..1138;  /note="Helical";  /evidence="ECO:0000255"
O15344		
A6NK02		
Q96FX7		
Q7L0X0	TOPO_DOM 26..696;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 718..811;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 697..717;  /note="Helical";  /evidence="ECO:0000255"
Q9C019		
O14933		
A0A075B6L6		
Q8N2K1	TOPO_DOM 1..226;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 248..259;  /note="Lumenal";  /evidence="ECO:0000255"	TRANSMEM 227..247;  /note="Helical; Anchor for type IV membrane protein";  /evidence="ECO:0000255"
O15391		
A0A075B6T6		
