ID	Location	Membrane	Nucleus	Cytoplasm	Extracellular	Mitochondrion	Cell_membrane	Endoplasmic_reticulum	Plastid	Golgi_apparatus	Lysosome/Vacuole	Peroxisome
tr|A0A087WZE9|A0A087WZE9_HUMAN High mobility group nucleosome-binding domain-containing protein 3 OS=Homo sapiens OX=9606 GN=HMGN3 PE=1 SV=1	Nucleus	0.0424	0.7127	0.2389	0.001	0.0001	0.0462	0.0004	0.0	0.0006	0.0001	0.0
sp|Q9H2X8|I27L2_HUMAN Interferon alpha-inducible protein 27-like protein 2 OS=Homo sapiens OX=9606 GN=IFI27L2 PE=2 SV=1	Mitochondrion	0.8489	0.0003	0.0008	0.0175	0.6216	0.0306	0.0023	0.3121	0.0016	0.0129	0.0003
sp|Q8IUE6|H2A2B_HUMAN Histone H2A type 2-B OS=Homo sapiens OX=9606 GN=H2AC21 PE=1 SV=3	Cytoplasm	0.0669	0.4537	0.4809	0.0003	0.0508	0.0013	0.0002	0.0002	0.0001	0.0	0.0125
sp|P62244|RS15A_HUMAN 40S ribosomal protein S15a OS=Homo sapiens OX=9606 GN=RPS15A PE=1 SV=2	Mitochondrion	0.4058	0.017	0.0879	0.0056	0.8617	0.0019	0.002	0.0014	0.0007	0.0004	0.0214
tr|A6PVN8|A6PVN8_HUMAN Serine/threonine-protein phosphatase 2A activator (Fragment) OS=Homo sapiens OX=9606 GN=PTPA PE=1 SV=1	Cytoplasm	0.0905	0.0938	0.7118	0.0067	0.0381	0.0435	0.0086	0.0079	0.012	0.022	0.0557
tr|G3V2U7|G3V2U7_HUMAN Acylphosphatase OS=Homo sapiens OX=9606 GN=ACYP1 PE=1 SV=1	Extracellular	0.0684	0.001	0.0115	0.6276	0.2901	0.0024	0.0398	0.0012	0.0014	0.0242	0.0009
sp|Q9BUE6|ISCA1_HUMAN Iron-sulfur cluster assembly 1 homolog, mitochondrial OS=Homo sapiens OX=9606 GN=ISCA1 PE=1 SV=1	Mitochondrion	0.2931	0.0014	0.0089	0.0001	0.9563	0.0004	0.0001	0.0313	0.0	0.0004	0.0011
sp|Q9NP84|TNR12_HUMAN Tumor necrosis factor receptor superfamily member 12A OS=Homo sapiens OX=9606 GN=TNFRSF12A PE=1 SV=1	Cell_membrane	0.9838	0.0	0.0	0.0068	0.0179	0.9318	0.0253	0.0002	0.0124	0.0054	0.0002
sp|O95168|NDUB4_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4 OS=Homo sapiens OX=9606 GN=NDUFB4 PE=1 SV=3	Mitochondrion	0.9413	0.0197	0.0341	0.0003	0.7955	0.0016	0.0151	0.0027	0.0035	0.0005	0.127
tr|K7EPF9|K7EPF9_HUMAN Apolipoprotein C-I OS=Homo sapiens OX=9606 GN=APOC1 PE=1 SV=1	Extracellular	0.0001	0.0	0.0003	0.9715	0.0004	0.0	0.0264	0.0	0.0	0.0013	0.0
sp|P01225|FSHB_HUMAN Follitropin subunit beta OS=Homo sapiens OX=9606 GN=FSHB PE=1 SV=2	Extracellular	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sp|O15212|PFD6_HUMAN Prefoldin subunit 6 OS=Homo sapiens OX=9606 GN=PFDN6 PE=1 SV=1	Cytoplasm	0.1898	0.1018	0.5783	0.0039	0.0307	0.1182	0.0121	0.0141	0.0791	0.0612	0.0007
sp|P20366|TKN1_HUMAN Protachykinin-1 OS=Homo sapiens OX=9606 GN=TAC1 PE=1 SV=1	Extracellular	0.0	0.0	0.0003	0.9989	0.0002	0.0	0.0003	0.0	0.0	0.0003	0.0
sp|P10606|COX5B_HUMAN Cytochrome c oxidase subunit 5B, mitochondrial OS=Homo sapiens OX=9606 GN=COX5B PE=1 SV=2	Mitochondrion	0.2431	0.0019	0.0073	0.0044	0.984	0.0007	0.0	0.0009	0.0	0.0003	0.0004
sp|P02775|CXCL7_HUMAN Platelet basic protein OS=Homo sapiens OX=9606 GN=PPBP PE=1 SV=3	Extracellular	0.0013	0.0003	0.0004	0.8903	0.0038	0.0003	0.0804	0.0006	0.0008	0.0232	0.0
sp|P56556|NDUA6_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 OS=Homo sapiens OX=9606 GN=NDUFA6 PE=1 SV=4	Mitochondrion	0.2671	0.0556	0.1777	0.0009	0.7566	0.0002	0.0002	0.0027	0.0001	0.0001	0.0059
sp|P62987|RL40_HUMAN Ubiquitin-60S ribosomal protein L40 OS=Homo sapiens OX=9606 GN=UBA52 PE=1 SV=2	Nucleus	0.0439	0.6507	0.2429	0.0065	0.0978	0.0004	0.0002	0.0003	0.0001	0.0002	0.0008
sp|P0C0S5|H2AZ_HUMAN Histone H2A.Z OS=Homo sapiens OX=9606 GN=H2AZ1 PE=1 SV=2	Cytoplasm	0.0582	0.239	0.7042	0.0007	0.0365	0.0074	0.0006	0.0017	0.0006	0.0008	0.0086
sp|Q14210|LY6D_HUMAN Lymphocyte antigen 6D OS=Homo sapiens OX=9606 GN=LY6D PE=1 SV=1	Cell_membrane	0.9946	0.0	0.0	0.0019	0.0	0.9741	0.0185	0.0	0.0054	0.0001	0.0
sp|P51161|FABP6_HUMAN Gastrotropin OS=Homo sapiens OX=9606 GN=FABP6 PE=1 SV=2	Cytoplasm	0.0345	0.086	0.7629	0.0047	0.0232	0.0031	0.0049	0.0256	0.0012	0.022	0.0664
tr|B4DV51|B4DV51_HUMAN GTP-binding nuclear protein Ran OS=Homo sapiens OX=9606 GN=RAN PE=1 SV=1	Nucleus	0.1086	0.3757	0.3545	0.0027	0.2095	0.0017	0.0049	0.0158	0.0117	0.0169	0.0064
sp|P06881|CALCA_HUMAN Calcitonin gene-related peptide 1 OS=Homo sapiens OX=9606 GN=CALCA PE=1 SV=4	Extracellular	0.0	0.0	0.0	0.9997	0.0002	0.0	0.0	0.0	0.0	0.0	0.0
sp|P35268|RL22_HUMAN 60S ribosomal protein L22 OS=Homo sapiens OX=9606 GN=RPL22 PE=1 SV=2	Cytoplasm	0.0078	0.4191	0.5744	0.0002	0.0042	0.0004	0.0001	0.0004	0.0001	0.0003	0.0008
sp|P13987|CD59_HUMAN CD59 glycoprotein OS=Homo sapiens OX=9606 GN=CD59 PE=1 SV=1	Extracellular	0.3494	0.0007	0.0002	0.6186	0.0007	0.2318	0.0566	0.0	0.0055	0.086	0.0001
sp|O95139|NDUB6_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6 OS=Homo sapiens OX=9606 GN=NDUFB6 PE=1 SV=3	Mitochondrion	0.8583	0.071	0.1026	0.0132	0.6143	0.0086	0.0772	0.0021	0.0228	0.0022	0.0859
sp|P07148|FABPL_HUMAN Fatty acid-binding protein, liver OS=Homo sapiens OX=9606 GN=FABP1 PE=1 SV=1	Cytoplasm	0.0135	0.1488	0.8061	0.0005	0.0034	0.0034	0.0036	0.0031	0.0034	0.017	0.0105
sp|O76070|SYUG_HUMAN Gamma-synuclein OS=Homo sapiens OX=9606 GN=SNCG PE=1 SV=2	Cytoplasm	0.137	0.0593	0.6019	0.0225	0.0821	0.0888	0.0156	0.0663	0.0261	0.0336	0.0038
sp|P55056|APOC4_HUMAN Apolipoprotein C-IV OS=Homo sapiens OX=9606 GN=APOC4 PE=1 SV=1	Extracellular	0.0053	0.0014	0.0037	0.9443	0.0352	0.0004	0.0052	0.0	0.0034	0.0066	0.0
sp|P53999|TCP4_HUMAN Activated RNA polymerase II transcriptional coactivator p15 OS=Homo sapiens OX=9606 GN=SUB1 PE=1 SV=3	Nucleus	0.05	0.999	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sp|Q9Y5J5|PHLA3_HUMAN Pleckstrin homology-like domain family A member 3 OS=Homo sapiens OX=9606 GN=PHLDA3 PE=1 SV=1	Cytoplasm	0.0761	0.0648	0.655	0.0112	0.1954	0.0048	0.0006	0.0181	0.0003	0.0013	0.0486
sp|P0C7P0|CISD3_HUMAN CDGSH iron-sulfur domain-containing protein 3, mitochondrial OS=Homo sapiens OX=9606 GN=CISD3 PE=1 SV=1	Mitochondrion	0.3166	0.0028	0.0325	0.0024	0.9623	0.0	0.0	0.0	0.0	0.0	0.0001
tr|F5GXC1|F5GXC1_HUMAN 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3 (Fragment) OS=Homo sapiens OX=9606 GN=PLCD3 PE=1 SV=1	Mitochondrion	0.2733	0.0518	0.1459	0.0002	0.8002	0.0001	0.0	0.0	0.0	0.0	0.0017
sp|P61970|NTF2_HUMAN Nuclear transport factor 2 OS=Homo sapiens OX=9606 GN=NUTF2 PE=1 SV=1	Cytoplasm	0.1273	0.2142	0.3416	0.1147	0.1565	0.0072	0.0254	0.006	0.0649	0.0668	0.0026
sp|O95563|MPC2_HUMAN Mitochondrial pyruvate carrier 2 OS=Homo sapiens OX=9606 GN=MPC2 PE=1 SV=1	Mitochondrion	0.993	0.0002	0.0006	0.0	0.98	0.0001	0.0016	0.0001	0.0001	0.0	0.0173
sp|Q9BT23|LIMD2_HUMAN LIM domain-containing protein 2 OS=Homo sapiens OX=9606 GN=LIMD2 PE=1 SV=1	Mitochondrion	0.151	0.3363	0.177	0.0079	0.4752	0.0021	0.0001	0.0007	0.0001	0.0004	0.0003
tr|A0A087WTT2|A0A087WTT2_HUMAN Transmembrane protein 230 OS=Homo sapiens OX=9606 GN=TMEM230 PE=1 SV=1	Cell_membrane	0.9092	0.0042	0.0024	0.0273	0.1318	0.3499	0.0411	0.0527	0.3476	0.041	0.002
sp|Q99622|C10_HUMAN Protein C10 OS=Homo sapiens OX=9606 GN=C12orf57 PE=1 SV=1	Cytoplasm	0.0349	0.1152	0.8269	0.0018	0.0289	0.0037	0.0003	0.0152	0.0005	0.0023	0.0052
sp|P23582|ANFC_HUMAN C-type natriuretic peptide OS=Homo sapiens OX=9606 GN=NPPC PE=1 SV=1	Extracellular	0.0	0.0	0.0	0.9996	0.0001	0.0	0.0001	0.0	0.0	0.0002	0.0
sp|Q9BRT2|UQCC2_HUMAN Ubiquinol-cytochrome-c reductase complex assembly factor 2 OS=Homo sapiens OX=9606 GN=UQCC2 PE=1 SV=1	Mitochondrion	0.2148	0.1498	0.1668	0.0008	0.676	0.0024	0.0008	0.0006	0.001	0.0007	0.0011
sp|P62318|SMD3_HUMAN Small nuclear ribonucleoprotein Sm D3 OS=Homo sapiens OX=9606 GN=SNRPD3 PE=1 SV=1	Nucleus	0.008	0.6439	0.3381	0.0005	0.0124	0.0009	0.0001	0.0012	0.0001	0.0006	0.002
sp|P49773|HINT1_HUMAN Adenosine 5'-monophosphoramidase HINT1 OS=Homo sapiens OX=9606 GN=HINT1 PE=1 SV=2	Cytoplasm	0.1336	0.1518	0.5424	0.0062	0.1461	0.0057	0.002	0.117	0.0013	0.0135	0.0139
sp|O60927|PP1RB_HUMAN E3 ubiquitin-protein ligase PPP1R11 OS=Homo sapiens OX=9606 GN=PPP1R11 PE=1 SV=1	Nucleus	0.0272	0.6911	0.2924	0.0021	0.0034	0.0082	0.0	0.0013	0.0002	0.0011	0.0001
sp|Q8N257|H2B3B_HUMAN Histone H2B type 3-B OS=Homo sapiens OX=9606 GN=H2BU1 PE=1 SV=3	Nucleus	0.009	0.5229	0.4661	0.0013	0.0083	0.0005	0.0001	0.0	0.0	0.0	0.0007
sp|Q99880|H2B1L_HUMAN Histone H2B type 1-L OS=Homo sapiens OX=9606 GN=H2BC13 PE=1 SV=3	Cytoplasm	0.0097	0.4733	0.5172	0.0005	0.0073	0.0004	0.0001	0.0	0.0	0.0	0.0011
sp|P01178|NEU1_HUMAN Oxytocin-neurophysin 1 OS=Homo sapiens OX=9606 GN=OXT PE=1 SV=1	Extracellular	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sp|P01824|HV439_HUMAN Immunoglobulin heavy variable 4-39 OS=Homo sapiens OX=9606 GN=IGHV4-39 PE=1 SV=2	Extracellular	0.1803	0.0047	0.0236	0.6578	0.148	0.0154	0.0998	0.0007	0.0199	0.027	0.0031
sp|P82932|RT06_HUMAN 28S ribosomal protein S6, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS6 PE=1 SV=3	Mitochondrion	0.1222	0.0239	0.1394	0.0028	0.8279	0.0004	0.0007	0.0005	0.0001	0.0002	0.004
sp|Q9UI30|TR112_HUMAN Multifunctional methyltransferase subunit TRM112-like protein OS=Homo sapiens OX=9606 GN=TRMT112 PE=1 SV=1	Mitochondrion	0.0527	0.0417	0.1676	0.0003	0.7798	0.0003	0.0001	0.0068	0.0007	0.0023	0.0003
sp|O14737|PDCD5_HUMAN Programmed cell death protein 5 OS=Homo sapiens OX=9606 GN=PDCD5 PE=1 SV=3	Nucleus	0.053	0.6381	0.3219	0.0001	0.0012	0.0075	0.0018	0.001	0.0138	0.0141	0.0005
sp|P62851|RS25_HUMAN 40S ribosomal protein S25 OS=Homo sapiens OX=9606 GN=RPS25 PE=1 SV=1	Nucleus	0.0041	0.5996	0.3985	0.0003	0.0009	0.0005	0.0	0.0	0.0	0.0	0.0001
sp|Q9BRA0|LSMD1_HUMAN N-alpha-acetyltransferase 38, NatC auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA38 PE=1 SV=1	Nucleus	0.1303	0.4486	0.252	0.0163	0.2313	0.0197	0.0012	0.0087	0.0043	0.0087	0.0093
sp|A6NCE7|MP3B2_HUMAN Microtubule-associated proteins 1A/1B light chain 3 beta 2 OS=Homo sapiens OX=9606 GN=MAP1LC3B2 PE=1 SV=1	Nucleus	0.0352	0.6582	0.315	0.0003	0.0044	0.0025	0.001	0.0003	0.0009	0.0154	0.0018
sp|Q9NRX4|PHP14_HUMAN 14 kDa phosphohistidine phosphatase OS=Homo sapiens OX=9606 GN=PHPT1 PE=1 SV=1	Plastid	0.1517	0.1206	0.3784	0.018	0.0618	0.0031	0.0025	0.381	0.0009	0.0304	0.0033
sp|Q9Y3B4|SF3B6_HUMAN Splicing factor 3B subunit 6 OS=Homo sapiens OX=9606 GN=SF3B6 PE=1 SV=1	Mitochondrion	0.2881	0.0438	0.1761	0.0022	0.7519	0.0015	0.0031	0.0033	0.0009	0.0013	0.0158
sp|P62899|RL31_HUMAN 60S ribosomal protein L31 OS=Homo sapiens OX=9606 GN=RPL31 PE=1 SV=1	Cytoplasm	0.0035	0.3508	0.6449	0.0004	0.002	0.0006	0.0001	0.0	0.0	0.0001	0.0011
sp|Q9Y2Q5|LTOR2_HUMAN Ragulator complex protein LAMTOR2 OS=Homo sapiens OX=9606 GN=LAMTOR2 PE=1 SV=1	Mitochondrion	0.1413	0.0289	0.2018	0.0157	0.646	0.0049	0.0064	0.0112	0.0045	0.0157	0.065
sp|Q5JTJ3|COA6_HUMAN Cytochrome c oxidase assembly factor 6 homolog OS=Homo sapiens OX=9606 GN=COA6 PE=1 SV=1	Mitochondrion	0.5421	0.0109	0.0131	0.0085	0.9585	0.0022	0.0004	0.0045	0.0008	0.0002	0.0008
sp|P36954|RPB9_HUMAN DNA-directed RNA polymerase II subunit RPB9 OS=Homo sapiens OX=9606 GN=POLR2I PE=1 SV=1	Nucleus	0.0423	0.5315	0.197	0.0736	0.1677	0.003	0.0002	0.0247	0.0002	0.002	0.0001
sp|Q9NRP4|SDHF3_HUMAN Succinate dehydrogenase assembly factor 3, mitochondrial OS=Homo sapiens OX=9606 GN=SDHAF3 PE=1 SV=1	Mitochondrion	0.2686	0.0345	0.0295	0.0004	0.9333	0.0007	0.0002	0.0	0.0006	0.0003	0.0005
tr|G3V2S9|G3V2S9_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 SV=1	Mitochondrion	0.4835	0.0001	0.0008	0.0	0.9986	0.0	0.0	0.0002	0.0	0.0	0.0001
sp|O14907|TX1B3_HUMAN Tax1-binding protein 3 OS=Homo sapiens OX=9606 GN=TAX1BP3 PE=1 SV=2	Cytoplasm	0.0775	0.215	0.6067	0.0079	0.0768	0.0055	0.0014	0.0414	0.0012	0.0087	0.0354
sp|O75380|NDUS6_HUMAN NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS6 PE=1 SV=1	Mitochondrion	0.3397	0.0054	0.0526	0.0009	0.9155	0.0006	0.0	0.0173	0.0	0.0003	0.0072
sp|Q14508|WFDC2_HUMAN WAP four-disulfide core domain protein 2 OS=Homo sapiens OX=9606 GN=WFDC2 PE=1 SV=2	Extracellular	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sp|Q9UHA4|LTOR3_HUMAN Ragulator complex protein LAMTOR3 OS=Homo sapiens OX=9606 GN=LAMTOR3 PE=1 SV=1	Cytoplasm	0.0792	0.1398	0.6914	0.0053	0.0321	0.0084	0.0255	0.0109	0.0088	0.0264	0.0513
tr|H0YIC4|H0YIC4_HUMAN Citrate synthase (Fragment) OS=Homo sapiens OX=9606 GN=CS PE=1 SV=1	Mitochondrion	0.8214	0.0003	0.0142	0.0153	0.8447	0.002	0.0354	0.0007	0.001	0.0007	0.0856
sp|P42766|RL35_HUMAN 60S ribosomal protein L35 OS=Homo sapiens OX=9606 GN=RPL35 PE=1 SV=2	Nucleus	0.0091	0.8787	0.121	0.0	0.0001	0.0001	0.0	0.0	0.0	0.0	0.0
sp|P47224|MSS4_HUMAN Guanine nucleotide exchange factor MSS4 OS=Homo sapiens OX=9606 GN=RABIF PE=1 SV=2	Cytoplasm	0.0159	0.3038	0.6615	0.0013	0.0048	0.0029	0.001	0.012	0.0007	0.0098	0.0022
tr|A0A087WXX8|A0A087WXX8_HUMAN Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=SDHB PE=1 SV=1	Mitochondrion	0.2127	0.1679	0.2585	0.0298	0.4865	0.0062	0.0238	0.0075	0.0026	0.0134	0.0039
sp|Q9BRA2|TXD17_HUMAN Thioredoxin domain-containing protein 17 OS=Homo sapiens OX=9606 GN=TXNDC17 PE=1 SV=1	Cytoplasm	0.0141	0.2258	0.7344	0.0011	0.0217	0.0013	0.0009	0.0055	0.001	0.0074	0.0009
sp|P06331|HV434_HUMAN Immunoglobulin heavy variable 4-34 OS=Homo sapiens OX=9606 GN=IGHV4-34 PE=1 SV=2	Extracellular	0.3516	0.0038	0.0204	0.4309	0.2028	0.0414	0.1832	0.0015	0.0392	0.0692	0.0076
sp|P0DJI8|SAA1_HUMAN Serum amyloid A-1 protein OS=Homo sapiens OX=9606 GN=SAA1 PE=1 SV=1	Extracellular	0.0329	0.0006	0.0091	0.7535	0.107	0.0008	0.1034	0.001	0.0011	0.0231	0.0005
tr|F8VUW8|F8VUW8_HUMAN Voltage-dependent L-type calcium channel subunit beta-3 (Fragment) OS=Homo sapiens OX=9606 GN=CACNB3 PE=1 SV=1	Mitochondrion	0.1647	0.0688	0.2084	0.0044	0.7033	0.0018	0.0004	0.003	0.0003	0.0002	0.0094
sp|Q8IZQ5|SELH_HUMAN Selenoprotein H OS=Homo sapiens OX=9606 GN=SELENOH PE=1 SV=2	Nucleus	0.0292	0.6625	0.2899	0.0004	0.0401	0.0043	0.0001	0.0019	0.0001	0.0002	0.0006
sp|Q9BT73|PSMG3_HUMAN Proteasome assembly chaperone 3 OS=Homo sapiens OX=9606 GN=PSMG3 PE=1 SV=1	Cytoplasm	0.0788	0.116	0.691	0.0235	0.0328	0.0226	0.0064	0.024	0.012	0.0193	0.0524
sp|O43325|LYRM1_HUMAN LYR motif-containing protein 1 OS=Homo sapiens OX=9606 GN=LYRM1 PE=2 SV=1	Mitochondrion	0.2241	0.2415	0.2456	0.0017	0.502	0.001	0.0003	0.0007	0.0003	0.0002	0.0068
sp|P0DJI9|SAA2_HUMAN Serum amyloid A-2 protein OS=Homo sapiens OX=9606 GN=SAA2 PE=1 SV=1	Extracellular	0.007	0.0005	0.0037	0.8749	0.0958	0.0008	0.013	0.0002	0.001	0.0101	0.0
tr|M0QZ21|M0QZ21_HUMAN AP complex subunit sigma OS=Homo sapiens OX=9606 GN=AP2S1 PE=1 SV=1	Cytoplasm	0.0392	0.3284	0.4968	0.0014	0.0045	0.0023	0.0412	0.0005	0.0253	0.0992	0.0005
sp|O60925|PFD1_HUMAN Prefoldin subunit 1 OS=Homo sapiens OX=9606 GN=PFDN1 PE=1 SV=2	Cytoplasm	0.0475	0.2263	0.6836	0.0007	0.0101	0.0072	0.0057	0.0028	0.0268	0.0363	0.0005
tr|J3QKK1|J3QKK1_HUMAN Fructose-bisphosphate aldolase (Fragment) OS=Homo sapiens OX=9606 GN=ALDOC PE=1 SV=1	Cytoplasm	0.0132	0.0385	0.9126	0.0021	0.0066	0.0037	0.0009	0.0105	0.0005	0.0078	0.0168
sp|P0DPB5|RPC22_HUMAN Protein POLR1D, isoform 2 OS=Homo sapiens OX=9606 GN=POLR1D PE=1 SV=1	Nucleus	0.0245	0.9889	0.011	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0
sp|P08949|NMB_HUMAN Neuromedin-B OS=Homo sapiens OX=9606 GN=NMB PE=1 SV=4	Extracellular	0.0154	0.0154	0.0139	0.841	0.1009	0.0065	0.0076	0.0	0.0048	0.0097	0.0001
sp|Q9UHF0|TKNK_HUMAN Tachykinin-3 OS=Homo sapiens OX=9606 GN=TAC3 PE=1 SV=1	Extracellular	0.0	0.0	0.0	0.9999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sp|Q9NX55|HYPK_HUMAN Huntingtin-interacting protein K OS=Homo sapiens OX=9606 GN=HYPK PE=1 SV=3	Nucleus	0.1321	0.4313	0.3549	0.0033	0.0258	0.0489	0.0079	0.0436	0.04	0.0439	0.0004
sp|Q9H492|MLP3A_HUMAN Microtubule-associated proteins 1A/1B light chain 3A OS=Homo sapiens OX=9606 GN=MAP1LC3A PE=1 SV=2	Nucleus	0.0532	0.7731	0.2154	0.0004	0.0049	0.0021	0.0009	0.0002	0.0008	0.001	0.0013
tr|F5GZG1|F5GZG1_HUMAN Ras-related protein Rap-1b (Fragment) OS=Homo sapiens OX=9606 GN=RAP1B PE=1 SV=8	Cytoplasm	0.2308	0.2068	0.3269	0.0306	0.2367	0.0177	0.0256	0.0305	0.0292	0.0902	0.0058
sp|Q9H246|CA021_HUMAN Uncharacterized protein C1orf21 OS=Homo sapiens OX=9606 GN=C1orf21 PE=1 SV=1	Cell_membrane	0.8644	0.028	0.0528	0.001	0.0511	0.8049	0.0027	0.0021	0.0272	0.0301	0.0001
sp|Q96D05|F241B_HUMAN Protein FAM241B OS=Homo sapiens OX=9606 GN=FAM241B PE=1 SV=1	Endoplasmic_reticulum	0.9524	0.0196	0.0038	0.0211	0.0656	0.157	0.577	0.0109	0.0757	0.0459	0.0235
tr|L7N2F9|L7N2F9_HUMAN Vesicle-associated membrane protein 2 (Fragment) OS=Homo sapiens OX=9606 PE=3 SV=1	Golgi_apparatus	0.7066	0.0281	0.0219	0.0907	0.1191	0.0783	0.1493	0.0724	0.3093	0.128	0.0028
sp|P06312|KV401_HUMAN Immunoglobulin kappa variable 4-1 OS=Homo sapiens OX=9606 GN=IGKV4-1 PE=1 SV=1	Extracellular	0.0002	0.0004	0.0029	0.9841	0.001	0.0001	0.0032	0.0001	0.0	0.0081	0.0
sp|P35244|RFA3_HUMAN Replication protein A 14 kDa subunit OS=Homo sapiens OX=9606 GN=RPA3 PE=1 SV=1	Cytoplasm	0.0607	0.1577	0.5996	0.0202	0.034	0.0053	0.0119	0.0755	0.0033	0.0847	0.0077
tr|K7EM18|K7EM18_HUMAN Eukaryotic translation initiation factor 1 OS=Homo sapiens OX=9606 GN=EIF1 PE=1 SV=1	Cytoplasm	0.2739	0.2313	0.3563	0.0178	0.0682	0.1614	0.0106	0.0595	0.025	0.066	0.004
tr|C9IY94|C9IY94_HUMAN Septin-2 (Fragment) OS=Homo sapiens OX=9606 GN=SEPTIN2 PE=1 SV=1	Cytoplasm	0.1722	0.2333	0.4597	0.0599	0.1219	0.0211	0.0195	0.0099	0.0189	0.049	0.0068
tr|Q6NX70|Q6NX70_HUMAN Mammaglobin-A OS=Homo sapiens OX=9606 GN=SCGB2A2 PE=1 SV=1	Extracellular	0.0008	0.0011	0.0087	0.9269	0.001	0.0003	0.0281	0.0004	0.0001	0.0331	0.0002
sp|Q9NWD9|BEX4_HUMAN Protein BEX4 OS=Homo sapiens OX=9606 GN=BEX4 PE=1 SV=1	Nucleus	0.0396	0.8241	0.1594	0.0013	0.002	0.0071	0.001	0.0001	0.0022	0.0026	0.0002
sp|A0A075B6S2|KVD29_HUMAN Immunoglobulin kappa variable 2D-29 OS=Homo sapiens OX=9606 GN=IGKV2D-29 PE=3 SV=1	Extracellular	0.0002	0.0	0.0003	0.9778	0.0003	0.0	0.0064	0.0	0.0	0.0151	0.0
sp|Q13542|4EBP2_HUMAN Eukaryotic translation initiation factor 4E-binding protein 2 OS=Homo sapiens OX=9606 GN=EIF4EBP2 PE=1 SV=1	Nucleus	0.1124	0.3543	0.341	0.0025	0.0634	0.0033	0.0017	0.2097	0.0051	0.0156	0.0034
sp|A0A075B6R9|KVD24_HUMAN Probable non-functional immunoglobulin kappa variable 2D-24 OS=Homo sapiens OX=9606 GN=IGKV2D-24 PE=1 SV=1	Extracellular	0.0001	0.0	0.0001	0.9776	0.0003	0.0001	0.0041	0.0	0.0	0.0177	0.0
tr|F8WE65|F8WE65_HUMAN Peptidyl-prolyl cis-trans isomerase OS=Homo sapiens OX=9606 GN=PPIA PE=1 SV=1	Cytoplasm	0.0432	0.0928	0.5444	0.0891	0.0721	0.0026	0.0013	0.1616	0.0005	0.0114	0.0241
tr|K7EMV4|K7EMV4_HUMAN Transcription elongation factor 1 homolog OS=Homo sapiens OX=9606 GN=ELOF1 PE=1 SV=1	Cytoplasm	0.0081	0.3348	0.4097	0.1372	0.1152	0.003	0.0	0.0	0.0	0.0	0.0
sp|Q96A57|TM230_HUMAN Transmembrane protein 230 OS=Homo sapiens OX=9606 GN=TMEM230 PE=1 SV=1	Lysosome/Vacuole	0.7771	0.0005	0.0003	0.0104	0.0256	0.1728	0.1797	0.0416	0.2321	0.3348	0.0022
sp|P01615|KVD28_HUMAN Immunoglobulin kappa variable 2D-28 OS=Homo sapiens OX=9606 GN=IGKV2D-28 PE=1 SV=2	Extracellular	0.0002	0.0	0.0004	0.9771	0.0003	0.0005	0.0072	0.0	0.0007	0.0137	0.0
tr|E5RJD8|E5RJD8_HUMAN Tubulin-specific chaperone A OS=Homo sapiens OX=9606 GN=TBCA PE=1 SV=1	Mitochondrion	0.7033	0.0088	0.017	0.028	0.6511	0.0211	0.0449	0.0227	0.1675	0.0381	0.0008
sp|P60866|RS20_HUMAN 40S ribosomal protein S20 OS=Homo sapiens OX=9606 GN=RPS20 PE=1 SV=1	Cytoplasm	0.0296	0.1515	0.7719	0.0031	0.0356	0.0028	0.0011	0.0209	0.0006	0.0025	0.0099
tr|A8MUH2|A8MUH2_HUMAN ATP synthase-coupling factor 6, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PF PE=1 SV=1	Mitochondrion	0.3161	0.0003	0.002	0.0	0.9974	0.0	0.0	0.0001	0.0	0.0	0.0001
sp|Q96FH0|BORC8_HUMAN BLOC-1-related complex subunit 8 OS=Homo sapiens OX=9606 GN=BORCS8 PE=1 SV=1	Cytoplasm	0.0191	0.3941	0.5858	0.001	0.0061	0.006	0.001	0.0007	0.0024	0.0019	0.0011
