Supplementary Table 2. Spectrum Mill protein summary report of the iTRAQ discovery data. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Exp1 numSpectra;Exp1 totalIntensity;Exp1 pct_cov;Exp1 unique_peptides;Exp1 iTRAQ_ratio_1;Exp1 iTRAQ_ratio_2;Exp1 iTRAQ_ratio_3;Exp2 numSpectra;Exp2 totalIntensity;Exp2 pct_cov;Exp2 unique_peptides;Exp2 iTRAQ_ratio_1;Exp2 iTRAQ_ratio_2;Exp2 iTRAQ_ratio_3;Exp3 numSpectra;Exp3 totalIntensity;Exp3 pct_cov;Exp3 unique_peptides;Exp3 iTRAQ_ratio_1;Exp3 iTRAQ_ratio_2;Exp3 iTRAQ_ratio_3;Exp4 numSpectra;Exp4 totalIntensity;Exp4 pct_cov;Exp4 unique_peptides;Exp4 iTRAQ_ratio_1;Exp4 iTRAQ_ratio_2;Exp4 iTRAQ_ratio_3;Exp5 numSpectra;Exp5 totalIntensity;Exp5 pct_cov;Exp5 unique_peptides;Exp5 iTRAQ_ratio_1;Exp5 iTRAQ_ratio_2;Exp5 iTRAQ_ratio_3; accession_number; accession_numbers; coverage_map; coverage_maps; percentCoverage; percentCoverages; numPepsUnique; scoreUnique; scoresUnique;iTRAQ_115_114;iTRAQ_115_114_stddev;iTRAQ_116_114;iTRAQ_116_114_stddev;iTRAQ_117_114;iTRAQ_117_114_stddev;iTRAQ_numRatios; groupNum; subgroupNum; numSubgroups; entry_name;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;1;3,13E+06;1%;1;0,58;0,88;0,65;0;0,00E+00;0%;0;0;0;0;2;1,35E+08;1%;1;0,35;0,68;1,1;IPI00916038;IPI00916038|IPI00657950|IPI00106559|IPI00908592|IPI00747530|IPI00915925;0+704+15+94;0+704+15+94|0+680+15+94|0+638+15+94|0+588+15+94|0+496+15+94|0+171+15+94;1;1|1|2|2|2|5;1;15,36;15.36|15.36|15.36|15.36|15.36|15.36;0,42;0,11;0,75;0,1;0,95;0,22;3;1003;1003,1;1;TAX1BP1 Putative uncharacterized protein TAX1BP1;;;
1;8,25E+06;1%;1;0,86;1,3;0,45;1;8,34E+05;1%;1;1,1;1,68;1,38;3;4,31E+07;1%;1;1,12;1,98;1,4;2;1,75E+08;1%;1;0,7;0,84;0,65;1;1,17E+08;1%;1;0,42;0,79;1,82;IPI00027443;IPI00027443|IPI00556365|IPI00556541|IPI00909763|IPI00939491;0+492+9+330;0+492+9+330|0+409+9+330|0+399+9+330|0+422+9+308|0+409+9+308;1;1|1|1|1|1;1;15,35;15.35|15.35|15.35|15.35|15.35;0,89;0,25;1,42;0,52;1,15;0,46;8;1004;1004,1;1;CARS cysteinyl-tRNA synthetase, cytoplasmic isoform c;;;
1;1,81E+06;9%;1;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00169194;IPI00169194;0+202+31+86;0+202+31+86;9;9;1;15,33;15,33;0;0;0;0;0;0;0;1005;1005,1;1;OR56B4 Olfactory receptor 56B4;;;
2;2,90E+07;2%;1;1,12;1,11;0;1;9,39E+06;2%;1;0;0;0;1;2,02E+07;2%;1;0;1,43;1,67;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00552440;IPI00552440|IPI00218100;0+693+19+158;0+693+19+158|0+495+19+158;2;2|2;1;15,33;15.33|15.33;0,56;0,56;1,27;0,16;0,83;0,83;2;1006;1006,1;1;POLK Isoform 1 of DNA polymerase kappa;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;2;8,00E+07;2%;1;1,04;1,09;1,47;3;7,97E+07;2%;1;0,8;0,87;0,39;1;2,03E+07;2%;1;0,3;0,72;1,22;IPI00021997;IPI00021997;0+168+6+46;0+168+6+46;2;2;1;15,23;15,23;0,8;0,24;0,92;0,13;0,89;0,51;6;1007;1007,1;1;CREG1 Protein CREG1;;;
2;1,72E+07;2%;1;1,21;0,85;0,47;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;2;5,53E+07;2%;1;0,48;0,72;1,34;IPI00022331;IPI00022331;0+63+13+364;0+63+13+364;2;2;1;15,23;15,23;0,84;0,38;0,78;0,13;0,91;0,48;4;1008;1008,1;1;LCAT Phosphatidylcholine-sterol acyltransferase;;;
2;8,19E+07;16%;1;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;1;7,12E+07;16%;1;2,34;0;0,9;0;0,00E+00;0%;0;0;0;0;IPI00816293;IPI00816293;0+78+31+83;0+78+31+83;16;16;1;15,23;15,23;2,34;0;0;0;0,9;0;1;1009;1009,1;1;SEC11A Hypothetical protein;;;
0;0,00E+00;0%;0;0;0;0;1;8,26E+05;2%;1;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00005837;IPI00005837|IPI00643682|IPI00007800|IPI00909248;0+129+14+348;0+129+14+348|0+129+14+348|0+133+14+346|0+93+14+173;2;2|2|2|5;1;15,16;15.16|15.16|15.16|15.16;0;0;0;0;0;0;0;1010;1010,1;1;ANGPTL1 Angiopoietin-related protein 1;;;
1;2,01E+06;3%;1;0;0;0;0;0,00E+00;0%;0;0;0;0;1;9,88E+06;3%;1;0,66;0,77;0,89;0;0,00E+00;0%;0;0;0;0;1;1,34E+07;3%;1;0,95;0,74;0,84;IPI00300786;IPI00300786|IPI00025476|IPI00021447|IPI00939512|IPI00923515|IPI00646265;0+193+17+301;0+193+17+301|0+193+17+301|0+193+17+301|0+193+17+301|0+193+17+55|0+193+17+16;3;3|3|3|3|6|7;1;15,14;15.14|15.14|15.14|15.14|15.14|15.14;0,81;0,14;0,75;0,02;0,87;0,03;2;1011;1011,1;1;AMY1B;AMY2A;AMY1C;AMY1A Alpha-amylase 1
0;0,00E+00;0%;0;0;0;0;1;5,09E+05;2%;1;1,8;1,07;1,19;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00027038;IPI00027038|IPI00940776|IPI00552123|IPI00641261|IPI00940517;0+70+11+318;0+70+11+318|0+60+11+318|0+70+11+240|0+70+11+224|0+70+11+146;2;2|2|3|3|4;1;15,11;15.11|15.11|15.11|15.11|15.11;1,8;0;1,07;0;1,19;0;1;1012;1012,1;1;VSIG4 Isoform 1 of V-set and immunoglobulin domain-containing protein 4;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;1;5,02E+06;0%;1;0,65;0,62;0,92;1;9,43E+06;0%;1;0,66;0,65;0,23;0;0,00E+00;0%;0;0;0;0;IPI00968003;IPI00968003|IPI00966716|IPI00966608|IPI00964853|IPI00965650|IPI00964226|IPI00968253|IPI00964987|IPI00966292|IPI00965366|IPI00966314|IPI00967357|IPI00966947|IPI00162547|IPI00965864|IPI00966994|IPI00410312;0+199+9+1372;0+199+9+1372|0+199+9+1363|0+199+9+1320|0+131+9+1372|0+131+9+1363|0+131+9+1329|0+45+9+1307|0+199+9+1143|0+199+9+1134|0+199+9+1100|0+199+9+1091|0+131+9+1143|0+131+9+1134|0+131+9+1100|0+131+9+1091|0+45+9+1100|0+131+9+567;0;0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1;1;15,07;15.07|15.07|15.07|15.07|15.07|15.07|15.07|15.07|15.07|15.07|15.07|15.07|15.07|15.07|15.07|15.07|15.07;0,66;0,01;0,64;0,01;0,58;0,34;2;1013;1013,1;1;LPHN3 176 kDa protein;;;
4;1,85E+08;1%;1;1,06;1,61;0,58;0;0,00E+00;0%;0;0;0;0;4;8,29E+08;1%;1;1,07;2,05;1,55;2;3,59E+08;1%;1;0,84;0,9;0,55;3;3,15E+08;1%;1;0,41;0,78;1,77;IPI00019752;IPI00019752|IPI00328253|IPI00456865|IPI00843908|IPI00395326|IPI00375629|IPI00400792|IPI00797780|IPI00647469|IPI00967829|IPI00965036;0+165+7+347;0+165+7+347|0+150+7+344|0+136+7+340|0+136+7+339|0+137+7+327|0+150+7+323|0+169+7+270|0+169+7+269|0+70+7+340|0+44+7+155|0+191+7+18;1;1|1|1|1|1|1|1|1|1|3|3;1;15,04;15.04|15.04|15.04|15.04|15.04|15.04|15.04|15.04|15.04|15.04|15.04;0,88;0,28;1,45;0,54;1,15;0,55;13;1014;1014,1;1;IRX4 Iroquois-class homeodomain protein IRX-4;;;
1;8,82E+06;0%;1;0,6;0,71;0,48;0;0,00E+00;0%;0;0;0;0;1;1,32E+07;0%;1;0,79;0,45;1,05;1;6,14E+06;0%;1;0,41;0,46;0,39;0;0,00E+00;0%;0;0;0;0;IPI00005707;IPI00005707;0+124+13+1342;0+124+13+1342;0;0;1;15,01;15,01;0,6;0,15;0,54;0,12;0,64;0,29;3;1015;1015,1;1;MRC2 C-type mannose receptor 2;;;
5;6,42E+07;9%;1;0;0;0;4;3,07E+07;9%;1;0;0;0;2;1,87E+06;9%;1;0;0;0;1;1,33E+07;9%;1;0;0,93;0;1;3,02E+07;9%;1;0;0;0;IPI00002334;IPI00002334;0+27+21+174;0+27+21+174;9;9;1;14,99;14,99;0;0;0,93;0;0;0;0;1016;1016,1;1;D4S234E DNA segment on chromosome 4 (Unique) 234 expressed sequence, isoform CRA_a;;;
5;7,03E+09;0%;1;1,08;1,23;1,34;3;1,01E+09;0%;1;0,97;1,22;1,5;6;5,76E+09;0%;1;0,84;1,39;1,48;4;3,12E+09;0%;1;1,24;1,62;1,64;11;2,26E+10;0%;1;1,11;1,41;1,35;IPI00641384;IPI00641384|IPI00031242|IPI00166487|IPI00896436|IPI00219314;0+1755+18+584;0+1755+18+584|0+1577+18+606|0+1577+18+564|0+1577+18+559|0+1577+18+539;0;0|0|0|0|0;1;14,97;14.97|14.97|14.97|14.97|14.97;1,06;0,32;1,38;0,29;1,43;0,39;19;1017;1017,1;1;SEC16A protein transport protein Sec16A;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;1;8,73E+06;3%;1;0,96;0,72;1,08;IPI00329685;IPI00329685|IPI00744184|IPI00853468|IPI00909705;0+125+20+364;0+125+20+364|0+123+20+364|0+39+20+364|0+123+20+53;3;3|3|4|10;1;14,97;14.97|14.97|14.97|14.97;0,96;0;0,72;0;1,08;0;1;1018;1018,1;1;ARSA Arylsulfatase A;;;
1;8,00E+06;5%;1;1,16;0,91;0,8;2;3,38E+07;5%;1;1,49;1,03;0,91;1;6,59E+07;5%;1;0,73;0,96;0,95;1;2,92E+07;5%;1;0,67;0,45;0,52;0;0,00E+00;0%;0;0;0;0;IPI00936376;IPI00936376;0+155+10+29;0+155+10+29;5;5;1;14,94;14,94;1,11;0,36;0,88;0,22;0,82;0,16;5;1019;1019,1;1;LOC100289402 hypothetical protein XP_002342490;;;
1;4,28E+06;5%;1;0,69;1,07;0,39;1;5,47E+06;5%;1;0,9;1,32;1,07;3;7,84E+08;5%;1;0,64;1,27;1,42;2;1,22E+08;5%;1;0,53;0,79;0,71;0;0,00E+00;0%;0;0;0;0;IPI00446754;IPI00446754;0+74+11+106;0+74+11+106;5;5;1;14,92;14,92;0,65;0,12;1,11;0,27;1,02;0,41;7;1020;1020,1;1;FLJ41170 Conserved hypothetical protein;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;1;7,43E+06;1%;1;1,35;0,89;1,32;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00645206;IPI00645206|IPI00844435;0+646+18+495;0+646+18+495|0+646+18+225;1;1|2;1;14,92;14.92|14.92;1,35;0;0,89;0;1,32;0;1;1021;1021,1;1;PCDH17 Isoform 1 of Protocadherin-17;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;1;5,80E+06;16%;1;0,46;0,56;0,67;IPI00007797;IPI00007797|IPI00737213|IPI00788781;0+81+22+32;0+81+22+32|0+81+22+32|0+47+22+32;16;16|16|21;1;14,91;14.91|14.91|14.91;0,46;0;0,56;0;0,67;0;1;1022;1022,1;1;FABP5 Fatty acid-binding protein, epidermal;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;1;2,65E+07;2%;1;0,95;0,5;1,4;0;0,00E+00;0%;0;0;0;0;1;1,51E+07;2%;1;0,17;0,61;0,74;IPI00026285;IPI00026285;0+258+10+112;0+258+10+112;2;2;1;14,83;14,83;0,56;0,39;0,55;0,06;1,07;0,33;2;1023;1023,1;1;ST8SIA3 Sia-alpha-2,3-Gal-beta-1,4-GlcNAc-R:alpha 2,8-sialyltransferase;;;
2;4,53E+07;4%;1;0,52;0,51;0,23;2;1,53E+07;4%;1;0,35;1,24;1,52;0;0,00E+00;0%;0;0;0;0;1;8,97E+07;4%;1;0,41;0,41;0,39;1;9,42E+06;4%;1;0,39;0,84;1,22;IPI00746104;IPI00746104;0+92+13+158;0+92+13+158;4;4;1;14,81;14,81;0,43;0,09;0,79;0,36;0,85;0,58;6;1024;1024,1;1;LOC727963 similar to elongation factor Tu GTP binding domain containing 1;;;
1;2,63E+06;1%;1;0,41;0,76;0,29;1;4,19E+06;1%;1;0,62;1,27;0,86;0;0,00E+00;0%;0;0;0;0;1;5,75E+06;1%;1;0,68;0,49;0,39;0;0,00E+00;0%;0;0;0;0;IPI00328488;IPI00328488|IPI00965096|IPI00604401;0+683+16+310;0+683+16+310|0+632+16+310|0+683+16+255;1;1|1|1;1;14,78;14.78|14.78|14.78;0,57;0,11;0,84;0,32;0,51;0,25;3;1025;1025,1;1;MAN2B2 Isoform 1 of Epididymis-specific alpha-mannosidase;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;1;6,36E+06;0%;1;19,19;3,47;1,03;IPI00647217;IPI00647217;0+824+9+209;0+824+9+209;0;0;1;14,78;14,78;19,19;0;3,47;0;1,03;0;1;1026;1026,1;1;SKIV2L2 Superkiller viralicidic activity 2-like 2;;;
0;0,00E+00;0%;0;0;0;0;1;3,09E+06;1%;1;0,36;0,94;0,67;1;1,27E+07;1%;1;1,01;1,62;1,32;1;4,20E+06;1%;1;0,48;0,57;0,16;1;2,15E+06;1%;1;0,21;0,34;0,66;IPI00294650;IPI00294650;0+294+6+25;0+294+6+25;1;1;1;14,77;14,77;0,51;0,3;0,87;0,48;0,7;0,41;4;1027;1027,1;1;FRZB Secreted frizzled-related protein 3;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;1;1,07E+08;0%;1;0,4;0,49;1,29;0;0,00E+00;0%;0;0;0;0;IPI00657805;IPI00657805|IPI00657645|IPI00946262;0+1364+14+328;0+1364+14+328|0+1365+14+315|0+788+14+315;0;0|0|1;1;14,75;14.75|14.75|14.75;0,4;0;0,49;0;1,29;0;1;1028;1028,1;1;XRN1 Isoform 1 of 5'-3' exoribonuclease 1;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;1;7,17E+06;3%;1;0,51;0,57;0,91;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00171692;IPI00171692|IPI00171152|IPI00922889|IPI00927072|IPI00922400|IPI00170896|IPI00167072|IPI00171691;0+33+12+270;0+33+12+270|0+33+12+263|0+33+12+213|0+14+12+158|0+33+12+139|0+33+12+114|0+33+12+100|0+33+12+56;3;3|3|4|6|6|7|8|11;1;14,74;14.74|14.74|14.74|14.74|14.74|14.74|14.74|14.74;0,51;0;0,57;0;0,91;0;1;1029;1029,1;1;ABHD11 Isoform 1 of Abhydrolase domain-containing protein 11;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;4;4,15E+08;11%;1;1,34;0;3,11;IPI00420050;IPI00420050;0+137+21+21;0+137+21+21;11;11;1;14,73;14,73;1,34;1,35;0;0;3,11;1,61;3;1030;1030,1;1;ANO7 Isoform 2 of Anoctamin-7;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;1;2,49E+07;8%;1;0,99;3,25;7,3;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00032325;IPI00032325|IPI00794081;0+22+8+68;0+22+8+68|0+22+8+33;8;8|12;1;14,7;14.7|14.7;0,99;0;3,25;0;7,3;0;1;1031;1031,1;1;CSTA Cystatin-A;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;1;1,20E+07;8%;1;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00032008;IPI00032008;0+96+18+106;0+96+18+106;8;8;1;14,67;14,67;0;0;0;0;0;0;0;1032;1032,1;1;#NAME?;;;
0;0,00E+00;0%;0;0;0;0;1;5,16E+06;1%;1;0,83;0,99;1,2;1;2,35E+07;1%;1;0,55;0,72;1,49;1;1,36E+07;1%;1;0,36;0,31;0,25;0;0,00E+00;0%;0;0;0;0;IPI00031534;IPI00031534;0+487+10+103;0+487+10+103;1;1;1;14,65;14,65;0,58;0,19;0,67;0,28;0,98;0,53;3;1033;1033,1;1;ST6GALNAC1 Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;1;4,65E+06;4%;1;0;0,7;0,99;IPI00178767;IPI00178767;0+166+22+265;0+166+22+265;4;4;1;14,65;14,65;0;0;0,7;0;0,99;0;0;1034;1034,1;1;SMPDL3A Acid sphingomyelinase-like phosphodiesterase 3a;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;1;2,31E+07;1%;1;0,67;0,7;1,12;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00023807;IPI00023807|IPI00915390|IPI00910938;0+278+16+568;0+278+16+568|0+278+16+444|0+278+16+254;1;1|2|2;1;14,64;14.64|14.64|14.64;0,67;0;0,7;0;1,12;0;1;1035;1035,1;1;SEMA4D Isoform 1 of Semaphorin-4D;;;
2;1,69E+07;5%;1;0,93;1,49;0,42;2;4,08E+07;5%;1;0,56;0,77;0,93;2;3,34E+07;5%;1;0,68;0,57;1,24;1;1,63E+07;5%;1;0,57;0,59;0,43;1;5,71E+07;5%;1;0,22;0,47;0,75;IPI00470625;IPI00470625;0+36+8+98;0+36+8+98;5;5;1;14,64;14,64;0,64;0,22;0,84;0,39;0,8;0,33;8;1036;1036,1;1;NRN1 Neuritin;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;1;1,35E+07;6%;1;1,13;0;1,53;0;0,00E+00;0%;0;0;0;0;IPI00658130;IPI00658130|IPI00887169|IPI00969427|IPI00829640|IPI00827875|IPI00956314|IPI00744476|IPI00154742|IPI00969620|IPI00807428|IPI00719452|IPI00893178|IPI00719373|IPI00852577|IPI00642632|IPI00965630;0+195+15+26;0+195+15+26|0+195+15+26|0+192+15+26|0+192+15+26|0+194+15+26|0+194+15+26|0+195+15+26|0+193+15+26|0+191+15+26|0+194+15+26|0+195+15+26|0+174+15+26|0+173+15+26|0+65+15+26|0+65+15+26|0+65+15+26;6;6|6|6|6|6|6|6|6|6|6|6|6|7|14|14|14;1;14,58;14.58|14.58|14.58|14.58|14.58|14.58|14.58|14.58|14.58|14.58|14.58|14.58|14.58|14.58|14.58|14.58;1,13;0;0;0;1,53;0;1;1037;1037,1;1;IGLV2-11 IGL@ protein;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;1;2,08E+07;9%;1;0,49;0,64;2,89;0;0,00E+00;0%;0;0;0;0;IPI00788615;IPI00788615|IPI00790548;0+10+9+78;0+10+9+78|0+10+9+48;9;9|13;1;14,57;14.57|14.57;0,49;0;0,64;0;2,89;0;1;1038;1038,1;1;- 11 kDa protein;;;
0;0,00E+00;0%;0;0;0;0;1;3,83E+06;2%;1;0,57;0,69;0,75;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00550677;IPI00550677;0+534+12+29;0+534+12+29;2;2;1;14,56;14,56;0,57;0;0,69;0;0,75;0;1;1039;1039,1;1;WSCD1 WSC domain-containing protein 1;;;
0;0,00E+00;0%;0;0;0;0;1;3,55E+06;5%;1;1,08;0,94;0,74;0;0,00E+00;0%;0;0;0;0;2;2,33E+07;5%;1;0,49;0,71;0,37;0;0,00E+00;0%;0;0;0;0;IPI00017519;IPI00017519;0+15+8+119;0+15+8+119;5;5;1;14,54;14,54;0,69;0,28;0,79;0,12;0,49;0,18;3;1040;1040,1;1;KCNE1L Potassium voltage-gated channel subfamily E member 1-like protein;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;1;1,15E+07;3%;1;0,39;0,39;0,36;0;0,00E+00;0%;0;0;0;0;IPI00030111;IPI00030111|IPI00791826;0+352+13+42;0+352+13+42|0+208+13+42;3;3|4;1;14,48;14.48|14.48;0,39;0;0,39;0;0,36;0;1;1041;1041,1;1;GDF11 Growth/differentiation factor 11;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;2;2,43E+08;4%;1;1,75;0,83;4,14;0;0,00E+00;0%;0;0;0;0;IPI00893928;IPI00893928;0+60+9+130;0+60+9+130;4;4;1;14,44;14,44;1,75;0,22;0,83;0,02;4,14;0,19;2;1042;1042,1;1;EPCAM Putative uncharacterized protein EPCAM;;;
2;4,13E+07;0%;1;0,66;0,69;0,27;3;8,00E+07;0%;1;0,52;0,81;1,19;3;1,94E+08;0%;1;1,09;1,08;1,58;3;2,54E+08;0%;1;0,42;0,37;0,35;5;2,53E+08;0%;1;0,14;0,42;0,72;IPI00107753;IPI00107753|IPI00107752|IPI00107750|IPI00107751|IPI00006721|IPI00107749|IPI00375150|IPI00375149|IPI00853261|IPI00852841;0+32+6+977;0+32+6+977|0+32+6+959|0+32+6+940|0+32+6+941|0+32+6+922|0+32+6+923|0+32+6+904|0+32+6+886|0+32+6+205|0+32+6+128;0;0|0|0|0|0|0|0|0|2|3;1;14,35;14.35|14.35|14.35|14.35|14.35|14.35|14.35|14.35|14.35|14.35;0,44;0,31;0,59;0,35;0,74;0,5;13;1043;1043,1;1;OPA1 dynamin-like 120 kDa protein, mitochondrial isoform 8;;;
0;0,00E+00;0%;0;0;0;0;1;6,46E+07;8%;1;1,22;1,47;1,6;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00383468;IPI00383468;0+105+38+296;0+105+38+296;8;8;1;14,34;14,34;1,22;0;1,47;0;1,6;0;1;1044;1044,1;1;GATA4 GATA-4 transcription factor;;;
2;1,86E+08;1%;1;1,13;2,31;1,27;0;0,00E+00;0%;0;0;0;0;1;7,45E+07;1%;1;0,89;1,1;1,41;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00007123;IPI00007123;0+441+14+290;0+441+14+290;1;1;1;14,32;14,32;1,05;0,11;1,91;0,57;1,32;0,08;3;1045;1045,1;1;RPS6KA6 Ribosomal protein S6 kinase alpha-6;;;
0;0,00E+00;0%;0;0;0;0;1;2,97E+06;4%;1;0,38;0,95;0,77;1;1,52E+07;4%;1;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00290826;IPI00290826;0+68+9+113;0+68+9+113;4;4;1;14,32;14,32;0,38;0;0,95;0;0,77;0;1;1046;1046,1;1;FAM174A Membrane protein FAM174A;;;
0;0,00E+00;0%;0;0;0;0;1;1,82E+06;2%;1;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00398708;IPI00398708|IPI00479424|IPI00956278|IPI00956542|IPI00472303|IPI00956606|IPI00337465;0+596+18+25;0+596+18+25|0+596+18+23|0+592+18+23|0+583+18+25|0+587+18+23|0+583+18+23|0+543+18+23;2;2|2|2|2|2|2|3;1;14,32;14.32|14.32|14.32|14.32|14.32|14.32|14.32;0;0;0;0;0;0;0;1047;1047,1;1;KLC1 Isoform I of Kinesin light chain 1;;;
1;2,88E+07;6%;1;0,9;0,89;0,51;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;1;2,79E+08;6%;1;0,5;0,48;0,55;1;1,59E+08;6%;1;0,32;0,64;1,46;IPI00432713;IPI00432713;0+102+16+132;0+102+16+132;6;6;1;14,3;14,3;0,57;0,24;0,67;0,17;0,84;0,44;3;1048;1048,1;1;#NAME?;;;
1;3,39E+07;0%;1;0,78;0,86;0,33;1;3,99E+07;0%;1;0,61;0,96;1,03;0;0,00E+00;0%;0;0;0;0;3;1,89E+08;0%;1;0,41;0,41;0,39;2;1,44E+09;0%;1;0,31;0,6;0,97;IPI00023832;IPI00023832;0+727+7+177;0+727+7+177;0;0;1;14,25;14,25;0,46;0,16;0,61;0,21;0,64;0,32;7;1049;1049,1;1;SH3PXD2B SH3 and PX domain-containing protein 2B;;;
0;0,00E+00;0%;0;0;0;0;1;1,44E+07;1%;1;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00479545;IPI00479545|IPI00915904;0+394+21+906;0+394+21+906|0+394+21+296;1;1|2;1;14,23;14.23|14.23;0;0;0;0;0;0;0;1050;1050,1;1;KDM3A Lysine-specific demethylase 3A;;;
1;1,71E+08;7%;1;1,33;2,78;0,66;0;0,00E+00;0%;0;0;0;0;2;2,58E+08;7%;1;0,68;0,52;1,25;1;9,15E+07;7%;1;0,49;1,16;0,29;2;1,07E+08;7%;1;0,23;0,97;0,78;IPI00878960;IPI00878960;0+156+16+32;0+156+16+32;7;7;1;14,23;14,23;0,61;0,38;1,15;0,78;0,84;0,36;6;1051;1051,1;1;- 23 kDa protein;;;
1;7,83E+06;2%;1;0,73;0,9;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00915412;IPI00915412|IPI00005222|IPI00873336|IPI00927179;0+70+27+924;0+70+27+924|0+55+27+924|0+70+27+443|0+70+27+86;2;2|2|5|14;1;14,22;14.22|14.22|14.22|14.22;0,73;0;0,9;0;0;0;1;1052;1052,1;1;EPHB6 Isoform 1 of Ephrin type-B receptor 6;;;
