Supplementary Table 3. A summary of the protein quantitation in AD and control CSF samples;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sathe et al., 2018. Quantitative proteomic profiling of cerebrospinal fluid to identify candidate biomarkers for Alzheimer’s disease;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Significant;LOG(Pvalue);Log(Fold change);Gene Symbol;Description;emPAI;Score Sequest HT;# Peptides Sequest HT;Sum PEP Score;Coverage;# Peptides;# PSMs;# Unique Peptides;# Protein Groups;MW [kDa];calc. pI;Symbol color;Symbol type;Symbol size;Show label;Abundances (Grouped): 126;Abundances (Grouped): 127N;Abundances (Grouped): 127C;Abundances (Grouped): 128N;Abundances (Grouped): 128C;Abundances (Grouped): 129N;Abundances (Grouped): 129C;Abundances (Grouped): 130N;Abundances (Grouped): 130C;Abundances (Grouped): 131
;0;NaN;THBS3;thrombospondin-3 isoform X1 [Homo sapiens];0,334;21,33;3;13,672;2,854330709;3;6;1;1;110;4,68;Color2 [DarkGray];1;4;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
;0,500895803;-0,389614735;ORM2;alpha-1-acid glycoprotein 2 precursor [Homo sapiens];0,995;13,27;3;9,998;16,41791045;3;4;1;1;23,6;5,11;Color2 [DarkGray];1;4;;-0,8766701;-0,03734665;0,1125243;-0,00192732;0,6229965;-1,032928;-0,2081437;-1,115898;0,1812613;0,04721163
;0,23506999;0,071604254;FUT8;alpha-(1,6)-fucosyltransferase isoform a [Homo sapiens];0,269;12,09;3;7,554;4,173913043;3;4;3;1;66,5;7,66;Color2 [DarkGray];1;4;;-0,2777143;0,2689683;0,04762436;-0,02618888;-0,3572679;-0,02558007;0,000584279;-0,112059;-0,04897636;0,1994739
;0,110669521;-0,073125361;AMICA1;junctional adhesion molecule-like isoform X1 [Homo sapiens];0,501;12,77;3;7,921;6,091370558;3;4;3;1;44,3;7,12;Color2 [DarkGray];1;4;;0,2335846;-0,1779388;-0,3434487;-0,3336051;0,6327117;-0,2382073;0,2501297;0,04510906;-0,6101475;0,1987929
;0,12218051;0,030668525;GABARAPL2;gamma-aminobutyric acid receptor-associated protein-like 2 [Homo sapiens];2,162;21,83;3;15,759;25,64102564;3;7;3;1;13,7;8,1;Color2 [DarkGray];1;4;;-0,03384901;0,02684507;-0,1607382;0,2314122;-0,06979434;0,1931383;0,05923255;0,1329203;-0,1945425;-0,04353034
;0,11684993;-0,023363025;CNR1;cannabinoid receptor 1 isoform X1 [Homo sapiens];0,778;13,35;3;6,836;4,449152542;3;5;3;1;52,8;8,16;Color2 [DarkGray];1;4;;0,2139882;-0,1669497;0,1596828;0,00577701;0,08454809;0,02761312;0,01737153;0,1711244;-0,02137507;-0,01450277
;0,451887529;0,15899061;OSCAR;osteoclast-associated immunoglobulin-like receptor isoform X5 [Homo sapiens];1,371;30,34;3;14,364;14,79099678;3;8;3;1;33,5;6,99;Color2 [DarkGray];1;4;;-0,2963867;0,08466081;-0,3246918;-0,107933;0,2002976;-0,3790016;0,1533465;0,2979383;0,2766762;0,00194055
;2,534653254;-0,666282646;STMN4;stathmin-4 isoform X1 [Homo sapiens];0,995;12;3;6,598;6,976744186;3;4;1;1;30,4;9,13;Color2 [DarkGray];1;4;;0,3917818;-0,00405011;0,5716684;0,5144521;0,924628;-0,04861176;-0,1786354;-0,1381363;-0,3511903;-0,2163593
;2,324591126;-0,517809584;PPP2R1A;serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform [Homo sapiens];0,25;39,5;3;8,152;5,602716469;3;15;3;1;65,3;5,11;Color2 [DarkGray];1;4;;0,2456091;0,3357198;-0,006159705;0,2893786;0,2830274;0,000243851;-0,1669284;-0,1641386;-0,4362284;-0,6744213
;0,037383018;0,041692623;PRRG1;transmembrane gamma-carboxyglutamic acid protein 1 isoform 1 precursor [Homo sapiens];1,371;11,13;3;8,947;13,30275229;3;3;3;1;24,9;5,19;Color2 [DarkGray];1;4;;-0,2588269;-0,08269476;0,06998021;0,7335309;-0,940745;0,4714785;0,1843969;0,3395533;-0,1692063;-1,096515
;0,979006685;0,482056834;DDT;D-dopachrome decarboxylase [Homo sapiens];1,683;11,02;3;11,084;22,88135593;3;6;3;1;12,7;7,3;Color2 [DarkGray];1;4;;-0,3802749;-0,1939566;-1,194852;0,243169;-0,07108374;0,2817678;0,3947153;0,03333393;-0,1905501;0,294019
;0,573463491;0,732998773;CST1;cystatin-SN precursor [Homo sapiens];2,162;14,09;3;14,465;31,91489362;3;3;3;1;16,4;7,21;Color2 [DarkGray];1;4;;-0,1457437;-2,409822;0,2615657;-1,979473;0,2365497;0,02086162;0,4816656;0,2519829;-0,4318334;-0,6946054
;0,306363372;-0,245399451;EDA2R;tumor necrosis factor receptor superfamily member 27 isoform 2 [Homo sapiens];0,995;28,04;3;16,699;10,37735849;3;6;3;1;35;4,91;Color2 [DarkGray];1;4;;-0,1875684;-0,01143613;0,001231558;0,3206049;0,6166113;0,7542412;-0,005730995;0,2400975;-0,3729031;-1,103259
;0,375725183;-0,09675324;PODXL2;podocalyxin-like protein 2 precursor [Homo sapiens];0,585;22,47;3;11,684;5,619834711;3;5;3;1;65;4,34;Color2 [DarkGray];1;4;;0,1369484;0,06045797;-0,05897936;0,0106792;-0,07355722;0,05006784;0,02748945;0,0895014;-0,4956805;-0,07959544
;1,752938293;-0,759473938;FGFBP2;fibroblast growth factor-binding protein 2 precursor [Homo sapiens];0,778;13,84;3;12,709;17,48878924;3;3;3;1;24,6;8,87;Color2 [DarkGray];1;4;;-0,3142403;0,5483046;0,4344178;0,4840518;0,7966902;-0,3607678;-0,3640374;-0,70642;0,2597009;-0,6766214
;0,064311847;-0,023148866;SLIT3;slit homolog 3 protein isoform 1 precursor [Homo sapiens];0,112;11,34;3;11,065;1,830065359;3;3;3;1;168,4;7,65;Color2 [DarkGray];1;4;;0,3273492;0,1913005;0,02503832;-0,09483466;-0,2725855;-0,1151297;0,1228719;0,2238345;-0,1868532;0,01580006
;0,349235822;-0,074885266;CHST8;carbohydrate sulfotransferase 8 isoform X1 [Homo sapiens];0,778;13,88;3;9,375;9,198113208;3;4;3;1;48,8;10,17;Color2 [DarkGray];1;4;;-0,1768025;0,1168993;0,3537531;0,000186417;-0,02885503;-0,05653385;-0,1045381;-0,04181619;0,02373304;0,06991009
;1,009322621;-0,662033281;IGFBPL1;insulin-like growth factor-binding protein-like 1 precursor [Homo sapiens];0,995;20,25;3;14,696;15,82733813;3;4;3;1;29;7,93;Color2 [DarkGray];1;4;;0,213167;0,4793881;0,6756557;0,1643101;-0,3210205;0,7411048;-0,9064217;-0,4050394;-0,9956393;-0,5326704
;0,048334418;-0,021563543;IL18BP;interleukin-18-binding protein isoform X2 [Homo sapiens];1,154;28,26;3;10,671;15,57788945;3;7;3;1;21,9;7,64;Color2 [DarkGray];1;4;;-0,1665161;-0,01703966;0,006884352;-0,1854758;0,3477294;-0,001680131;0,3630628;-0,1269726;-0,4086019;0,05195618
;1,631254414;0,8032626;FCGR2A;low affinity immunoglobulin gamma Fc region receptor II-a isoform X1 [Homo sapiens];1,154;26,63;3;17,083;15,17615176;3;6;3;1;40,9;7,01;Color2 [DarkGray];1;4;;-0,5751726;-0,0660949;-0,1625444;-0,3266751;0,08076614;0,02804246;1,410108;1,012163;0,1855749;0,3307041
;0,2477539;-0,257588649;IGFBP1;insulin-like growth factor-binding protein 1 precursor [Homo sapiens];0,778;10,99;3;9,474;11,58301158;3;3;3;1;27,9;5,19;Color2 [DarkGray];1;4;;0,04254495;-0,5244293;-0,6693491;0,5480723;1,086299;-0,1839614;0,0998616;-0,1131424;-1,146046;0,5384833
;0,288494955;-0,117511978;AP2A2;AP-2 complex subunit alpha-2 isoform 1 [Homo sapiens];0,17;12,55;3;8,728;3,723404255;3;4;3;1;104;6,86;Color2 [DarkGray];1;4;;0,4519203;0,1115652;0,02220101;0,170553;-0,328326;-0,02802632;-0,2236185;0,3946957;-0,2727528;-0,0299445
;1,747275718;-0,345499644;AVP;vasopressin-neurophysin 2-copeptin isoform X1 [Homo sapiens];1,371;25,41;3;11,715;27,43902439;3;6;2;1;17,3;5,29;Color2 [DarkGray];1;4;;0,356687;0,2600366;0,2376917;-0,1403265;0,3394746;-0,1462303;-0,2814478;-0,1947618;0,1438344;-0,1953293
;0,269280552;0,293475895;SPRR1A;cornifin-A [Homo sapiens];1,683;16,88;3;9,936;42,69662921;3;6;3;1;9,9;8,48;Color2 [DarkGray];1;4;;0,1301611;-0,7703958;1,236561;-0,7096108;0,1649617;-0,1430732;0,06548434;0,1832824;1,375564;0,03779845
;0,536135022;0,279189838;DRAXIN;draxin isoform X1 [Homo sapiens];0,638;19,43;3;13,258;12,41217799;3;5;3;1;47,5;8,51;Color2 [DarkGray];1;4;;-0,103393;-0,02494781;-0,5819278;0,004570929;-0,9233581;-0,5520257;-0,2553935;0,01029726;0,160449;0,4035664
;0,860195094;-0,193533012;JAG2;protein jagged-2 isoform a precursor [Homo sapiens];0,174;14,82;3;11,432;3,150242326;3;4;3;1;133,3;5,83;Color2 [DarkGray];1;4;;0,4296347;0,1095222;0,2186559;-0,161092;0,06125169;0,06727285;-0,03473304;0,09042712;-0,2148053;-0,2178542
;1,18250392;-0,359080335;SHISA7;protein shisa-7 precursor [Homo sapiens];0,425;40,37;3;18,334;6,319702602;3;9;3;1;56,2;10,02;Color2 [DarkGray];1;4;;0,4568888;0,1434998;0,1403216;-0,009765821;-0,1909105;0,2008673;-0,4357808;-0,1871341;-0,2694817;-0,5638385
;0,679747501;-0,188568167;SLC12A2;solute carrier family 12 member 2 isoform 1 [Homo sapiens];0,166;26,4;3;15,985;4,785478548;3;5;3;1;131,4;6,4;Color2 [DarkGray];1;4;;-0,1934117;0,1546387;0,2723732;0,1681833;0,08210339;0,2702266;-0,233303;-0,04063334;-0,04496803;-0,4102762
;1,719032969;-0,492765326;PILRA;paired immunoglobulin-like type 2 receptor alpha isoform 2 precursor [Homo sapiens];1,512;28,72;3;13,092;12,17391304;3;8;3;1;25,9;9,63;Color2 [DarkGray];1;4;;0,07118098;0,00069258;-0,01115629;0,4609212;0,27536;0,04106202;-0,4992723;-0,399345;-0,7350473;-0,07422564
;0,364614756;0,102698204;GLRX;glutaredoxin-1 [Homo sapiens];4,623;20,98;3;12,5;42,45283019;3;4;3;1;11,8;8,09;Color2 [DarkGray];1;4;;-0,06796344;-0,2901955;0,140199;-0,1135385;-0,214165;0,02845986;-0,103601;0,2065759;-0,3395846;0,1759772
;2,272324053;-0,420636111;C12orf49;UPF0454 protein C12orf49 precursor [Homo sapiens];1,154;32,61;3;11,48;21,46341463;3;8;3;1;23,6;8,1;Color2 [DarkGray];1;4;;0,1294393;0,1907225;0,153804;0,1478974;-0,005105298;0,07129083;-0,4983109;-0,2145075;-0,4925126;-0,3523825
;0,843179377;0,315431792;CLEC14A;C-type lectin domain family 14 member A precursor [Homo sapiens];0,369;11,43;3;10,238;8,163265306;3;3;3;1;51,6;6,35;Color2 [DarkGray];1;4;;-0,03287376;-0,2205254;-0,2065188;0,03668525;0,0460024;-0,02346175;0,1155298;0,4314161;-0,1853713;0,8618157
;2,63858085;0,228280319;ST6GAL1;beta-galactoside alpha-2,6-sialyltransferase 1 isoform X1 [Homo sapiens];0,438;16,85;3;11,472;8,128078818;3;4;3;1;46,6;9,01;Color2 [DarkGray];1;4;;-0,1505222;-0,07243116;0,01260579;-0,1107566;0,05930534;0,1765255;0,1060071;0,29358;0,1076543;0,1958359
;0,053549638;0,021145768;POFUT2;GDP-fucose protein O-fucosyltransferase 2 isoform X1 [Homo sapiens];0,269;9,48;3;8,939;6,275303644;3;3;3;1;56,8;7,83;Color2 [DarkGray];1;4;;-0,08974458;0,2091158;-0,3670659;0,2272715;0,153926;0,05306976;0,04292278;0,3351489;-0,1730518;-0,01885799
;0,272049098;-0,32976405;GPM6A;neuronal membrane glycoprotein M6-a isoform 1 [Homo sapiens];1,371;9,45;3;7,446;7,913669065;3;4;3;1;31,2;5,27;Color2 [DarkGray];1;4;;-0,5407489;0,03192916;1,255504;-0,5055414;1,665239;-0,07056739;-0,3247344;0,8240947;0,2311317;-0,4023625
;0,327554479;-0,125111845;SBSPON;somatomedin-B and thrombospondin type-1 domain-containing protein precursor [Homo sapiens];0,874;15,02;3;11,894;14,77272727;3;4;3;1;29,6;7,5;Color2 [DarkGray];1;4;;-0,1354205;0,01422705;0,3221182;0,3068317;-0,484913;0,09302789;-0,2493269;-0,09434592;-0,0646441;-0,2874266
;0,091394092;-0,022211195;TNFRSF1B;tumor necrosis factor receptor superfamily member 1B isoform X1 [Homo sapiens];0,995;9,8;3;8,186;7,024793388;3;4;3;1;50,6;6,37;Color2 [DarkGray];1;4;;-0,2068366;0,0199139;-0,1715487;0,03286751;0,1790205;-0,02297334;-0,03544522;-0,07437258;0,1062223;-0,2310705
;0,531317698;-0,469929924;NPW;neuropeptide W preproprotein [Homo sapiens];0,874;8,92;3;7,824;20,60606061;3;3;3;1;18;11,62;Color2 [DarkGray];1;4;;-0,07172001;-0,07639151;0,2379923;-0,3210802;0,6098855;-0,05311389;-0,6563969;0,1446172;0,3752606;-1,781331
;2,666433014;-0,511139439;LAMP5;lysosome-associated membrane glycoprotein 5 isoform X1 [Homo sapiens];0,995;20,6;3;13,001;12,85714286;3;5;3;1;31,5;6,46;Color2 [DarkGray];1;4;;0,4054533;0,2155055;0,1740682;0,1131886;0,09493559;-0,06472828;-0,4434572;-0,07443352;-0,5488647;-0,4210624
;0,283245408;-0,076223586;HIBADH;3-hydroxyisobutyrate dehydrogenase, mitochondrial precursor [Homo sapiens];1,031;20,32;3;17,708;14,28571429;3;6;3;1;35,3;8,13;Color2 [DarkGray];1;4;;-0,2456975;0,1705885;0,02047322;-0,0385874;-0,05289354;-0,02627233;-0,09807029;-0,04462723;-0,4502623;0,0919975
;0,081409301;0,080833025;COLEC11;collectin-11 isoform f precursor [Homo sapiens];1,154;20,92;3;17,647;16,14035088;3;5;3;1;30,2;6,25;Color2 [DarkGray];1;4;;-0,2369721;-0,2666615;0,1289514;-0,3849132;0,7672899;-0,8396123;0,8678004;0,0292611;0,536078;-0,1816675
;0,737535127;0,199098738;CA14;carbonic anhydrase 14 precursor [Homo sapiens];0,995;17,91;3;10,241;9,495548961;3;5;3;1;37,6;6,37;Color2 [DarkGray];1;4;;-0,2942539;0,01781802;-0,1014771;-0,01830016;-0,216665;0,1596078;0,1097192;0,4235888;-0,3394015;0,02910116
;1,695760221;-0,765880614;EVI2A;protein EVI2A isoform 1 [Homo sapiens];1,371;13,65;3;8,7;10,03861004;3;4;3;1;28,9;9;Color2 [DarkGray];1;4;;0,008166656;0,000469264;0,650309;0,4247104;0,1508815;-0,2175043;-0,7217116;-0,857179;0,2358541;-1,034325
;1,338878259;0,442660083;ENG;endoglin isoform 1 precursor [Homo sapiens];0,438;12,06;3;10,122;5,775075988;3;3;3;1;70,5;6,61;Color2 [DarkGray];1;4;;-0,07977483;-0,03865311;-0,2634844;-0,1276232;-0,1016766;-0,2653336;0,492068;0,4847775;0,09701861;0,7935578
;0,415498335;0,144964305;PSMB6;proteasome subunit beta type-6 isoform 1 precursor [Homo sapiens];0,874;10,44;3;8,761;11,71548117;3;4;3;1;25,3;4,92;Color2 [DarkGray];1;4;;-0,03312248;-0,09226093;0,007055848;-0,069254;-0,5526008;0,1083002;-0,1422034;0,02118587;-0,3571664;0,3545229
;0,003690005;0,001361794;TPT1;translationally-controlled tumor protein isoform 1 [Homo sapiens];0,995;9,81;3;8,521;15,2284264;3;3;3;1;22,6;5,24;Color2 [DarkGray];1;4;;0,06450612;-0,1314477;-0,02981475;0,1965398;0,08091883;0,2954007;-0,3723297;0,1552372;0,05141325;0,05778999
;0,666501524;0,487255093;S100A4;protein S100-A4 [Homo sapiens];2,981;18,18;3;10,257;27,72277228;3;4;3;1;11,7;6,11;Color2 [DarkGray];1;4;;-0,1940631;-0,7537023;0,09179579;0,2994734;0,0757871;-0,3014029;0,6256503;1,37925;-0,2677569;0,5198254
;0,835008439;0,596609957;PAPPA;pappalysin-1 preproprotein [Homo sapiens];0,131;14,16;3;14,668;2,70436386;3;3;3;1;180,9;6,18;Color2 [DarkGray];1;4;;-1,172598;-0,9024825;0,09719628;0,5455475;-1,031673;0,1525621;0,5968437;0,05384205;-0,01323552;-0,270972
;0,104409019;0,125035739;CETP;cholesteryl ester transfer protein isoform 1 precursor [Homo sapiens];0,369;8,17;3;9,529;6,896551724;3;3;3;1;54,7;6,09;Color2 [DarkGray];1;4;;-0,8769695;0,2968315;-0,3613096;-0,5044042;1,29222;0,2791676;0,7007529;0,3839844;-0,4347946;-0,457563
;1,386924929;0,406253576;PCDHGB7;protocadherin gamma-B7 isoform 1 precursor [Homo sapiens];0,233;8,6;3;4,735;2,798708288;3;5;2;1;100,9;5,11;Color2 [DarkGray];1;4;;-0,1964471;-0,08235422;-0,09529942;0,1674459;-0,06996737;-0,0129384;0,315525;0,8447086;0,07594033;0,5314102
;1,672148628;-0,487779514;XPNPEP1;xaa-Pro aminopeptidase 1 isoform X1 [Homo sapiens];0,25;15,7;3;6,775;3,45323741;3;6;2;1;77,5;5,74;Color2 [DarkGray];1;4;;0,2528205;0,4094602;0,1076438;0,235381;-0,1769502;-0,1204044;-0,6542014;0,1055208;-0,3912344;-0,5502228
;0,700754159;-0,591269983;SCRG1;scrapie-responsive protein 1 isoform X1 [Homo sapiens];5,813;121,36;3;20,852;25,54744526;3;34;3;1;15,6;8,31;Color2 [DarkGray];1;4;;-0,1744429;0,671493;0,05921505;0,4101708;-0,1886214;0,2359092;0,05769118;0,2663999;-1,180942;-1,557594
;0;NaN;DYNC1I2;cytoplasmic dynein 1 intermediate chain 2 isoform X2 [Homo sapiens];0,413;10,57;3;10,632;7,076923077;3;3;3;1;72,7;5,24;Color2 [DarkGray];1;4;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
;0,124761984;-0,034870726;PACSIN1;protein kinase C and casein kinase substrate in neurons protein 1 isoform X1 [Homo sapiens];0,35;11,64;3;8,146;9,009009009;3;4;3;1;50,9;5,24;Color2 [DarkGray];1;4;;0,1312993;-0,0384604;-0,1356869;-0,05487993;-0,1857981;0,05002249;-0,3538808;0,04648691;-0,2697666;0,06925848
;1,342011134;-0,346452731;OSTM1;osteopetrosis-associated transmembrane protein 1 isoform X1 [Homo sapiens];0,778;3,99;3;7,168;9,537572254;3;3;3;1;38,6;6,42;Color2 [DarkGray];1;4;;0,502596;0,4329355;0,1487693;0,05262841;-0,1141048;0,1813264;-0,2813897;-0,2585766;-0,07501339;-0,275786
;0,976145808;0,463118454;CDH19;cadherin-19 isoform 1 preproprotein [Homo sapiens];0,468;12,96;3;12,321;3,886010363;3;4;3;1;86,9;4,73;Color2 [DarkGray];1;4;;-0,3485896;-0,4393914;0,3309471;-0,03868774;0,05061227;-0,1780645;0,4897235;0,4566294;0,0444188;1,057776
;0,188197425;0,101106247;HEPACAM;hepatocyte cell adhesion molecule isoform X1 [Homo sapiens];0,468;13,81;3;11,657;7,56501182;3;3;3;1;46,7;9;Color2 [DarkGray];1;4;;0,1977347;0,1465716;0,02994433;-0,3474764;-0,193991;-0,1424178;0,08840362;-0,04212365;0,7628142;-0,3283619
;0,291654911;-0,223119004;CLEC5A;C-type lectin domain family 5 member A isoform 1 [Homo sapiens];0,874;12,12;3;6,888;15,95744681;3;4;3;1;21,5;8,81;Color2 [DarkGray];1;4;;-0,6712874;0,8264285;-0,09533598;-0,08499223;0,9469723;-0,003815144;0,2324681;-0,2506442;-0,3124168;0,1405983
;1,021203804;0,350414898;MAP1LC3B2;microtubule-associated proteins 1A/1B light chain 3 beta 2 isoform X1 [Homo sapiens];1,154;8,82;3;6,436;12,06896552;3;3;1;1;26,5;10,33;Color2 [DarkGray];1;4;;0,2003331;-0,2331495;-0,3277508;-0,07679422;-0,5964233;0,421868;-0,3026124;0,2113651;0,3528721;0,03479695
;0,307415567;0,175895974;SRPX;sushi repeat-containing protein SRPX isoform 1 precursor [Homo sapiens];0,318;15,16;3;10,876;6,25;3;5;3;1;51,5;8,66;Color2 [DarkGray];1;4;;-0,2445026;0,03756472;-0,05015005;0,1469845;-0,1011486;0,7963081;0,4006033;0,2676562;-0,4901097;-0,3062301
;1,064207364;-0,130301286;SHISA6;protein shisa-6 homolog isoform 1 precursor [Homo sapiens];0,28;25,15;3;10,908;5,263157895;3;7;3;1;61,3;9,36;Color2 [DarkGray];1;4;;-0,09270679;0,1825653;0,0323826;0,03416657;-0,06425691;-0,03136159;-0,1615898;0,02165439;-0,1628342;-0,2252245
;0,051481492;-0,104284656;HLA-DRB5;major histocompatibility complex, class II, DR beta 5 isoform X1 [Homo sapiens];0,638;16,25;3;10,628;12,31884058;3;4;1;1;31,3;7,47;Color2 [DarkGray];1;4;;-1,479238;0,4762236;0,2566101;0,8026916;-1,818977;-0,6877154;-0,1888409;0,2690322;0,498585;-2,175173
;0,692827951;0,154368994;TWF2;twinfilin-2 [Homo sapiens];0,551;22,23;3;17,885;13,18051576;3;5;3;1;39,5;6,84;Color2 [DarkGray];1;4;;-0,007567356;-0,2363438;-0,00154153;0,09266989;0,1065556;-0,05547219;0,1200602;0,4658797;0,2071658;-0,01201576
;0,582773273;0,193773566;COPB2;coatomer subunit beta' [Homo sapiens];0,166;15,03;3;15,557;5,518763797;3;3;3;1;102,4;5,27;Color2 [DarkGray];1;4;;-0,167378;0,03668642;-0,4817223;0,17227;-0,5075415;0,1713039;-0,2178787;-0,01692707;0,2219291;-0,1372448
;0,451558031;0,107182802;SLC39A14;zinc transporter ZIP14 isoform X3 [Homo sapiens];0,701;23,87;3;15,294;8,964143426;3;5;3;1;55,4;5,49;Color2 [DarkGray];1;4;;-0,1427654;-0,1658379;0,0445397;0,07769246;-0,04827472;0,105326;-0,1669546;0,03399692;0,4027835;-0,07388365
;0,652272177;-0,188743913;BMP7;bone morphogenetic protein 7 precursor [Homo sapiens];0,701;10,58;3;10,207;6,032482599;3;5;2;1;49,3;7,85;Color2 [DarkGray];1;4;;-0,2563117;-0,03234752;0,1627868;0,2240352;0,2888826;-0,0639482;-0,2107657;-0,1097444;0,2279919;-0,4002078
;1,193576035;0,411075648;HAGH;hydroxyacylglutathione hydrolase, mitochondrial isoform 1 precursor [Homo sapiens];0,585;12,86;3;8,121;8,766233766;3;4;3;1;33,8;8,12;Color2 [DarkGray];1;4;;-0,3811451;-0,02806893;-0,7958083;0,08230711;-0,5401338;0,2292816;0,1157167;0,1961886;-0,322681;0,1740234
;0,175096338;-0,061739057;MEGF11;multiple epidermal growth factor-like domains protein 11 isoform X1 [Homo sapiens];0,389;11,08;3;10,013;2,612612613;3;3;3;1;118,3;6,24;Color2 [DarkGray];1;4;;0,2688185;-0,2238218;0,03491396;0,07611996;0,1472529;-0,06474501;-0,2985919;0,2423944;-0,1587353;0,2742661
;0;NaN;LOC105369154;polycystin-1-like [Homo sapiens];0,701;14,73;3;12,21;11,8895966;3;3;1;1;48;4,88;Color2 [DarkGray];1;4;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
;0,420262938;0,206218901;FAT3;protocadherin Fat 3 isoform X1 [Homo sapiens];0,044;7,9;3;7,808;0,648368273;3;3;3;1;509,6;4,88;Color2 [DarkGray];1;4;;-0,2193398;-0,3342325;-0,05599264;-0,06904732;0,7551944;-0,01966297;0,5628229;0,1750028;0,00779517;0,3817187
;0,693509206;-0,461095978;CALCA;calcitonin isoform CT preproprotein [Homo sapiens];1,783;34,14;3;16,775;30,4964539;3;10;3;1;15,5;6,16;Color2 [DarkGray];1;4;;0,2427079;-0,1232978;0,5402125;0,02334253;0,04994358;0,3898727;-0,1476138;0,01604585;-0,3724347;-1,458441
;1,938930852;-0,6265483;PIANP;PILR alpha-associated neural protein isoform a precursor [Homo sapiens];1,683;34,11;3;6,228;9,219858156;3;12;3;1;30,1;9,1;Color2 [DarkGray];1;4;;0,5613782;0,2355322;0,2651688;0,07756746;0,004588073;0,1464966;-0,3632211;-0,2942801;-0,6596392;-0,817863
;2,086058642;-0,414636617;TOM1;target of Myb protein 1 isoform 1 [Homo sapiens];0,585;9,61;3;7,811;5,487804878;3;3;3;1;53,8;4,7;Color2 [DarkGray];1;4;;0,3619058;0,1602561;0,1368665;0,3070914;0,02103536;-0,03130597;-0,3093323;-0,1064294;-0,06367199;-0,5752883
;1,016210663;-0,407324263;MEPE;matrix extracellular phosphoglycoprotein isoform c precursor [Homo sapiens];0,225;11,87;3;6,704;3,956834532;3;4;3;1;62,1;8,79;Color2 [DarkGray];1;4;;0,4137479;-0,05077057;0,6603511;0,03623164;-0,175724;0,1909958;-0,7285136;-0,091846;-0,2270954;-0,2963261
;0,68454711;-0,847390246;CXCL12;stromal cell-derived factor 1 isoform delta precursor [Homo sapiens];1,371;12,73;3;8,809;20,71428571;3;4;3;1;15,5;9,66;Color2 [DarkGray];1;4;;0,3463354;0,1065455;-0,1289777;0,1574482;-0,2519307;0,4070521;-0,04836035;0,1859473;-2,150273;-2,401896
;1,285500361;0,406934692;SDK1;protein sidekick-1 isoform 1 [Homo sapiens];0,093;7,48;3;6,008;1,355625847;3;3;2;1;242;6,39;Color2 [DarkGray];1;4;;-0,2376368;-0,2474532;0,00813194;0,004350786;-0,2832865;-0,2065087;0,661997;0,6005293;0,189909;0,03285305
;2,023446035;-0,268888758;DLST;dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial isoform 1 precursor [Homo sapiens];0,551;21,21;3;12,514;7,06401766;3;6;3;1;48,7;8,95;Color2 [DarkGray];1;4;;0,1382951;0,08659919;0,06308118;0,2020717;0,05982963;0,05445478;-0,2998297;-0,1761446;-0,0382942;-0,3347533
;0,612510447;-0,36906954;CLTC;clathrin heavy chain 1 isoform X1 [Homo sapiens];0,091;10,61;3;9,249;1,545778835;3;3;3;1;192,3;5,69;Color2 [DarkGray];1;4;;0,7280912;0,04021546;0,5156267;-0,1039461;0,09247198;-0,8548388;-0,1455315;-0,3030646;0,6692528;0,06129372
;0;NaN;INA;alpha-internexin [Homo sapiens];0,241;14,38;3;8,526;5,410821643;3;4;1;1;55,4;5,4;Color2 [DarkGray];1;4;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
;1,094710083;0,336267742;IGF1;insulin-like growth factor I isoform 1 preproprotein [Homo sapiens];1,683;24,85;3;15,655;26,58227848;3;6;3;1;17,8;9,35;Color2 [DarkGray];1;4;;0,04753749;0,000695502;-0,2985232;-0,7182219;-0,3251606;0,07371795;0,1341355;-0,1430087;-0,08427496;0,4070963
;0,203014968;-0,111932708;ARSB;arylsulfatase B isoform 1 precursor [Homo sapiens];0,492;14,25;3;11,213;5,253283302;3;5;3;1;59,6;8,21;Color2 [DarkGray];1;4;;0,02269375;0,1908066;-0,2414808;-0,02437275;0,665608;-0,2228398;0,05834918;-0,2495374;-0,1479402;0,6155595
;2,350620346;0,607129258;GLB1;beta-galactosidase isoform a preproprotein [Homo sapiens];0,369;21,41;3;12,693;6,35155096;3;5;3;1;76;6,57;Color2 [DarkGray];1;4;;-0,3911436;0,0675179;-0,4352341;-0,4380372;-0,2734263;-0,01611962;0,108225;0,4934581;0,3243988;0,6553605
;2,45301704;0,472380833;RTN4;reticulon-4 isoform A [Homo sapiens];0,189;10,84;3;9,051;2,852348993;3;3;3;1;129,9;4,5;Color2 [DarkGray];1;4;;-0,2968852;-0,04879658;-0,1061226;-0,0479199;-0,3459317;-0,04121066;0,4301533;0,4962946;0,2295762;0,4014347
